host,ID,ra,dec,morph,re,zspec,tile,x,y,bands,n_bands,cutout,class_label,lens,lsb
PGC30744,102532+284209,156.3866,28.7027,dE,4.41,,"(275, 237)",6252.953082912843,8928.519416220894,ui,2,1,2.0,,1.0
PGC30744,102537+283849,156.4046,28.6472,dE,2.8,,"(275, 237)",5947.490520985477,7852.810578405431,ui,2,1,2.0,,1.0
PGC30744,102656+281822,156.7342,28.3064,dE,3.37,,"(275, 237)",326.9585689495352,1253.5146398195348,ui,2,1,2.0,,1.0
NGC5273,MATLAS-1548,205.743,35.4188,dI  ,0.0,,"(335, 251)",5027.7575225733735,3426.4273403449624,ugi,3,1,2.0,,1.0
,1220144+492251,185.05985,49.38096,UDG,5.8,,"(240, 279)",1372.007470378287,2700.0355819019615,griz,4,1,,,
,1120392+595250,170.16321,59.88065,UDG,5.47,,"(170, 300)",3412.874505052766,2689.072637847465,giz,3,1,,,
PGC1160,001746+113147,4.442,11.5299,dE,6.95,,"(9, 203)",7851.791887496449,5580.178157608598,u,1,1,2.0,,1.0
,0244110+033657,41.04594,3.61594,UDG,7.67,,"(82, 187)",5593.2901795537855,7246.810135440104,u,1,1,,,
,0058553+003627,14.73055,0.60738,UDG,12.57,,"(29, 181)",543.098424936994,7081.010386754363,u,1,1,,,
,1231517+235806,187.96556,23.96832,UDG,6.78,,"(343, 228)",830.8603191384227,4389.5540932372005,u,1,1,,,
,1639169+592409,249.82049,59.40242,UDG,8.47,,"(254, 299)",9013.658166622885,3121.266560603978,ugriz,5,1,,,
,1515507+574335,228.96111,57.72648,UDG,5.42,,"(246, 295)",4601.060770570923,9389.08404398823,ugriz,5,1,,,
,1045318+400837,161.38241,40.14366,UDG,5.71,,"(247, 260)",2561.482428889807,7786.2461163093685,ugri,4,1,,,
,1046027+395938,161.51142,39.99392,UDG,5.96,,"(247, 260)",640.768623331518,4889.354770480273,ugri,4,1,,,
,763,187.4953,0.0272,,3.16,0.008045803755521774,"(375, 180)",5091.081129621318,5527.107854165986,u,1,1,2.0,,
,2132,187.2663,0.1037,,15.7,0.003996097948402166,"(375, 180)",9528.888933591043,7009.617447474284,u,1,1,2.0,,1.0
PGC38009,120106+301036,180.2779,30.1769,dE,6.69,,"(312, 240)",2577.2796392362143,8429.686500742937,ugri,4,1,2.0,,1.0
,1434270+605246,218.61235,60.87939,UDG,10.13,,"(212, 302)",5284.583426574555,2662.765203378787,ugriz,5,1,,,
,1202510+442418,180.71268,44.40499,UDG,7.85,,"(258, 269)",7069.16163297794,3160.691330737422,ugri,4,1,,,
,1204493+442633,181.20521,44.44255,UDG,8.06,,"(258, 269)",253.330103507702,3896.628629419617,ugri,4,1,,,
,1142439+185341,175.68312,18.89461,UDG,8.22,,"(332, 218)",2834.900222007297,2958.3712201523895,u,1,1,,,
,0854195+310242,133.58115,31.04493,UDG,12.53,,"(229, 242)",4973.002904691124,5870.697215328292,ugr,3,1,,,
,0849356+195626,132.3985,19.94053,UDG,5.83,,"(249, 220)",6669.287209102214,3847.9878544464655,u,1,1,,,
PGC4946,012134+054207,20.3926,5.7022,dE,6.8,0.02133299969136715,"(41, 191)",8899.355824361892,8919.126416775263,u,1,1,2.0,,1.0
PGC4946,012202+052201,20.512,5.3671,dE,4.87,0.007422000169754028,"(41, 191)",6597.827473460229,2424.639115181041,u,1,1,2.0,,1.0
,0122387+053707,20.66137,5.61867,UDG,13.84,,"(41, 191)",3716.4155762468718,7299.777902782158,u,1,1,2.0,,1.0
,0827091+180002,126.78807,18.00046,UDG,5.44,,"(241, 216)",3398.910005000461,5009.289413757759,u,1,1,,,
,1152526+503113,178.21931,50.52041,UDG,5.78,,"(227, 281)",7684.348145378991,5399.463843526637,ugiz,4,1,,,
,1154071+502438,178.52956,50.41064,UDG,8.35,,"(227, 281)",3859.0445386201336,3269.003275014682,ugiz,4,1,,,
NGC4631,NGC4627,190.4987,32.574,,26.4297688220942,0.002185471123084426,"(321, 245)",1805.5979850721787,6436.979866610351,ugri,4,1,2.0,,1.0
PGC42637,124206+323707,190.5277,32.6187,dE,12.73,,"(321, 245)",1333.831426229493,7304.159857065259,ugri,4,1,2.0,,1.0
PGC42637,124206+323713,190.5285,32.6203,dE,12.39,,"(321, 245)",1320.8388694856344,7335.194077589542,ugri,4,1,2.0,,1.0
,1240530+321656,190.22082,32.28222,UDG,8.74,,"(321, 245)",6347.916337420287,780.1458288261938,ugri,4,1,2.0,,1.0
PGC38742,120633+303714,181.6396,30.6208,dE,5.13,0.0016482520150020719,"(313, 241)",4884.334151785378,7340.9858502202205,ugri,4,1,2.0,,1.0
,1003268+372955,150.86171,37.49869,UDG,5.89,,"(239, 255)",1383.0076829821987,4979.133901005365,ugri,4,1,,,
,1141234+363806,175.34733,36.63493,UDG,7.2,,"(282, 253)",5886.895815430044,7615.071802106534,ugri,4,1,,,
NGC5457,[MVA2014] DF 5,211.1171,55.6167,UDG,38.0,0.00474995281547308,"(239, 291)",3492.105869601455,7263.024499588791,ugriz,5,1,2.0,,1.0
NGC5422,MATLAS-1698,210.9077,55.6645,dE  ,4.05,,"(239, 291)",5782.7910179474475,8188.252258094533,ugriz,5,1,2.0,,1.0
NGC5422,MATLAS-1699,210.9398,55.6648,dE  ,5.06,,"(239, 291)",5431.918259558428,8193.785014437399,ugriz,5,1,2.0,,1.0
NGC5422,MATLAS-1700,210.9403,55.3929,dI  ,3.15,,"(239, 291)",5429.410007420235,2924.6309039788457,ugriz,5,1,2.0,,1.0
NGC5422,MATLAS-1701,210.969,55.5915,dI  ,0.0,,"(239, 291)",5112.960487836691,6773.185075702653,ugriz,5,1,2.0,,1.0
NGC5422,MATLAS-1703,211.054,55.7265,dE  ,4.22,,"(239, 291)",4184.947728525001,9389.797116633132,ugriz,5,1,2.0,,1.0
PGC49874,140304+554229,210.7668,55.7081,dE,6.56,0.007076798938214779,"(239, 291)",7320.317301515811,9036.33526138846,ugriz,5,1,2.0,,1.0
,1402200+553918,210.58343,55.65503,UDG,7.7,,"(239, 291)",9328.272009202232,8016.674281277956,ugriz,5,1,2.0,,1.0
,1226120+634021,186.55019,63.67254,UDG,5.89,,"(166, 307)",410.16641530530615,8362.828300402893,griz,4,1,,,
PGC26512,092034+504321,140.1445,50.7227,dE,5.79,,"(178, 281)",2244.493679182246,9319.897731447469,griz,4,1,2.0,,1.0
,2323557+083736,350.98194,8.62661,UDG,5.98,,"(694, 197)",2545.367968572888,7453.98621725633,u,1,1,,,
,0758075+374455,119.53111,37.7486,UDG,6.21,,"(190, 255)",8275.632357120774,9821.38158093418,ugri,4,1,,,
,1245301+191013,191.37554,19.17027,UDG,13.64,,"(362, 218)",5984.838384735761,8299.817706957412,u,1,1,,,
,1205522+011939,181.46765,1.32758,UDG,6.47,,"(363, 183)",6832.12533980581,1658.7040218486427,u,1,1,,,
,1217442+332045,184.43411,33.34571,UDG,17.55,,"(308, 247)",8941.159406556246,2014.6150605366201,ugri,4,1,,,
,1820272+360556,275.11344,36.09881,UDG,7.65,,"(445, 252)",3617.1395196039693,6915.465228345661,i,1,1,,,
,1249292+193837,192.3718,19.64368,UDG,5.86,,"(363, 219)",8143.574711995214,7785.963752425838,u,1,1,,,
,1225277+335932,186.36557,33.99208,UDG,6.3,,"(309, 248)",4921.318710507934,4846.520486299714,ugri,4,1,,,
,1336519+383529,204.21635,38.5915,UDG,6.09,,"(320, 257)",8457.056418271266,6777.471631892549,ugi,3,1,,,
,1102184+185005,165.57668,18.83463,UDG,5.78,,"(313, 218)",3917.0623419818567,1795.472012361291,u,1,1,,,
,1205453+394932,181.43885,39.8256,UDG,9.76,,"(278, 260)",5189.955773354883,1620.3118423315368,ugri,4,1,,,
PGC35064,112402+381310,171.0111,38.2197,dE,11.48,0.007408792153000832,"(270, 256)",9664.360708320059,9265.294256150908,ugri,4,1,2.0,,1.0
PGC38524,120625+651021,181.6069,65.1727,dE,4.53,,"(154, 310)",9805.829810339903,8369.23812750848,griz,4,1,2.0,,1.0
PGC38524,120756+650650,181.9858,65.1139,dE,3.22,0.004837352316826582,"(154, 310)",6726.588015761171,7210.160753480759,griz,4,1,2.0,,1.0
PGC38524,120839+650053,182.1635,65.0149,dE,6.33,,"(154, 310)",5278.480716297915,5288.821508449599,griz,4,1,2.0,,1.0
PGC38524,121012+644538,182.5528,64.7606,BC,12.04,0.004503767006099224,"(154, 310)",2064.242884871658,368.8822403966542,griz,4,1,2.0,,1.0
,0858000+515037,134.49996,51.84354,UDG,5.52,,"(166, 284)",8764.031353372095,1976.0800890435853,gri,3,1,,,
NGC3838,MATLAS-1105,176.978,58.3641,dI  ,0.0,0.004616568796336651,"(185, 297)",5569.0094753582,2366.6305547989964,giz,3,1,2.0,,1.0
,1416147+210309,214.06116,21.05248,UDG,5.58,,"(400, 222)",8035.447616753454,6018.605380206788,u,1,1,,,
,1235593+705054,188.99713,70.84846,UDG,14.87,,"(123, 322)",4385.912547919526,2063.793967434688,griz,4,1,,,
,662,186.869,20.3686,,38.0,,"(350, 221)",4321.245137081093,2453.6767305611597,u,1,1,,,
,1227239+654125,186.84975,65.69041,UDG,10.47,,"(155, 311)",5282.240946315997,8690.041475904629,ugriz,5,1,,,
,1347284+271319,206.86826,27.22187,UDG,8.43,,"(369, 234)",8462.593614564765,9302.409520259236,u,1,1,,,
,0134544+012521,23.72681,1.42262,UDG,8.92,,"(47, 183)",762.0491158866298,3500.6557317431248,u,1,1,,,
,1223092+283233,185.78843,28.54246,UDG,8.51,,"(327, 237)",9376.902993310414,5827.523198099424,ui,2,1,2.0,,1.0
NGC5557,MATLAS-1802,214.1941,35.9536,dE  ,4.42,,"(347, 252)",9136.6191081045,4106.40481416758,ugri,4,1,2.0,,1.0
NGC5557,MATLAS-1813,214.5174,36.1843,dE  ,5.07,,"(347, 252)",4067.6877359257137,8571.841638201497,ugri,4,1,2.0,,1.0
PGC51104,141723+361157,214.3462,36.1994,dE,4.67,,"(347, 252)",6745.139570693694,8865.184684318023,ugri,4,1,2.0,,1.0
,1418546+361123,214.7274,36.18961,UDG,6.11,,"(347, 252)",783.2906506117442,8680.316644193103,ugri,4,1,2.0,,1.0
NGC3458,MATLAS-810,163.3195,56.9606,dE  ,3.27,,"(178, 294)",5966.581597826114,4237.115588563254,giz,3,1,2.0,,1.0
NGC3458,MATLAS-812,163.4685,57.1003,dE  ,3.11,,"(178, 294)",4394.569179413935,6943.96719440764,giz,3,1,2.0,,1.0
NGC3458,MATLAS-816,163.587,57.0618,dI  ,0.0,,"(178, 294)",3145.3056836186856,6200.011371966442,giz,3,1,2.0,,1.0
NGC3458,MATLAS-817,163.7028,57.1949,dE  ,4.32,,"(178, 294)",1936.1388289418765,8783.532693190482,giz,3,1,2.0,,1.0
,1810524+371452,272.71833,37.24785,UDG,9.19,,"(433, 255)",7683.369183532499,116.02820329267797,ri,2,1,,,
,1142376+405027,175.6566,40.84085,UDG,6.25,,"(265, 262)",3645.6581924643433,1916.5439955858124,ugri,4,1,,,
,1210067+352635,182.528,35.44303,UDG,7.91,,"(297, 251)",3082.4993025996437,3897.1586075377413,ugri,4,1,2.0,,1.0
,1046178+625733,161.57436,62.95928,UDG,6.14,,"(147, 306)",7848.319843432251,4218.046071993469,griz,4,1,,,
PGC52116,143409+543404,218.5388,54.5679,dE,8.04,,"(254, 289)",6816.137206634195,6317.919795021286,ugri,4,1,2.0,,1.0
PGC52116,143449+543203,218.7073,54.5344,dE,5.44,0.00678498949855566,"(254, 289)",4923.022894679581,5666.6401771963765,ugri,4,1,2.0,,1.0
,1434414+543405,218.67267,54.56806,UDG,8.0,,"(254, 289)",5312.143343408059,6318.9945565723065,ugri,4,1,2.0,,1.0
PGC40988,122935+284819,187.398,28.8054,dE,5.9,,"(328, 238)",6903.028473602816,1229.7359153975472,uri,3,1,2.0,,1.0
NGC5500,MATLAS-1777,212.693,48.0887,dI  ,0.0,,"(285, 276)",8493.90405965669,6725.039717700653,gri,3,1,2.0,,1.0
NGC5500,MATLAS-1784,212.825,48.1831,dI  ,0.0,,"(285, 276)",6781.919291111866,8549.898593788826,gri,3,1,2.0,,1.0
,1411177+481142,212.82374,48.19507,UDG,7.8,,"(285, 276)",6797.781093638787,8781.89658124223,gri,3,1,2.0,,1.0
,1134558+535425,173.73234,53.90691,UDG,5.91,,"(204, 288)",2721.6222996087554,3199.2171319719137,ugiz,4,1,,,
NGC2594,MATLAS-403,127.341,25.8862,dI  ,0.0,,"(229, 232)",5905.241146606139,2794.850105113744,u,1,1,2.0,,1.0
PGC40973,122845+435751,187.1889,43.9644,dE,33.91,,"(269, 268)",2044.3669194466984,4313.902957372279,ugri,4,1,2.0,,1.0
,0740230+403255,115.0958,40.54855,UDG,10.66,,"(175, 261)",4621.745887621073,5940.904035492263,ugriz,5,1,,,
,1520457+210018,230.19023,21.00501,UDG,5.72,,"(430, 222)",6916.650674993587,5097.723783416167,u,1,1,,,
,2224389+180517,336.16199,18.08798,UDG,8.04,,"(639, 216)",950.8101750887631,6707.374094158015,u,1,1,,,
,1136176+473849,174.07334,47.64687,UDG,7.85,,"(235, 275)",3024.1608921831003,7848.123060005412,ugi,3,1,2.0,,1.0
NGC3182,MATLAS-685,155.667,58.0906,dI  ,0.0,,"(165, 296)",5175.088414603727,6755.7577453966705,giz,3,1,2.0,,1.0
,0024025+290126,6.01028,29.02379,UDG,10.8,,"(11, 238)",9713.659840103872,5466.57705683514,ur,2,1,,,
,972,189.4924,24.0444,,6.5,,"(346, 228)",2870.57214165804,5861.337186418461,u,1,1,,,
,1242314+315809,190.6308,31.96927,UDG,7.81,,"(323, 244)",1819.0911120008905,4407.328125765635,ugri,4,1,2.0,,1.0
,1353361+694222,208.40045,69.70619,UDG,5.55,,"(146, 319)",5319.057979958249,8995.88974174038,ugriz,5,1,,,
,0931087+330632,142.78628,33.10897,UDG,7.1,,"(240, 246)",9826.189906187574,7118.568102724737,ugri,4,1,,,
,1097,190.8507,24.5251,,7.52,0.0039034485816955566,"(347, 229)",1769.2815740610076,5488.556501854817,u,1,1,2.0,,
,1046,190.4272,24.518,,8.07,0.003402060829102993,"(347, 229)",9236.100554077497,5352.507004066206,u,1,1,2.0,,1.0
,1304338+264623,196.14076,26.77306,UDG,13.5,,"(350, 234)",9607.993647084164,606.9393438345387,u,1,1,,,
,2323336+163200,350.89001,16.53321,UDG,5.71,,"(673, 213)",6157.377770953584,5643.7545154225,u,1,1,,,
,0909168+621602,137.31999,62.26729,UDG,7.09,,"(127, 305)",6810.152745099827,493.10313447190856,giz,3,1,,,
,0911561+622636,137.98394,62.44339,UDG,14.22,,"(127, 305)",847.1254410455076,3917.8396590968414,giz,3,1,,,
,1053175+770742,163.32307,77.12847,UDG,7.32,,"(73, 334)",400.2635057907255,7531.317687793024,gri,3,1,,,
NGC0661,MATLAS-115,26.1497,28.6458,dE  ,0.0,,"(46, 237)",5371.487508619496,7825.492953947007,ur,2,1,2.0,,1.0
NGC0661,MATLAS-117,26.3186,28.7146,dE  ,0.0,,"(46, 237)",2500.628622876897,9160.286092082682,ur,2,1,2.0,,1.0
NGC0661,MATLAS-118,26.3511,28.375,dE  ,3.64,,"(46, 237)",1938.4167927939643,2579.905563482222,ur,2,1,2.0,,1.0
NGC0661,MATLAS-119,26.416,28.5031,dE  ,3.91,,"(46, 237)",836.867703332965,5064.312940248149,ur,2,1,2.0,,1.0
NGC0661,MATLAS-120,26.4259,28.7404,dE  ,5.07,,"(46, 237)",678.0093226410081,9663.343191425898,ur,2,1,2.0,,1.0
PGC6595,014432+283623,26.1342,28.6064,dE,5.69,,"(46, 237)",5635.334045621678,7062.0232388093,ur,2,1,2.0,,1.0
NGC4631,dw1241p3251,190.4464,32.8577,,18.168027123224,,"(319, 246)",694.9816308477339,2247.7581730684806,ugri,4,1,2.0,,1.0
PGC42637,124058+324724,190.2456,32.7901,dE,24.89,,"(319, 246)",3962.9847249313098,932.649292963235,ugri,4,1,2.0,,1.0
NGC5448,NSA-339206,210.2074,49.5161,,,0.006169103551656008,"(273, 279)",4636.072864139668,5312.0711943861725,ugri,4,1,2.0,,
NGC5448,NSA-630990,210.222,49.3748,,,,"(273, 279)",4450.801347333756,2573.9082096730194,ugri,4,1,,,
NGC5448,NSA-339202,210.1,49.4443,,,0.0066461446695029736,"(273, 279)",5988.774038205691,3921.10584825552,ugri,4,1,2.0,,
NGC3556,dw1116p5537,169.1718,55.6168,,4.95899471354276,,"(192, 291)",8478.588348156884,7271.429301522314,ugiz,4,1,2.0,,1.0
,1143296+200537,175.87319,20.09362,UDG,9.16,,"(331, 220)",9517.69454767845,6817.622358033397,u,1,1,,,
,1144158+194759,176.06596,19.7996,UDG,6.77,,"(331, 220)",6011.2520080170225,1116.6056256996749,u,1,1,,,
,1144302+194517,176.12576,19.75459,UDG,5.39,,"(331, 220)",4920.868748738173,244.18044632054534,u,1,1,,,
,1145016+194713,176.25657,19.78695,UDG,6.52,,"(331, 220)",2535.571981866301,872.2766909791026,u,1,1,,,
,1214419+505050,183.67467,50.84735,UDG,5.85,,"(231, 282)",3245.971562057899,2043.4957872121454,griz,4,1,,,
,1332262+600717,203.10903,60.12129,UDG,9.83,,"(203, 300)",3947.429513414219,7351.346390924313,ugriz,5,1,,,
,1448446+274648,222.18595,27.77995,UDG,7.47,,"(392, 236)",1532.8159344357546,738.4898096513089,ui,2,1,,,
,1600423+175640,240.17641,17.94432,UDG,6.93,,"(457, 216)",6524.835570567865,3921.318040060003,u,1,1,,,
,1601242+180223,240.3507,18.03962,UDG,6.58,,"(457, 216)",3312.4812947597925,5768.212312688493,u,1,1,,,
,0057149+212823,14.31218,21.47292,UDG,6.6,0.181209996342659,"(27, 223)",8560.517787090472,4477.463250035724,u,1,1,2.0,,
,1250542+273515,192.72567,27.58762,UDG,5.32,,"(342, 235)",5972.880024765264,6698.208829500321,u,1,1,,,
,1251422+274025,192.92572,27.67355,UDG,6.7,,"(342, 235)",2538.8087760399053,8364.659940296682,u,1,1,,,
,1252075+272654,193.03108,27.44831,UDG,27.49,,"(342, 235)",721.8287794323269,4002.5821554714903,u,1,1,,,
NGC5308,MATLAS-1568,206.6848,60.6797,dEN ,4.0,,"(204, 301)",9307.849705678756,8497.290532846215,ugriz,5,1,2.0,,1.0
NGC5308,MATLAS-1569,206.692,60.7147,dE  ,0.0,,"(204, 301)",9234.921006784198,9175.083383011608,ugriz,5,1,2.0,,1.0
NGC5322,MATLAS-1590,207.5193,60.3828,dEN ,5.79,,"(204, 301)",1355.4054085925795,2739.304459048355,ugriz,5,1,2.0,,1.0
,1346351+603233,206.64611,60.5426,UDG,5.7,,"(204, 301)",9694.88766867416,5843.118510102419,ugriz,5,1,2.0,,1.0
,1336324+443753,204.13504,44.63147,UDG,9.06,,"(291, 269)",3077.900132490704,7549.399240397906,gri,3,1,,,
,1611314+725525,242.88087,72.92349,UDG,5.78,,"(142, 326)",4776.285200461237,3517.387971981776,ugriz,5,1,,,
,1010287+305223,152.61978,30.87295,UDG,6.66,,"(262, 242)",8479.580918599155,2541.1581919173236,ugri,4,1,,,
,1343592+705908,205.99649,70.98562,UDG,6.71,,"(134, 322)",3722.0539976863856,4723.464607399109,ugri,4,1,,,
,0000453+305356,0.18884,30.89897,UDG,5.83,,"(0, 242)",1859.8457827801817,3044.798660124967,ugr,3,1,,,
NGC2778,MATLAS-470,138.0426,34.7017,dI  ,7.12,,"(228, 249)",9552.302067853949,8915.215367713823,ugri,4,1,2.0,,1.0
NGC2778,MATLAS-474,138.17,34.746,dE  ,6.79,,"(228, 249)",7521.196329606487,9769.239784621324,ugri,4,1,2.0,,1.0
NGC2778,MATLAS-486,138.5965,34.7226,dI  ,2.42,,"(228, 249)",728.5661406552535,9319.472887293072,ugri,4,1,2.0,,1.0
PGC25955,091418+343806,138.5785,34.635,dE,3.68,0.02279731072485447,"(228, 249)",1011.0759871843693,7621.11433665637,ugri,4,1,2.0,,1.0
PGC25955,091429+343930,138.6216,34.6585,dE,3.14,,"(228, 249)",325.16530534232425,8078.377416308788,ugri,4,1,2.0,,1.0
PGC42139,123155+743623,187.9819,74.6066,dE,7.97,0.08629400283098221,"(100, 329)",457.8179934575819,7099.54629208189,gri,3,1,2.0,,1.0
PGC42139,123155+743624,187.9823,74.6067,dE,10.3,,"(100, 329)",455.78935473542606,7101.5145775627625,gri,3,1,2.0,,1.0
,1227462+743523,186.94268,74.58986,UDG,6.39,,"(100, 329)",5804.336954936394,6742.452062951392,gri,3,1,2.0,,1.0
NGC3556,dw1119p5543,169.9523,55.7224,,9.35643079227666,0.002018553903326392,"(193, 291)",9585.32000438892,9323.794405179764,ugiz,4,1,2.0,,1.0
,1122579+551543,170.74118,55.26205,UDG,7.38,,"(193, 291)",927.87237408602,399.51791899845284,ugiz,4,1,2.0,,1.0
PGC6318,014355+133805,25.9814,13.6349,dE,5.13,,"(51, 207)",9579.942650308476,7616.518286375009,u,1,1,2.0,,1.0
PGC55674,153757+592343,234.4889,59.3954,dE,2.7,,"(238, 299)",4764.546012743992,2973.0003499489267,ugriz,5,1,2.0,,1.0
PGC55674,153810+591751,234.5454,59.2977,dE,4.14,0.058660998940467834,"(238, 299)",4204.826007156389,1080.0988561043596,ugriz,5,1,2.0,,1.0
PGC55674,153828+592707,234.6168,59.4522,dE,5.37,,"(238, 299)",3505.1906921748805,4075.390271974559,ugriz,5,1,2.0,,1.0
PGC37544,115626+315539,179.1119,31.9277,dE,2.66,,"(304, 244)",7026.5879539427815,3600.052615627228,ugri,4,1,2.0,,1.0
,1157078+314735,179.28234,31.79294,UDG,7.97,,"(304, 244)",4222.175844020678,987.5431835226018,ugri,4,1,2.0,,1.0
NGC3414,MATLAS-790,162.8734,28.0201,dE  ,3.4,,"(288, 236)",8706.971969155828,5392.810221742542,ui,2,1,2.0,,1.0
NGC3414,MATLAS-793,162.9341,28.1567,dE  ,3.55,,"(288, 236)",7665.160844186865,8038.403160265611,ui,2,1,2.0,,1.0
NGC3414,MATLAS-798,162.9956,28.15,dE  ,4.16,,"(288, 236)",6614.485723328562,7907.479251699223,ui,2,1,2.0,,1.0
PGC32533,105123+280125,162.8468,28.0238,dE,7.37,0.0058341361582279205,"(288, 236)",9161.891255972314,5465.370877933431,ui,2,1,2.0,,1.0
PGC32533,105137+274919,162.9047,27.822,dE,11.29,0.00443203654140234,"(288, 236)",8177.3369470355065,1552.9325014524297,ui,2,1,2.0,,1.0
PGC32533,105149+275755,162.9553,27.9655,dE,3.42,,"(288, 236)",7307.034062759656,4332.698200509623,ui,2,1,2.0,,1.0
PGC32533,105200+274532,163.0015,27.7591,dE,6.79,0.10549068450927734,"(288, 236)",6519.172144647907,332.12713414643895,ui,2,1,2.0,,1.0
PGC32533,105302+280919,163.2622,28.1554,dE,6.0,,"(288, 236)",2059.287905172317,8013.582509424297,ui,2,1,2.0,,1.0
PGC32533,105311+280257,163.2991,28.0493,dE,3.52,,"(288, 236)",1425.2909224280202,5958.449150778175,ui,2,1,2.0,,1.0
NGC2683,dw0846p3300,131.5588,32.9974,,38.3498938168139,,"(221, 246)",8207.445739244815,4952.62291125842,ugri,4,1,2.0,,1.0
PGC33390,110908+185422,167.2854,18.9062,dE,8.32,,"(316, 218)",1675.5337803279058,3183.956159417735,u,1,1,2.0,,1.0
,1108584+191458,167.24344,19.24952,UDG,6.18,,"(316, 218)",2450.081517807282,9836.492063763617,u,1,1,,,
,1640282+654329,250.1175,65.72467,UDG,7.99,,"(207, 311)",734.2044800434833,9372.063780314753,ugriz,5,1,,,
,2313521+102013,348.4669,10.33702,UDG,6.63,,"(685, 201)",2444.7042349952717,1842.1442910893534,u,1,1,,,
,1152064+232749,178.02676,23.46361,UDG,8.01,,"(327, 227)",9628.344217481923,4298.986519836156,u,1,1,,,
,1152125+232114,178.05228,23.35402,UDG,5.31,,"(327, 227)",9178.150416277724,2174.4470744467903,u,1,1,,,
,0815043+195953,123.76802,19.9981,UDG,6.82,,"(233, 220)",8800.369789613575,4965.546915705801,u,1,1,,,
,1133541+380220,173.4753,38.03899,UDG,7.94,,"(273, 256)",1118.4729317000701,5760.8940280596535,ugri,4,1,,,
,1102528+503107,165.72011,50.51875,UDG,5.88,,"(211, 281)",6724.961003009629,5364.982107002389,ugriz,5,1,,,
,0747009+622237,116.7536,62.37686,UDG,5.36,,"(108, 305)",6735.488231565352,2616.2625781919673,ugriz,5,1,,,
,0800062+771055,120.02604,77.18181,UDG,7.55,,"(54, 334)",5000.3010862777355,8523.301216998678,gi,2,1,,,
,1154458+325206,178.69077,32.86829,UDG,7.37,,"(300, 246)",7664.910379721841,2449.6585789129663,ugri,4,1,2.0,,1.0
,0039267+253145,9.86113,25.52928,UDG,5.6,,"(18, 231)",6927.528877178094,5568.215177724891,ur,2,1,,,
PGC38578,121110+761039,182.7954,76.1777,dE,13.51,,"(88, 332)",747.523272404881,8476.752757283277,gri,3,1,2.0,,1.0
PGC29050,100426+551312,151.1118,55.2201,dE,5.02,,"(173, 290)",1643.3270991240115,9272.636644990558,giz,3,1,2.0,,1.0
NGC5557,MATLAS-1804,214.324,36.693,dI  ,0.0,,"(345, 253)",9140.297430107817,8745.906480606405,ugri,4,1,2.0,,1.0
NGC5557,MATLAS-1808,214.3837,36.4094,dE  ,4.51,,"(345, 253)",8224.402745477206,3247.7173481254085,ugri,4,1,2.0,,1.0
NGC5557,MATLAS-1810,214.47,36.3059,dI  ,0.0,,"(345, 253)",6880.95852383053,1239.6993426754439,ugri,4,1,2.0,,1.0
NGC5557,MATLAS-1814,214.5518,36.3723,dE  ,2.52,,"(345, 253)",5602.973453759414,2525.4228229518785,ugri,4,1,2.0,,1.0
NGC5557,MATLAS-1821,214.6529,36.3636,dE  ,2.66,,"(345, 253)",4025.3395160390223,2357.0193265253256,ugri,4,1,2.0,,1.0
NGC5557,MATLAS-1822,214.6596,36.2621,dE  ,4.68,,"(345, 253)",3919.3713582251494,390.1037871677754,ugri,4,1,2.0,,1.0
PGC51104,141715+363032,214.3152,36.5091,dE,2.55,,"(345, 253)",9287.226374486283,5182.475206753891,ugri,4,1,2.0,,1.0
PGC51104,141727+361627,214.3627,36.2744,dE,3.81,,"(345, 253)",8558.109504190743,632.2671123857017,ugri,4,1,2.0,,1.0
PGC51104,141756+363129,214.4837,36.5248,dE,7.03,,"(345, 253)",6662.304802892085,5481.519924669617,ugri,4,1,2.0,,1.0
PGC51104,141803+362027,214.5148,36.341,dE,4.5,0.011567165143787861,"(345, 253)",6180.783427754227,1919.1987563581129,ugri,4,1,2.0,,1.0
PGC51104,141820+364411,214.5843,36.7365,dE,3.18,,"(345, 253)",5095.40614672824,9583.154004877295,ugri,4,1,2.0,,1.0
PGC51104,141824+362529,214.6005,36.4248,dE,5.43,0.06990700215101242,"(345, 253)",4843.184103332948,3542.709264255468,ugri,4,1,2.0,,1.0
