name,host,radeg,dedeg,rproj,gmag,e_gmag,rimag,e_rimag,Mgmag,MVmag,e_MVmag,logMstar,e_logMstar,mu0V,e_mu0V,re,e_re,ETG,confirmed,Psat,filter,telescope,bad,dist,rearcsec,mueg,host_ra,host_dec,host_dist,host_alt_id,iso
dw1043p1207,NGC3379,160.9792,12.1333,197.0,18.95,0.11,18.49,0.11,-11.19,-11.46,0.12,6.52,0.14,23.1,0.15,500.2,44.6,False,False,0.25,gr,DECALS,nan,10.7,9.64239775791037,25.8763998945822,161.956667,12.581631,10.7,nan,0.0
dw1044p1132,NGC3379,161.0306,11.5344,258.6,18.45,0.1,18.06,0.1,-11.69,-11.92,0.11,6.6,0.13,22.4,0.14,389.4,30.6,False,False,0.4,gr,DECALS,nan,10.7,7.50649677730472,24.832661194153,161.956667,12.581631,10.7,nan,0.0
dw1045p1315,NGC3379,161.2789,13.2652,177.5,20.7,0.17,20.25,0.17,-9.45,-9.71,0.17,5.8,0.19,25.68,0.25,350.0,54.3,True,False,0.75,gr,DECALS,nan,10.7,6.74697964119027,26.8510216801685,161.956667,12.581631,10.7,nan,0.0
dw1045p1413,NGC3379,161.4842,14.2274,319.2,19.76,0.13,19.16,0.12,-10.39,-10.74,0.13,6.45,0.15,24.59,0.19,345.7,39.0,True,False,0.7,gr,DECALS,nan,10.7,6.66408817708512,25.8841783561481,161.956667,12.581631,10.7,nan,0.0
dw1045p1332,NGC3379,161.4925,13.5477,199.2,19.41,0.12,18.91,0.12,-10.74,-11.03,0.12,6.41,0.14,24.48,0.17,467.5,47.4,True,False,0.65,gr,DECALS,nan,10.7,9.01203708964095,26.1895895338525,161.956667,12.581631,10.7,nan,0.0
dw1046p1342,NGC3379,161.6272,13.7011,217.5,18.62,0.11,18.13,0.1,-11.52,-11.81,0.11,6.72,0.13,21.73,0.14,237.2,19.4,True,False,0.2,gr,DECALS,nan,10.7,4.57252448913988,23.926254882297,161.956667,12.581631,10.7,nan,0.0
dw1046p1358,NGC3379,161.6816,13.9718,264.4,20.99,0.18,20.55,0.19,-9.15,-9.41,0.19,5.69,0.21,24.71,0.28,205.7,35.5,True,False,0.35,gr,DECALS,nan,10.7,3.96529632147672,25.9868529173977,161.956667,12.581631,10.7,nan,0.0
dw1046p1118,NGC3379,161.7075,11.3037,243.0,20.57,0.16,20.05,0.16,-9.58,-9.88,0.17,5.99,0.18,25.01,0.24,319.9,47.3,True,False,0.7,gr,DECALS,nan,10.7,6.16673939240994,26.5257526589651,161.956667,12.581631,10.7,nan,0.0
dw1047p1117,NGC3379,161.7845,11.2853,244.2,19.27,0.12,18.81,0.12,-10.88,-11.15,0.12,6.4,0.14,25.6,0.16,659.7,64.2,True,False,0.85,gr,DECALS,nan,10.7,12.7170927578312,26.7974138768424,161.956667,12.581631,10.7,nan,0.0
dw1047p1145,NGC3379,161.949,11.7622,153.1,21.26,0.2,20.95,0.22,-8.88,-9.07,0.21,5.34,0.24,25.54,0.32,410.9,78.5,True,False,0.55,gr,DECALS,nan,10.7,7.92095409768873,27.7593621644335,161.956667,12.581631,10.7,nan,0.0
dw1048p1121,NGC3379,162.096,11.3523,231.0,20.08,0.14,19.41,0.13,-10.07,-10.46,0.15,6.43,0.16,25.76,0.2,570.9,71.2,True,False,0.75,gr,DECALS,nan,10.7,11.0052876424977,27.2934816721644,161.956667,12.581631,10.7,nan,0.0
dw1049p1121,NGC3379,162.4042,11.3512,244.0,17.97,0.1,17.38,0.1,-12.17,-12.52,0.1,7.14,0.13,24.77,0.13,790.6,56.1,True,False,0.95,gr,DECALS,nan,10.7,15.2404631329153,25.8904655052747,161.956667,12.581631,10.7,nan,0.0
dw1049p1057,NGC3379,162.4172,10.9555,315.2,20.32,0.15,20.04,0.16,-9.82,-9.99,0.16,5.67,0.17,24.31,0.22,239.6,32.5,False,False,0.15,gr,DECALS,nan,10.7,4.61878949238729,25.648115527415,161.956667,12.581631,10.7,nan,0.0
dw1049p1146,NGC3379,162.4789,11.7802,177.5,18.8,0.11,18.21,0.11,-11.35,-11.69,0.11,6.81,0.13,24.61,0.15,585.2,50.1,True,False,0.9,gr,DECALS,nan,10.7,11.2809499528458,26.0672030442929,161.956667,12.581631,10.7,nan,0.0
dw1050p1352,NGC3379,162.5147,13.889,264.4,19.26,0.12,18.75,0.11,-10.89,-11.18,0.12,6.48,0.14,26.27,0.16,876.1,84.9,True,False,0.85,gr,DECALS,nan,10.7,16.8886538644161,27.4034498560101,161.956667,12.581631,10.7,nan,0.0
dw1050p1353,NGC3379,162.5848,13.8961,270.8,18.78,0.11,18.23,0.11,-11.37,-11.69,0.11,6.74,0.14,26.65,0.15,1156.2,98.5,True,False,0.9,gr,DECALS,nan,10.7,22.2881652387576,27.5258462759356,161.956667,12.581631,10.7,nan,0.0
dw1051p1359,NGC3379,162.7459,13.9927,300.1,20.89,0.18,20.4,0.18,-9.25,-9.54,0.19,5.82,0.2,24.73,0.27,297.6,49.6,True,False,0.4,gr,DECALS,nan,10.7,5.73686040404744,26.6888460930009,161.956667,12.581631,10.7,nan,0.0
dw1051p1101,NGC3379,162.7661,11.02,327.1,18.06,0.1,17.59,0.1,-12.08,-12.36,0.1,6.9,0.13,25.39,0.13,1310.5,94.6,True,False,0.95,gr,DECALS,nan,10.7,25.2626193677778,27.0778665747469,161.956667,12.581631,10.7,nan,0.0
dw1051p1310,NGC3379,162.9739,13.1694,215.3,20.25,0.15,19.76,0.14,-9.9,-10.19,0.15,6.05,0.17,24.2,0.22,218.2,28.9,True,False,0.2,gr,DECALS,nan,10.7,4.20625988008202,25.3749551901522,161.956667,12.581631,10.7,nan,0.0
dw1054p1217,NGC3379,163.7206,12.2967,326.2,18.18,0.1,17.74,0.1,-11.96,-12.23,0.1,6.81,0.13,22.78,0.13,377.0,27.9,False,False,0.35,gr,DECALS,nan,10.7,7.26746092738105,24.492388209322,161.956667,12.581631,10.7,nan,0.0
dw1104p0004,NGC3521,166.1606,0.0815,61.5,20.25,0.15,19.67,0.14,-10.0,-10.33,0.15,6.24,0.17,24.74,0.22,280.9,37.2,True,True,1.0,gr,DECALS,nan,11.2,5.17319500559472,25.8242689298193,166.45236707974,-0.03590141015,11.2,nan,1.0
dw1104p0003,NGC3521,166.1676,0.0581,58.6,16.57,0.09,16.03,0.09,-13.67,-13.99,0.09,7.66,0.13,23.06,0.11,852.8,48.7,True,True,1.0,gr,DECALS,nan,11.2,15.7055916453195,24.5557461884827,166.45236707974,-0.03590141015,11.2,nan,1.0
dw1104p0005,NGC3521,166.1711,0.0936,60.5,20.67,0.17,20.21,0.17,-9.57,-9.84,0.17,5.87,0.18,25.84,0.25,642.4,98.7,True,True,1.0,gr,DECALS,nan,11.2,11.8307599453418,28.0405378932386,166.45236707974,-0.03590141015,11.2,nan,1.0
dw1105p0006,NGC3521,166.4217,0.1163,30.3,16.0,0.09,15.46,0.09,-14.24,-14.56,0.09,7.9,0.13,25.91,0.11,3413.8,184.1,False,True,1.0,gr,DECALS,nan,11.2,62.870247657146,26.9977005373212,166.45236707974,-0.03590141015,11.2,nan,1.0
dw1106m0126,NGC3521,166.5313,-1.4476,276.5,17.45,0.09,16.9,0.1,-12.79,-13.11,0.1,7.31,0.13,23.94,0.12,773.1,49.8,True,True,1.0,gr,DECALS,nan,11.2,14.2377965586041,25.2226885971708,166.45236707974,-0.03590141015,11.2,nan,1.0
dw1106m0052,NGC3521,166.6084,-0.8797,167.7,19.03,0.11,18.55,0.11,-11.21,-11.5,0.12,6.57,0.14,24.71,0.15,635.8,57.9,True,True,1.0,gr,DECALS,nan,11.2,11.7092110420563,26.3781128498279,166.45236707974,-0.03590141015,11.2,nan,1.0
dw1107m0038,NGC3521,166.776,-0.6338,132.9,21.14,0.19,20.57,0.19,-9.11,-9.44,0.2,5.88,0.23,25.94,0.3,343.5,62.6,True,True,1.0,gr,DECALS,nan,11.2,6.32606793961272,27.1511439405637,166.45236707974,-0.03590141015,11.2,nan,1.0
dw110m0011,NGC3521,166.8051,-0.1869,75.0,17.62,0.1,17.11,0.1,-12.63,-12.92,0.1,7.19,0.13,24.72,0.12,1067.0,70.7,True,True,1.0,gr,DECALS,nan,11.2,19.6504060356987,26.0923323248197,166.45236707974,-0.03590141015,11.2,nan,1.0
dw1109m0016,NGC3521,167.3283,-0.2771,177.6,18.84,0.11,18.23,0.11,-11.4,-11.76,0.11,6.87,0.14,25.39,0.15,901.4,78.0,True,True,1.0,gr,DECALS,nan,11.2,16.6006335669369,26.946097998253,166.45236707974,-0.03590141015,11.2,nan,1.0
dw1110p0037,NGC3521,167.6231,0.6169,262.0,16.89,0.09,16.28,0.09,-13.36,-13.71,0.09,7.64,0.13,22.64,0.12,795.6,47.1,True,True,1.0,gr,DECALS,nan,11.2,14.6521678191217,24.7249841028762,166.45236707974,-0.03590141015,11.2,nan,1.0
dw1111p0049,NGC3521,167.8493,0.8315,321.5,18.83,0.11,18.33,0.11,-11.41,-11.71,0.11,6.7,0.14,25.88,0.15,843.0,72.8,True,True,1.0,gr,DECALS,nan,11.2,15.5251099408877,26.7906481032898,166.45236707974,-0.03590141015,11.2,nan,1.0
dw1104p0033,NGC3521,166.2068,0.5506,124.3,21.41,0.21,20.96,0.22,-8.83,-9.1,0.22,5.58,0.24,24.91,0.34,338.2,68.4,True,False,0.25,gr,DECALS,nan,11.2,6.22846048674691,27.3873782499153,166.45236707974,-0.03590141015,11.2,nan,1.0
dw1119p5543,NGC3556,169.9523,55.7224,195.3,16.18,0.09,15.81,0.09,-13.72,-13.94,0.09,7.37,0.13,21.21,0.11,433.2,23.7,False,True,1.0,gr,DECALS,nan,9.55,9.35643078585926,23.0410257279759,167.879029,55.674122,9.55,nan,1.0
dw1104p5534,NGC3556,166.1661,55.5745,161.7,20.2,0.15,19.71,0.14,-9.7,-9.99,0.15,5.97,0.16,24.23,0.21,252.7,32.9,True,False,0.05,gr,DECALS,nan,9.55,5.45791796088756,25.8906096987917,167.879029,55.674122,9.55,nan,1.0
dw1108p5520,NGC3556,167.2484,55.3412,80.9,19.08,0.11,18.49,0.11,-10.82,-11.17,0.12,6.61,0.14,24.65,0.16,431.0,39.8,True,False,0.75,gr,DECALS,nan,9.55,9.3089142860881,25.9299698390283,167.879029,55.674122,9.55,nan,1.0
dw1109p5447,NGC3556,167.305,54.7856,157.5,19.45,0.12,19.22,0.12,-10.45,-10.59,0.13,5.82,0.14,24.34,0.17,304.4,31.2,False,False,0.5,gr,DECALS,nan,9.55,6.57455570684323,25.5448067294562,167.879029,55.674122,9.55,nan,1.0
dw1110p5429,NGC3556,167.6471,54.4973,197.1,20.48,0.16,20.06,0.16,-9.42,-9.67,0.16,5.74,0.18,24.86,0.23,234.1,33.6,False,False,0.55,gr,DECALS,nan,9.55,5.05618755317001,26.0045905577471,167.879029,55.674122,9.55,nan,1.0
dw1111p5631,NGC3556,167.9472,56.532,143.4,18.78,0.11,18.26,0.11,-11.12,-11.42,0.11,6.61,0.14,24.28,0.15,664.8,56.7,True,False,0.65,gr,DECALS,nan,9.55,14.3586223006881,26.5710385400716,167.879029,55.674122,9.55,nan,1.0
dw1111p5547,NGC3556,167.9859,55.7993,23.5,19.97,0.14,19.39,0.13,-9.93,-10.27,0.14,6.23,0.15,24.24,0.2,233.6,28.2,True,False,0.3,gr,DECALS,nan,9.55,5.04538834866093,25.4899476814676,167.879029,55.674122,9.55,nan,1.0
dw1113p5529,NGC3556,168.2805,55.4926,48.6,20.6,0.16,20.41,0.18,-9.3,-9.41,0.17,5.31,0.18,25.48,0.24,328.9,49.3,False,False,0.65,gr,DECALS,nan,9.55,7.10371672752336,26.8629028562536,167.879029,55.674122,9.55,nan,1.0
dw1113p5541,NGC3556,168.293,55.6886,39.4,20.13,0.14,19.63,0.14,-9.77,-10.06,0.15,6.02,0.16,25.23,0.21,428.3,54.4,True,False,0.65,gr,DECALS,nan,9.55,9.25059858182214,26.9663238602259,167.879029,55.674122,9.55,nan,1.0
dw1113p5644,NGC3556,168.3996,56.7355,183.7,20.21,0.15,19.94,0.15,-9.69,-9.85,0.15,5.58,0.17,24.57,0.21,227.6,29.8,False,False,0.3,gr,DECALS,nan,9.55,4.91579789454984,25.6734447779029,167.879029,55.674122,9.55,nan,1.0
dw1116p5551,NGC3556,169.0317,55.8617,112.9,21.16,0.19,20.66,0.19,-8.74,-9.03,0.2,5.6,0.22,25.51,0.3,284.7,52.3,True,False,0.5,gr,DECALS,nan,9.55,6.14906704933528,27.1095208247904,167.879029,55.674122,9.55,nan,1.0
dw1116p5537,NGC3556,169.1718,55.6168,122.3,18.97,0.11,18.38,0.11,-10.93,-11.28,0.12,6.65,0.14,22.23,0.15,229.6,20.5,True,False,0.05,gr,DECALS,nan,9.55,4.9589947125873,24.4524429079102,167.879029,55.674122,9.55,nan,1.0
dw1122p5515,NGC3556,170.7418,55.262,279.4,19.84,0.13,19.28,0.13,-10.06,-10.39,0.14,6.25,0.15,24.47,0.19,283.2,32.7,True,False,0.45,gr,DECALS,nan,9.55,6.11666943581726,25.778049734151,167.879029,55.674122,9.55,nan,1.0
dw1123p5602,NGC3556,170.832,56.0487,283.7,19.68,0.13,19.34,0.13,-10.22,-10.42,0.13,5.93,0.15,24.01,0.18,236.9,26.1,False,False,0.35,gr,DECALS,nan,9.55,5.11666309842034,25.2304087928673,167.879029,55.674122,9.55,nan,1.0
NGC3593,NGC3627,168.6539,12.8178,253.6,11.17,0.08,10.26,0.09,-18.93,-19.47,0.09,10.43,0.13,16.07,0.11,2864.4,135.0,False,True,1.0,gr,DECALS,nan,10.5,56.2690377483637,21.926822123673,170.062608,12.991289,10.5,nan,0.0
dw1114p1238,NGC3627,168.6877,12.6477,253.6,17.18,0.09,16.83,0.1,-12.93,-13.13,0.1,7.01,0.13,21.78,0.12,367.0,22.6,False,True,1.0,gr,DECALS,nan,10.5,7.20944608208171,23.4749841726441,170.062608,12.991289,10.5,nan,0.0
dw1117p1305,NGC3627,169.2544,13.0993,145.6,15.55,0.09,15.07,0.09,-14.56,-14.84,0.09,7.91,0.13,21.77,0.11,724.6,37.8,False,True,1.0,gr,DECALS,nan,10.5,14.2342360351798,23.3221454973135,170.062608,12.991289,10.5,nan,0.0
dw1118p1233,NGC3627,169.6759,12.5614,104.8,17.07,0.09,16.48,0.09,-13.04,-13.38,0.09,7.48,0.13,22.5,0.12,521.0,31.8,True,True,1.0,gr,DECALS,nan,10.5,10.2346632349089,24.1258424669835,170.062608,12.991289,10.5,nan,0.0
dw1118p1348,NGC3627,169.7234,13.8054,160.9,18.86,0.11,18.39,0.11,-11.24,-11.52,0.11,6.57,0.14,25.58,0.15,654.2,56.9,True,True,1.0,gr,DECALS,nan,10.5,12.8512796259281,26.410206548403,170.062608,12.991289,10.5,nan,0.0
NGC3623,NGC3627,169.733,13.0924,61.6,nan,nan,nan,nan,nan,-20.9,nan,10.69,nan,nan,nan,nan,nan,False,True,1.0,nan,nan,nan,10.5,nan,nan,170.062608,12.991289,10.5,nan,0.0
dw1119p1419,NGC3627,169.8029,14.3272,249.1,16.39,0.09,15.9,0.09,-13.72,-14.0,0.09,7.59,0.13,23.79,0.11,1257.1,69.9,False,True,1.0,gr,DECALS,nan,10.5,24.6948082566028,25.358502973842,170.062608,12.991289,10.5,nan,0.0
dw1119p1157,NGC3627,169.8098,11.9524,195.7,16.22,0.09,15.95,0.09,-13.89,-14.04,0.09,7.26,0.13,22.58,0.11,937.5,51.6,False,True,1.0,gr,DECALS,nan,10.5,18.4165005088381,24.5515102284964,170.062608,12.991289,10.5,nan,0.0
dw1119p1417,NGC3627,169.8161,14.2901,242.0,17.12,0.09,16.66,0.09,-12.98,-13.26,0.09,7.26,0.13,21.26,0.12,365.4,22.4,False,True,1.0,gr,DECALS,nan,10.5,7.17801525450133,23.405496566474,170.062608,12.991289,10.5,nan,0.0
dw1119p1404,NGC3627,169.8397,14.0755,202.6,16.5,0.09,15.91,0.09,-13.61,-13.95,0.09,7.72,0.13,23.21,0.11,953.1,53.5,True,True,1.0,gr,DECALS,nan,10.5,18.7229510756356,24.8673461940381,170.062608,12.991289,10.5,nan,0.0
dw1120p1332,NGC3627,170.0666,13.5488,102.1,17.91,0.1,17.4,0.1,-12.19,-12.49,0.1,7.02,0.13,23.78,0.13,667.0,46.7,True,True,1.0,gr,DECALS,nan,10.5,13.1027262458817,25.5022830189299,170.062608,12.991289,10.5,nan,0.0
NGC3628,NGC3627,170.0707,13.5897,109.6,nan,nan,nan,nan,nan,-20.7,nan,10.64,nan,nan,nan,nan,nan,False,True,1.0,nan,nan,nan,10.5,nan,nan,170.062608,12.991289,10.5,nan,0.0
dw1120p1337,NGC3627,170.2549,13.6072,117.9,14.46,0.09,13.74,0.09,-15.64,-16.06,0.09,8.77,0.13,24.69,0.11,13337.2,658.8,True,True,1.0,gr,DECALS,yes,10.5,261.999380415767,28.5569760031751,170.062608,12.991289,10.5,nan,0.0
dw1121p1326,NGC3627,170.4037,13.4471,103.3,19.43,0.12,18.8,0.11,-10.67,-11.05,0.13,6.63,0.14,24.94,0.17,502.2,51.2,True,True,1.0,gr,DECALS,nan,10.5,9.86535101126712,26.4060373924967,170.062608,12.991289,10.5,nan,0.0
dw1122p1258,NGC3627,170.6002,12.9795,96.1,16.53,0.09,16.03,0.09,-13.57,-13.87,0.09,7.56,0.13,21.55,0.11,421.1,27.3,True,True,1.0,gr,DECALS,nan,10.5,8.27220093943667,23.1235800582051,170.062608,12.991289,10.5,nan,0.0
IC2782,NGC3627,170.7307,13.4413,145.0,14.63,0.09,14.04,0.09,-15.48,-15.82,0.09,8.47,0.13,21.21,0.11,915.7,45.4,True,True,1.0,gr,DECALS,nan,10.5,17.9882554858697,22.9104199176968,170.062608,12.991289,10.5,nan,0.0
dw1123p1342,NGC3627,170.806,13.7141,187.4,17.55,0.09,17.49,0.1,-12.55,-12.6,0.1,6.36,0.13,25.91,0.12,1557.2,102.0,False,True,1.0,gr,DECALS,nan,10.5,30.5900527555385,26.9833758115786,170.062608,12.991289,10.5,nan,0.0
IC2787,NGC3627,170.8296,13.6298,180.0,14.95,0.09,14.45,0.09,-15.16,-15.45,0.09,8.18,0.13,20.14,0.11,1004.2,50.6,False,True,1.0,gr,DECALS,nan,10.5,19.7267731239825,23.430754930839,170.062608,12.991289,10.5,nan,0.0
IC2791,NGC3627,170.9066,12.896,151.8,16.72,0.09,16.34,0.09,-13.38,-13.61,0.09,7.27,0.13,21.16,0.12,538.9,31.3,False,True,1.0,gr,DECALS,nan,10.5,10.5862956179962,23.8491947683414,170.062608,12.991289,10.5,nan,0.0
dw1124p1240,NGC3627,171.1445,12.6743,201.9,18.23,0.1,17.77,0.1,-11.88,-12.14,0.1,6.79,0.13,25.93,0.13,957.7,71.6,False,True,1.0,gr,DECALS,nan,10.5,18.8133147042909,26.6078012833463,170.062608,12.991289,10.5,nan,0.0
dw1114p1307,NGC3627,168.7127,13.1316,242.3,19.72,0.13,19.28,0.13,-10.39,-10.65,0.13,6.17,0.15,26.37,0.18,658.9,73.4,True,False,0.65,gr,DECALS,nan,10.5,12.9436076816968,27.2857513871553,170.062608,12.991289,10.5,nan,0.0
dw1116p1356,NGC3627,169.0325,13.9412,253.0,20.06,0.14,19.52,0.13,-10.04,-10.36,0.15,6.2,0.16,24.87,0.2,409.2,50.9,True,False,0.55,gr,DECALS,nan,10.5,8.03843415938875,26.5913319763692,170.062608,12.991289,10.5,nan,0.0
dw1116p1324,NGC3627,169.0973,13.4101,188.5,19.89,0.13,19.1,0.12,-10.22,-10.68,0.14,6.71,0.15,26.69,0.19,2175.7,255.6,True,False,0.55,gr,DECALS,yes,10.5,42.7400316694322,30.0496488798899,170.062608,12.991289,10.5,nan,0.0
dw1117p1250,NGC3627,169.4349,12.8369,115.6,20.24,0.15,19.79,0.14,-9.87,-10.13,0.15,5.97,0.17,25.6,0.22,708.3,93.5,True,False,0.75,gr,DECALS,nan,10.5,13.9140344803062,27.9627400579661,170.062608,12.991289,10.5,nan,0.0
dw1118p1330,NGC3627,169.5661,13.5139,130.4,20.21,0.15,19.65,0.14,-9.89,-10.22,0.15,6.18,0.16,25.84,0.21,392.1,51.3,True,False,0.65,gr,DECALS,nan,10.5,7.70251718970407,26.6486380627596,170.062608,12.991289,10.5,nan,0.0
dw1119p1210,NGC3627,169.8996,12.177,152.1,21.17,0.2,20.59,0.19,-8.93,-9.27,0.2,5.83,0.22,24.88,0.3,243.9,45.0,True,False,0.35,gr,DECALS,nan,10.5,4.79123678424939,26.577712853446,170.062608,12.991289,10.5,nan,0.0
dw1120p1223,NGC3627,170.2214,12.3918,113.5,19.92,0.14,19.44,0.13,-10.18,-10.46,0.14,6.15,0.15,24.55,0.19,335.4,39.9,True,False,0.45,gr,DECALS,nan,10.5,6.58868723730919,26.0194691428797,170.062608,12.991289,10.5,nan,0.0
dw1121p1129,NGC3627,170.2651,11.487,278.2,20.76,0.17,20.24,0.17,-9.34,-9.65,0.18,5.89,0.19,24.53,0.26,348.7,55.3,True,False,0.3,gr,DECALS,nan,10.5,6.84995599161155,26.9439135883495,170.062608,12.991289,10.5,nan,0.0
dw1121p1411,NGC3627,170.372,14.1967,227.7,19.64,0.13,19.02,0.12,-10.47,-10.83,0.13,6.5,0.15,26.06,0.18,682.5,74.1,True,False,0.8,gr,DECALS,nan,10.5,13.4072123871794,27.2821671277738,170.062608,12.991289,10.5,nan,0.0
dw1123p1346,NGC3627,170.9852,13.7781,218.8,19.69,0.13,19.11,0.12,-10.41,-10.75,0.13,6.43,0.15,24.87,0.18,413.5,45.7,True,False,0.7,gr,DECALS,nan,10.5,8.12290450848411,26.2440314205882,170.062608,12.991289,10.5,nan,0.0
dw1125p1316,NGC3627,171.4794,13.269,258.0,16.88,0.09,16.31,0.09,-13.23,-13.56,0.09,7.52,0.13,20.14,0.12,311.2,18.4,True,False,0.5,gr,DECALS,nan,10.5,6.1132959700287,22.8168517932204,170.062608,12.991289,10.5,nan,0.0
dw1126p1246,NGC3627,171.5894,12.7713,275.8,20.61,0.16,20.12,0.16,-9.49,-9.78,0.17,5.89,0.18,25.12,0.25,300.6,45.2,True,False,0.7,gr,DECALS,nan,10.5,5.90506673723219,26.4715987329291,170.062608,12.991289,10.5,nan,0.0
NGC4248,NGC4258,184.4591,47.4092,27.3,12.68,0.02,12.2,0.02,-16.6,-16.89,0.02,8.73,0.1,20.22,0.04,1877.2,17.1,False,True,1.0,gr,CFHT,nan,7.2,53.7778174324441,23.3384905439609,184.740083,47.303719,7.2,nan,1.0
LVJ1218+4655,NGC4258,184.5465,46.9172,51.3,16.49,0.02,16.29,0.03,-12.8,-12.92,0.02,6.71,0.1,21.85,0.05,562.2,20.4,False,True,1.0,gr,CFHT,nan,7.2,16.105843588395,24.5303920674052,184.740083,47.303719,7.2,nan,1.0
dw1219p4743,NGC4258,184.7757,47.7302,53.7,18.16,0.16,17.78,0.17,-11.13,-11.35,0.16,6.36,0.13,24.43,0.1,484.4,44.2,True,True,1.0,gr,CFHT,nan,7.2,13.8770377771313,25.8769585345401,184.740083,47.303719,7.2,nan,1.0
UGC7356,NGC4258,184.7875,47.0899,27.2,15.28,0.09,14.77,0.1,-14.01,-14.31,0.1,7.73,0.12,23.08,0.16,887.9,60.2,True,True,1.0,gr,CFHT,nan,7.2,25.4364611858897,24.3127581343954,184.740083,47.303719,7.2,nan,1.0
dw1220p4729,NGC4258,185.1256,47.4906,40.4,20.41,0.35,20.15,0.27,-8.87,-9.03,0.35,5.25,0.17,26.9,0.25,429.9,68.2,True,True,1.0,gr,CFHT,nan,7.2,12.3157277917015,27.8677750884658,184.740083,47.303719,7.2,nan,1.0
dw1220p4649,NGC4258,185.2286,46.8302,72.8,18.9,0.13,18.43,0.1,-10.39,-10.66,0.14,6.23,0.14,25.21,0.08,422.2,23.6,True,True,1.0,gr,CFHT,nan,7.2,12.0951390413486,26.3185290078306,184.740083,47.303719,7.2,nan,1.0
dw1223p4739,NGC4258,185.9424,47.6589,111.5,18.12,0.09,17.69,0.08,-11.16,-11.42,0.09,6.46,0.13,24.88,0.07,555.8,80.9,True,True,1.0,gr,CFHT,nan,7.2,15.9224970950583,26.1355305733548,184.740083,47.303719,7.2,nan,1.0
dw1223p4644,NGC4258,185.9542,46.7495,125.2,20.55,0.16,20.09,0.16,-8.74,-9.01,0.17,5.54,0.18,24.46,0.24,118.6,17.4,True,False,0.15,gr,DECALS,nan,7.2,3.39763972481848,25.2113613104061,184.740083,47.303719,7.2,nan,1.0
dw1227p0136,NGC4517,186.9438,1.5998,282.2,15.72,0.09,15.63,0.09,-13.88,-13.94,0.09,6.96,0.13,23.52,0.11,1578.4,83.3,False,True,1.0,gr,DECALS,nan,8.34,39.0369743757004,25.6828554297236,188.189942,0.115039,8.34,NGC4437,1.0
dw1231p0140,NGC4517,187.766,1.6758,235.5,15.53,0.09,15.18,0.09,-14.07,-14.28,0.09,7.48,0.13,21.88,0.11,496.4,25.8,False,True,1.0,gr,DECALS,nan,8.34,12.2769603957011,22.9809289559981,188.189942,0.115039,8.34,NGC4437,1.0
dw1232p0015,NGC4517,188.1505,0.2625,22.2,17.51,0.09,16.93,0.1,-12.09,-12.43,0.1,7.09,0.13,22.15,0.12,278.5,18.1,True,True,1.0,gr,DECALS,nan,8.34,6.887859534588,23.7058960911705,188.189942,0.115039,8.34,NGC4437,1.0
dw1236m0025,NGC4517,189.1755,-0.4305,164.0,18.68,0.11,18.46,0.11,-10.93,-11.06,0.11,5.98,0.13,23.77,0.14,400.9,33.3,False,True,1.0,gr,DECALS,nan,8.34,9.91505524709469,25.666950374009,188.189942,0.115039,8.34,NGC4437,1.0
dw1238p0028,NGC4517,189.5586,0.4771,206.1,19.7,0.13,19.18,0.12,-9.91,-10.21,0.13,6.11,0.15,26.12,0.18,457.7,50.6,True,True,1.0,gr,DECALS,nan,8.34,11.3198323410691,26.9746746543854,188.189942,0.115039,8.34,NGC4437,1.0
dw1238m0035,NGC4517,189.7051,-0.5978,243.8,19.2,0.12,18.74,0.11,-10.4,-10.67,0.12,6.21,0.14,23.71,0.16,244.0,23.3,True,True,1.0,gr,DECALS,nan,8.34,6.03460584051942,25.108719225503,188.189942,0.115039,8.34,NGC4437,1.0
dw1238m0105,NGC4517,189.7086,-1.0868,282.0,20.42,0.15,19.99,0.15,-9.18,-9.44,0.16,5.68,0.18,24.3,0.23,203.3,28.6,True,True,1.0,gr,DECALS,nan,8.34,5.02801380116653,25.932456987189,188.189942,0.115039,8.34,NGC4437,1.0
dw1239m0039,NGC4517,189.7608,-0.6644,255.3,16.88,0.09,16.57,0.09,-12.72,-12.91,0.09,6.88,0.13,24.23,0.12,832.2,49.3,False,True,1.0,gr,DECALS,nan,8.34,20.5819629723168,25.4529086445065,188.189942,0.115039,8.34,NGC4437,1.0
NGC4592,NGC4517,189.8273,-0.5318,256.3,12.04,0.08,11.66,0.09,-17.56,-17.79,0.09,8.94,0.13,20.05,0.11,2030.4,96.2,False,True,1.0,gr,DECALS,nan,8.34,50.2158338525281,22.5496780752814,188.189942,0.115039,8.34,NGC4437,1.0
dw1234p2531,NGC4565,188.6007,25.5221,132.7,16.72,0.03,16.18,0.02,-13.66,-13.97,0.03,7.64,0.12,23.33,0.03,1074.2,28.2,True,True,1.0,gr,CFHT,nan,11.9,18.6192986780515,25.0752912749543,189.086683,25.987392,11.9,nan,0.0
NGC4562,NGC4565,188.8948,25.8503,45.8,13.51,0.01,13.05,0.01,-16.86,-17.13,0.01,8.79,0.1,21.05,0.0,2004.3,8.0,False,True,1.0,gr,CFHT,nan,11.9,34.7408863236776,23.2196791524882,189.086683,25.987392,11.9,nan,0.0
