ID,RAdeg,DEdeg,gmag,gMag,mu,PRh,ARh,z,Nuc,Class,Env,PGC
033928-353422,54.8707,-35.573,21.03,-10.23,26.31,0.38,4.55,9.9999,0,ND,1,PGC13418
033931-231306,54.8826,-23.2184,20.14,-11.74,25.91,0.63,5.69,9.9999,0,ND,2,PGC13419
033931-225714,54.8831,-22.9541,20.96,-10.91,26.2,0.49,4.46,9.9999,0,ND,2,PGC13419
033932-192517,54.8843,-19.4216,19.77,-12.39,25.12,0.55,4.68,9.9999,0,ND,2,PGC13505
033932-192517,54.8844,-19.4215,19.34,-12.83,25.47,0.79,6.71,9.9999,0,ND,2,PGC13505
033932-360558,54.8844,-36.0997,20.94,-10.31,25.86,0.32,3.86,9.9999,0,ND,1,PGC13418
033932-314732,54.8867,-31.7924,16.88,-14.37,24.42,1.08,12.8,9.9999,0,ND,1,PGC13418
033932-180715,54.8872,-18.121,19.56,-12.61,24.93,0.56,4.74,9.9999,1,ND,2,PGC13505
033933-191558,54.8912,-19.2663,17.32,-14.84,23.02,0.65,5.5,9.9999,1,ND,2,PGC13505
033933-253635,54.8912,-25.6098,20.15,-11.21,24.69,0.28,3.24,9.9999,0,ND,2,PGC13434
033935-183422,54.8999,-18.5728,20.13,-12.04,27.49,1.39,11.83,9.9999,1,ND,2,PGC13505
033936-225246,54.9005,-22.8797,17.13,-14.74,24.65,1.4,12.69,9.9999,1,ND,2,PGC13419
033938-363313,54.9084,-36.5537,21.12,-10.13,26.49,0.4,4.74,9.9999,0,ND,1,PGC13418
033938-365128,54.9113,-36.8579,18.97,-12.28,23.14,0.23,2.72,9.9999,2,ND,1,PGC13418
033941-170056,54.9222,-17.0157,18.83,-13.19,24.99,0.75,6.81,9.9999,1,ND,3,PGC13512
033941-353154,54.9235,-35.5318,20.55,-10.7,25.39,0.31,3.71,9.9999,0,ND,1,PGC13418
033941-175505,54.9237,-17.9183,18.0,-14.17,23.55,0.6,5.14,9.9999,1,ND,2,PGC13505
033942-184003,54.9256,-18.6677,17.78,-14.38,24.91,1.25,10.61,9.9999,1,ND,2,PGC13505
033942-183920,54.9261,-18.6557,20.95,-11.21,24.97,0.29,2.53,9.9999,1,ND,2,PGC13505
033942-234417,54.9282,-23.7382,17.87,-14.01,23.79,0.67,6.11,9.9999,1,ND,2,PGC13419
033942-193829,54.9286,-19.6416,20.57,-11.6,25.33,0.42,3.58,9.9999,1,ND,2,PGC13505
033945-183016,54.9391,-18.5046,18.0,-14.16,24.55,0.96,8.14,9.9999,1,ND,2,PGC13505
033947-154752,54.9479,-15.7978,18.18,-13.84,23.88,0.6,5.5,9.9999,1,BC,3,PGC13512
033948-185319,54.9532,-18.8888,19.08,-13.08,24.71,0.63,5.33,9.9999,1,ND,2,PGC13505
033949-225825,54.9548,-22.9739,18.34,-13.54,24.02,0.6,5.47,9.9999,1,ND,2,PGC13419
033950-353122,54.9587,-35.5229,19.7,-11.55,24.88,0.36,4.33,9.9999,1,ND,1,PGC13418
033950-350122,54.9593,-35.023,18.7,-12.55,26.31,1.12,13.26,9.9999,0,ND,1,PGC13418
033951-183225,54.9626,-18.5403,19.28,-12.89,25.91,0.99,8.45,9.9999,0,ND,2,PGC13505
033951-182758,54.9639,-18.4663,19.02,-13.15,24.66,0.63,5.36,9.9999,1,ND,2,PGC13505
033951-351919,54.9642,-35.3221,19.06,-12.19,25.35,0.61,7.22,9.9999,0,ND,1,PGC13418
033952-184649,54.9695,-18.7804,19.71,-12.45,24.02,0.34,2.9,9.9999,1,ND,2,PGC13505
033953-183715,54.9724,-18.621,18.99,-13.18,24.14,0.5,4.28,9.9999,1,ND,2,PGC13505
033953-213133,54.9725,-21.5261,19.43,-12.7,24.08,0.42,3.4,9.9999,0,ND,3,PGC13738
033954-184933,54.9768,-18.8259,18.53,-13.64,24.37,0.69,5.89,9.9999,0,ND,2,PGC13505
033954-344145,54.9774,-34.6959,19.94,-11.31,24.8,0.31,3.74,9.9999,0,ND,1,PGC13418
033955-330311,54.9792,-33.0532,16.72,-14.54,22.09,0.4,4.74,0.0019,1,ND,1,PGC13418
033955-225832,54.9796,-22.9757,19.97,-11.91,25.45,0.55,5.0,9.9999,1,ND,2,PGC13419
033955-182120,54.9799,-18.3558,20.32,-11.85,24.57,0.33,2.82,9.9999,2,ND,2,PGC13505
033955-353943,54.9809,-35.6622,18.76,-12.49,25.1,0.62,7.41,9.9999,0,ND,1,PGC13418
033956-203308,54.9837,-20.5523,19.81,-12.03,25.13,0.49,4.62,9.9999,1,ND,3,PGC13196
033956-263238,54.9867,-26.5439,19.85,-11.51,24.37,0.28,3.19,9.9999,0,ND,2,PGC13434
033957-183842,54.9885,-18.6451,21.95,-10.22,24.97,0.18,1.6,9.9999,0,ND,2,PGC13505
033957-223138,54.9912,-22.5274,17.95,-13.93,24.05,0.73,6.63,9.9999,1,ND,2,PGC13419
033958-183735,54.992,-18.6264,21.21,-10.95,25.69,0.37,3.13,9.9999,1,ND,2,PGC13505
033959-182919,54.9982,-18.4888,18.81,-13.36,25.34,0.95,8.08,9.9999,1,ND,2,PGC13505
034000-182342,55.0003,-18.3952,20.93,-11.23,25.05,0.31,2.66,9.9999,2,ND,2,PGC13505
034000-344323,55.0026,-34.7232,20.19,-11.06,26.07,0.5,5.98,9.9999,1,ND,1,PGC13418
034000-183938,55.0036,-18.6607,18.43,-13.74,24.23,0.68,5.77,9.9999,1,ND,2,PGC13505
034001-435627,55.0053,-43.9409,21.17,-9.69,25.96,0.25,3.62,9.9999,0,ND,3,PGC13429
034001-344529,55.0056,-34.7582,17.24,-14.02,23.09,0.5,5.93,9.9999,1,ND,1,PGC13418
034002-182235,55.011,-18.3767,19.49,-12.68,26.11,0.99,8.44,9.9999,1,ND,2,PGC13505
034002-352754,55.0117,-35.4652,20.41,-10.84,26.96,0.68,8.13,9.9999,0,ND,1,PGC13418
034004-341004,55.0198,-34.1679,18.57,-12.68,25.1,0.68,8.06,9.9999,1,ND,1,PGC13418
034005-343906,55.0211,-34.6519,20.1,-11.15,25.78,0.46,5.47,9.9999,0,ND,1,PGC13418
034006-361402,55.0257,-36.234,18.86,-12.39,25.57,0.74,8.76,9.9999,0,ND,1,PGC13418
034007-363336,55.0294,-36.5602,18.75,-12.5,25.26,0.67,7.98,9.9999,1,ND,1,PGC13418
034007-175849,55.0309,-17.9804,19.36,-12.81,25.55,0.81,6.9,9.9999,0,ND,2,PGC13505
034007-321909,55.031,-32.3194,17.23,-14.02,23.64,0.64,7.63,9.9999,1,ND,1,PGC13418
034009-355010,55.0407,-35.8364,19.13,-12.12,24.38,0.37,4.48,9.9999,1,ND,1,PGC13418
034010-342648,55.0417,-34.4469,17.26,-14.0,24.38,0.89,10.59,9.9999,1,ND,1,PGC13418
034011-233633,55.0465,-23.6093,18.0,-13.88,23.89,0.66,6.01,9.9999,0,ND,2,PGC13419
034012-351719,55.0523,-35.2887,20.8,-10.45,27.46,0.72,8.56,9.9999,0,ND,1,PGC13418
034013-210009,55.0559,-21.0025,19.8,-12.33,25.4,0.65,5.27,9.9999,0,ND,3,PGC13738
034015-231954,55.0635,-23.3317,16.59,-15.28,22.76,0.75,6.82,9.9999,1,ND,2,PGC13419
034015-353946,55.0655,-35.6629,20.77,-10.49,25.57,0.3,3.64,9.9999,0,ND,1,PGC13418
034016-155141,55.0687,-15.8616,21.0,-11.02,25.06,0.28,2.59,9.9999,0,ND,3,PGC13512
034016-232019,55.0693,-23.3387,22.4,-9.47,27.77,0.52,4.72,9.9999,0,ND,2,PGC13419
034017-363204,55.0716,-36.5346,18.59,-12.66,25.17,0.69,8.24,9.9999,1,ND,1,PGC13418
034018-315005,55.0757,-31.8348,19.72,-11.53,26.53,0.77,9.17,9.9999,0,ND,1,PGC13418
034018-372958,55.0772,-37.4995,18.46,-12.79,24.24,0.48,5.7,9.9999,0,ND,1,PGC13418
034018-350817,55.0775,-35.1382,20.31,-10.94,27.08,0.76,9.03,9.9999,0,ND,1,PGC13418
034018-332517,55.0787,-33.4216,17.78,-13.48,24.13,0.63,7.44,9.9999,0,ND,1,PGC13418
034019-361850,55.0804,-36.314,20.35,-10.9,26.42,0.55,6.54,9.9999,0,ND,1,PGC13418
034020-373839,55.0858,-37.6443,17.7,-13.55,24.87,0.91,10.82,9.9999,1,ND,1,PGC13418
034023-351636,55.0981,-35.2768,16.68,-14.58,24.2,1.08,12.74,9.9999,1,ND,1,PGC13418
034024-254934,55.1007,-25.8262,18.6,-12.77,25.22,0.75,8.44,9.9999,0,ND,2,PGC13434
034025-183758,55.1064,-18.6328,21.23,-10.93,26.07,0.43,3.69,9.9999,1,ND,2,PGC13505
034026-350012,55.1098,-35.0034,20.68,-10.57,25.56,0.32,3.78,9.9999,0,ND,1,PGC13418
034026-352511,55.1114,-35.4199,20.82,-10.44,25.58,0.3,3.57,9.9999,0,ND,1,PGC13418
034026-215024,55.1119,-21.84,18.08,-14.05,24.91,1.14,9.28,9.9999,0,ND,3,PGC13738
034027-362956,55.1126,-36.4989,16.28,-14.97,23.41,0.9,10.62,0.004,1,ND,1,PGC13418
034027-314108,55.1145,-31.6856,16.26,-14.99,23.74,1.06,12.51,9.9999,0,ND,1,PGC13418
034028-181930,55.1168,-18.325,19.39,-12.77,25.6,0.82,6.97,9.9999,1,ND,2,PGC13505
034028-183921,55.1174,-18.656,18.04,-14.13,24.8,1.06,8.97,9.9999,1,ND,2,PGC13505
034028-185816,55.1198,-18.9712,18.5,-13.66,25.67,1.27,10.82,9.9999,1,ND,2,PGC13505
034028-224200,55.1202,-22.7001,20.32,-11.55,24.73,0.33,3.04,9.9999,0,ND,2,PGC13419
034030-332042,55.1263,-33.3453,20.23,-11.02,25.07,0.31,3.71,9.9999,0,ND,1,PGC13418
034030-215221,55.127,-21.8727,18.15,-13.98,24.38,0.87,7.05,9.9999,1,ND,3,PGC13738
034030-355240,55.1277,-35.8779,18.02,-13.24,23.68,0.46,5.43,9.9999,1,ND,1,PGC13418
034030-174558,55.1279,-17.7662,18.81,-13.36,25.46,1.01,8.56,9.9999,1,ND,2,PGC13505
034031-181504,55.1315,-18.2512,20.64,-11.53,25.73,0.49,4.16,9.9999,0,ND,2,PGC13505
034033-355317,55.14,-35.8882,21.02,-10.23,25.63,0.28,3.33,9.9999,0,ND,1,PGC13418
034033-183903,55.1406,-18.6509,17.0,-15.17,23.42,0.9,7.67,9.9999,1,ND,2,PGC13505
034033-350122,55.1409,-35.0229,15.81,-15.44,23.11,0.97,11.5,0.0068,1,ND,1,PGC13418
034033-223257,55.1414,-22.5492,20.04,-11.84,24.62,0.36,3.29,9.9999,0,ND,2,PGC13419
034034-190714,55.1429,-19.1206,19.66,-12.5,25.75,0.77,6.57,9.9999,0,ND,2,PGC13505
034036-352121,55.154,-35.3558,20.89,-10.36,26.94,0.54,6.48,9.9999,0,ND,1,PGC13418
034037-185649,55.1563,-18.9471,20.63,-11.53,24.95,0.34,2.92,9.9999,1,ND,2,PGC13505
034037-360717,55.157,-36.1214,18.78,-12.47,25.41,0.71,8.45,9.9999,1,ND,1,PGC13418
034037-183245,55.1571,-18.5461,20.03,-12.14,25.23,0.51,4.37,9.9999,1,ND,2,PGC13505
034037-181611,55.1578,-18.27,22.0,-10.17,25.79,0.27,2.29,9.9999,0,ND,2,PGC13505
034040-345656,55.1689,-34.949,19.25,-12.0,25.45,0.58,6.93,9.9999,0,ND,1,PGC13418
034041-223903,55.173,-22.6511,15.0,-16.87,22.04,1.13,10.19,0.0051,1,ND,2,PGC13419
034041-182611,55.1739,-18.4366,20.11,-12.06,27.24,1.26,10.66,9.9999,0,ND,2,PGC13505
034042-373038,55.1754,-37.5108,13.13,-18.12,19.02,0.51,6.02,0.0047,2,ND,1,PGC13418
034042-353939,55.1763,-35.6611,17.75,-13.51,23.96,0.59,6.97,9.9999,0,ND,1,PGC13418
034042-185637,55.1775,-18.9438,18.48,-13.68,23.07,0.38,3.29,9.9999,2,ND,2,PGC13505
034043-355138,55.1807,-35.8608,18.67,-12.59,23.54,0.31,3.77,9.9999,0,ND,1,PGC13418
034043-361110,55.1826,-36.1862,19.06,-12.19,26.24,0.92,10.88,9.9999,1,ND,1,PGC13418
034044-184440,55.1835,-18.7446,19.99,-12.18,25.02,0.47,4.05,9.9999,1,ND,2,PGC13505
034044-372430,55.1846,-37.4085,17.11,-14.14,23.54,0.65,7.73,9.9999,0,ND,1,PGC13418
034044-225228,55.1862,-22.8745,18.98,-12.9,24.82,0.65,5.87,9.9999,1,ND,2,PGC13419
034045-184813,55.1881,-18.8037,21.07,-11.1,24.91,0.27,2.34,9.9999,1,ND,2,PGC13505
034046-190630,55.1942,-19.1085,19.56,-12.61,23.72,0.32,2.71,9.9999,0,ND,2,PGC13505
034047-183710,55.1976,-18.6196,17.82,-14.34,22.99,0.51,4.31,9.9999,1,ND,2,PGC13505
034048-222534,55.2026,-22.4261,20.15,-11.73,25.89,0.62,5.6,9.9999,0,ND,2,PGC13419
034048-183030,55.2041,-18.5085,21.34,-10.83,27.32,0.74,6.27,9.9999,0,ND,2,PGC13505
034049-185050,55.207,-18.8473,17.43,-14.74,23.13,0.65,5.52,9.9999,1,ND,2,PGC13505
034049-221645,55.2073,-22.2794,19.37,-12.51,25.32,0.68,6.19,9.9999,0,ND,2,PGC13419
034049-350125,55.2076,-35.0238,19.1,-12.16,25.01,0.51,6.08,9.9999,0,ND,1,PGC13418
034049-180528,55.2083,-18.0913,18.35,-13.81,24.59,0.83,7.05,9.9999,1,ND,2,PGC13505
034050-354454,55.2101,-35.7484,15.78,-15.47,22.69,0.81,9.58,0.0043,1,ND,1,PGC13418
034051-182944,55.2152,-18.4957,20.33,-11.84,25.16,0.43,3.68,9.9999,0,ND,2,PGC13505
034052-230112,55.2177,-23.0202,16.2,-15.68,23.35,1.19,10.72,9.9999,1,ND,2,PGC13419
034052-350704,55.2206,-35.1179,19.59,-11.66,25.4,0.49,5.78,9.9999,0,ND,1,PGC13418
034054-373059,55.2275,-37.5166,20.1,-11.15,25.58,0.42,4.98,9.9999,1,ND,1,PGC13418
034054-173130,55.2283,-17.5252,18.27,-13.89,24.43,0.8,6.81,9.9999,0,ND,2,PGC13505
034055-375015,55.2304,-37.8377,16.31,-14.94,22.92,0.71,8.37,0.0051,1,ND,1,PGC13418
034055-253358,55.2319,-25.5662,16.79,-14.57,22.97,0.6,6.86,9.9999,2,BC,2,PGC13434
034055-184917,55.2327,-18.8215,19.63,-12.54,25.98,0.87,7.43,9.9999,0,ND,2,PGC13505
034055-235101,55.2328,-23.8504,19.51,-12.37,25.81,0.8,7.28,9.9999,0,ND,2,PGC13419
034055-321330,55.2332,-32.2252,18.91,-12.34,23.92,0.33,4.0,9.9999,1,ND,1,PGC13418
034056-183921,55.2356,-18.656,19.78,-12.39,26.06,0.85,7.2,9.9999,1,ND,2,PGC13505
034056-344247,55.2364,-34.7132,21.18,-10.08,25.2,0.21,2.54,9.9999,2,ND,1,PGC13418
034057-320907,55.2377,-32.152,17.86,-13.39,23.45,0.44,5.25,9.9999,1,ND,1,PGC13418
034057-375320,55.2416,-37.8889,19.6,-11.65,24.61,0.33,4.0,9.9999,0,ND,1,PGC13418
034058-224141,55.2445,-22.6948,20.44,-11.43,25.83,0.52,4.76,9.9999,0,ND,2,PGC13419
034100-354433,55.2533,-35.7426,17.62,-13.64,24.56,0.82,9.75,9.9999,1,ND,1,PGC13418
034101-334857,55.2559,-33.8161,18.25,-13.0,23.01,0.3,3.58,9.9999,2,BC,1,PGC13418
034103-180418,55.2638,-18.0717,20.29,-11.87,25.23,0.45,3.88,9.9999,0,ND,2,PGC13505
034103-334644,55.2651,-33.7791,13.46,-17.79,20.78,0.98,11.6,0.0039,2,ND,1,PGC13418
034103-345715,55.266,-34.9544,19.72,-11.53,24.91,0.36,4.36,9.9999,0,ND,1,PGC13418
034104-353851,55.2667,-35.6476,18.03,-13.22,23.69,0.45,5.41,9.9999,0,ND,1,PGC13418
034106-262956,55.2772,-26.499,16.77,-14.59,23.4,0.75,8.45,9.9999,1,ND,2,PGC13434
034106-354125,55.279,-35.6905,20.05,-11.21,25.26,0.37,4.39,9.9999,0,ND,1,PGC13418
034107-353052,55.28,-35.5145,18.29,-12.96,24.87,0.7,8.27,9.9999,1,ND,1,PGC13418
034110-173813,55.292,-17.637,17.23,-14.94,23.6,0.88,7.52,9.9999,1,ND,2,PGC13505
034112-350931,55.3035,-35.1587,17.01,-14.24,24.7,1.17,13.8,9.9999,1,ND,1,PGC13418
034114-183825,55.309,-18.6404,20.32,-11.84,24.94,0.39,3.34,9.9999,0,ND,2,PGC13505
034114-235350,55.312,-23.8972,17.48,-14.4,23.99,0.88,8.01,9.9999,0,ND,2,PGC13419
034116-161941,55.3179,-16.3283,18.34,-13.69,24.82,0.87,7.91,9.9999,0,ND,3,PGC13512
034117-344445,55.3236,-34.7459,22.03,-9.22,27.06,0.34,4.05,9.9999,0,ND,1,PGC13418
034118-180206,55.3277,-18.0352,16.56,-15.61,21.86,0.54,4.59,9.9999,1,ND,2,PGC13505
034119-231254,55.3302,-23.2151,18.39,-13.49,23.73,0.51,4.67,9.9999,1,ND,2,PGC13419
034119-252634,55.3312,-25.443,18.03,-13.33,22.57,0.28,3.22,9.9999,1,ND,2,PGC13434
034120-231539,55.3344,-23.261,19.04,-12.83,24.88,0.65,5.87,9.9999,0,ND,2,PGC13419
034120-205515,55.3356,-20.9209,18.77,-13.35,23.8,0.5,4.04,9.9999,0,ND,3,PGC13738
034121-334611,55.3389,-33.7698,15.74,-15.52,23.21,1.05,12.45,0.0045,1,BC,1,PGC13418
034121-355655,55.3394,-35.9487,17.89,-13.36,24.34,0.66,7.78,9.9999,0,ND,1,PGC13418
034125-341515,55.3582,-34.2544,20.74,-10.51,25.88,0.36,4.25,9.9999,0,ND,1,PGC13418
034127-222822,55.3629,-22.4729,15.9,-15.97,21.08,0.48,4.32,0.0071,1,BC,2,PGC13419
034128-182456,55.3671,-18.4158,18.91,-13.26,23.67,0.42,3.58,9.9999,1,ND,2,PGC13505
034131-185235,55.3796,-18.8764,21.15,-11.02,27.05,0.71,6.05,9.9999,0,ND,2,PGC13505
034131-365523,55.3801,-36.9231,19.26,-11.99,26.24,0.84,9.92,9.9999,0,ND,1,PGC13418
034131-353521,55.3824,-35.5894,16.62,-14.63,22.7,0.55,6.55,9.9999,1,ND,1,PGC13418
034132-231107,55.3859,-23.1855,19.94,-11.93,26.56,0.93,8.4,9.9999,0,ND,2,PGC13419
034132-220907,55.3871,-22.152,18.45,-13.67,24.01,0.63,5.16,9.9999,0,ND,3,PGC13738
034135-352624,55.3961,-35.4402,18.95,-12.3,23.92,0.33,3.93,9.9999,1,ND,1,PGC13418
034138-222710,55.4108,-22.4529,19.94,-12.19,24.52,0.4,3.29,9.9999,0,ND,3,PGC13738
034139-345001,55.4128,-34.8337,21.26,-9.99,26.66,0.4,4.79,9.9999,0,ND,1,PGC13418
034139-362146,55.4154,-36.3629,20.31,-10.94,25.34,0.34,4.05,9.9999,0,ND,1,PGC13418
034140-352106,55.4193,-35.3519,19.34,-11.91,24.57,0.37,4.44,9.9999,0,ND,1,PGC13418
034140-162949,55.4203,-16.4971,18.31,-13.71,24.7,0.83,7.55,9.9999,0,ND,3,PGC13512
034141-351013,55.4223,-35.1704,15.91,-15.34,21.66,0.47,5.62,0.0047,1,ND,1,PGC13418
034142-214658,55.4261,-21.7829,19.3,-12.83,24.4,0.51,4.17,9.9999,0,ND,3,PGC13738
034142-332904,55.4266,-33.4846,18.06,-13.19,25.45,1.01,11.97,9.9999,0,ND,1,PGC13418
034142-185910,55.4274,-18.9864,19.98,-12.19,25.58,0.62,5.26,9.9999,0,ND,2,PGC13505
034144-191135,55.4347,-19.1933,19.89,-12.28,24.36,0.37,3.13,9.9999,0,ND,2,PGC13505
034145-334729,55.4394,-33.7914,15.85,-15.41,23.04,0.92,10.94,0.0023,1,BC,1,PGC13418
034145-372859,55.4413,-37.4832,20.7,-10.55,25.43,0.29,3.52,9.9999,0,ND,1,PGC13418
034146-174421,55.4444,-17.7393,16.88,-15.29,23.64,1.06,8.98,9.9999,1,ND,2,PGC13505
034147-242021,55.4459,-24.3394,18.03,-13.84,23.51,0.55,4.98,9.9999,0,ND,2,PGC13419
034149-363749,55.4578,-36.6305,18.4,-12.85,24.0,0.44,5.26,9.9999,1,ND,1,PGC13418
034150-353206,55.4587,-35.5352,19.05,-12.2,24.01,0.33,3.93,9.9999,0,ND,1,PGC13418
034150-210258,55.4588,-21.0497,17.78,-14.35,24.24,0.96,7.82,9.9999,1,ND,3,PGC13738
034150-210258,55.4588,-21.0496,17.77,-14.36,24.25,0.97,7.9,9.9999,1,ND,3,PGC13738
034150-211122,55.459,-21.1895,16.72,-15.41,22.66,0.76,6.15,9.9999,1,ND,3,PGC13738
034150-211122,55.459,-21.1896,16.72,-15.41,22.66,0.76,6.16,9.9999,1,ND,3,PGC13738
034157-351732,55.4891,-35.2924,18.12,-13.14,25.57,1.05,12.38,9.9999,0,ND,1,PGC13418
034159-190032,55.4958,-19.0091,19.7,-12.47,23.86,0.32,2.71,9.9999,0,ND,2,PGC13505
034159-373801,55.4995,-37.6339,19.59,-11.66,25.31,0.47,5.55,9.9999,1,ND,1,PGC13418
034203-294803,55.5145,-29.8009,18.62,-12.63,23.85,0.37,4.42,9.9999,1,ND,1,PGC13418
034206-193556,55.5261,-19.599,20.04,-12.12,25.15,0.49,4.19,9.9999,0,ND,2,PGC13505
034206-345100,55.5261,-34.85,18.67,-12.58,24.68,0.54,6.37,9.9999,0,ND,1,PGC13418
034209-334144,55.5395,-33.6958,20.36,-10.9,26.14,0.48,5.73,9.9999,0,ND,1,PGC13418
034211-352636,55.5463,-35.4434,19.42,-11.83,25.97,0.69,8.14,9.9999,0,ND,1,PGC13418
034215-342720,55.5658,-34.4558,18.96,-12.29,24.28,0.39,4.62,9.9999,1,ND,1,PGC13418
034216-343153,55.5692,-34.5316,17.75,-13.5,22.66,0.32,3.82,9.9999,0,ND,1,PGC13418
034217-353226,55.572,-35.5407,16.41,-14.84,23.45,0.86,10.21,9.9999,1,ND,1,PGC13418
034218-212645,55.5778,-21.446,18.88,-13.24,24.46,0.64,5.21,9.9999,0,ND,3,PGC13738
034219-370424,55.5793,-37.0734,20.08,-11.17,26.64,0.69,8.16,9.9999,0,ND,1,PGC13418
034219-353340,55.5794,-35.5613,19.49,-11.76,25.4,0.51,6.06,9.9999,0,ND,1,PGC13418
034220-132518,55.5842,-13.4219,17.92,-14.61,21.75,0.32,2.33,9.9999,2,ND,3,PGC13620
034220-205524,55.5863,-20.9234,17.82,-14.31,23.17,0.58,4.7,9.9999,1,ND,3,PGC13738
034225-353541,55.605,-35.5948,19.83,-11.42,26.13,0.61,7.26,9.9999,1,ND,1,PGC13418
034225-214554,55.6055,-21.765,18.34,-13.79,23.08,0.43,3.54,9.9999,1,ND,3,PGC13738
034226-344744,55.6093,-34.7957,19.47,-11.79,26.16,0.73,8.7,9.9999,1,ND,1,PGC13418
034226-364113,55.6098,-36.6871,16.75,-14.51,24.06,0.98,11.59,9.9999,1,ND,1,PGC13418
034227-335214,55.6135,-33.8708,16.68,-14.58,22.13,0.41,4.92,0.0066,1,BC,1,PGC13418
034229-294356,55.6249,-29.7324,18.94,-12.31,25.79,0.79,9.32,9.9999,1,ND,1,PGC13418
034230-324020,55.6291,-32.6724,17.94,-13.31,22.71,0.3,3.59,9.9999,1,ND,1,PGC13418
034231-183228,55.6317,-18.5413,19.89,-12.27,25.38,0.58,4.99,9.9999,0,ND,2,PGC13505
034232-125723,55.6366,-12.9565,20.38,-12.23,24.53,0.38,2.7,9.9999,0,ND,3,PGC13646
034234-194457,55.6427,-19.7494,19.31,-12.86,24.38,0.48,4.13,9.9999,0,ND,2,PGC13505
034234-220543,55.6443,-22.0954,17.22,-14.9,22.43,0.54,4.4,9.9999,0,ND,3,PGC13738
034235-355904,55.6458,-35.9845,19.56,-11.69,25.2,0.45,5.35,9.9999,0,ND,1,PGC13418
034236-355721,55.6539,-35.9558,18.69,-12.56,24.72,0.54,6.42,9.9999,0,ND,1,PGC13418
034238-355204,55.6607,-35.868,18.04,-13.21,24.53,0.67,7.93,9.9999,0,ND,1,PGC13418
034239-381340,55.6641,-38.2279,18.43,-12.83,24.47,0.54,6.46,9.9999,0,ND,1,PGC13418
034240-344543,55.6702,-34.762,19.46,-11.79,25.84,0.63,7.52,9.9999,0,ND,1,PGC13418
034245-335513,55.6898,-33.9203,14.33,-16.92,21.51,0.92,10.86,0.0036,2,BC,1,PGC13418
034248-125653,55.7029,-12.9483,22.18,-10.43,26.93,0.51,3.55,9.9999,0,ND,3,PGC13646
034255-352036,55.7297,-35.3436,19.33,-11.93,25.38,0.54,6.47,9.9999,0,ND,1,PGC13418
034258-213615,55.7421,-21.6044,17.83,-14.3,22.14,0.36,2.91,9.9999,0,ND,3,PGC13738
034300-215648,55.7526,-21.9469,18.33,-13.8,25.13,1.13,9.17,9.9999,0,ND,3,PGC13738
034301-211915,55.7567,-21.3211,19.66,-12.46,24.59,0.47,3.86,9.9999,0,ND,3,PGC13738
034301-351943,55.7579,-35.3287,20.97,-10.28,27.06,0.55,6.59,9.9999,0,ND,1,PGC13418
034312-343835,55.8031,-34.6432,17.89,-13.36,23.57,0.46,5.45,9.9999,1,ND,1,PGC13418
034313-353108,55.8063,-35.5192,17.99,-13.26,24.32,0.62,7.34,9.9999,0,ND,1,PGC13418
034322-335620,55.8444,-33.939,15.19,-16.06,21.9,0.74,8.78,0.0035,1,ND,1,PGC13418
034323-344143,55.8464,-34.6955,18.44,-12.81,25.11,0.72,8.59,9.9999,0,ND,1,PGC13418
034324-370631,55.8518,-37.1087,20.03,-11.23,25.75,0.47,5.56,9.9999,0,ND,1,PGC13418
034326-211944,55.8603,-21.3289,16.41,-15.71,22.57,0.84,6.81,0.0054,1,ND,3,PGC13738
034327-165811,55.8642,-16.9698,18.81,-11.26,25.02,0.32,6.97,9.9999,0,ND,3,PGC13821
034330-295909,55.8777,-29.9861,19.21,-12.04,24.07,0.31,3.73,9.9999,0,ND,1,PGC13418
034332-182229,55.8851,-18.3749,18.62,-13.29,23.42,0.36,3.63,9.9999,1,ND,3,PGC13765
034333-360021,55.8877,-36.0058,20.36,-10.9,25.46,0.35,4.19,9.9999,0,ND,1,PGC13418
034334-214250,55.8939,-21.714,20.15,-11.97,25.36,0.54,4.38,9.9999,0,ND,3,PGC13738
034335-354027,55.898,-35.6742,20.33,-10.92,26.38,0.54,6.48,9.9999,0,ND,1,PGC13418
034337-344636,55.9069,-34.7767,20.32,-10.93,27.37,0.86,10.25,9.9999,1,ND,1,PGC13418
034339-351258,55.9156,-35.2164,19.76,-11.49,25.17,0.4,4.82,9.9999,0,ND,1,PGC13418
034348-353733,55.9535,-35.6259,19.06,-12.2,25.56,0.67,7.99,9.9999,0,ND,1,PGC13418
034352-213455,55.9699,-21.582,19.18,-12.94,23.88,0.43,3.48,9.9999,0,ND,3,PGC13738
034354-183006,55.9762,-18.5019,18.77,-13.14,23.97,0.44,4.37,9.9999,1,ND,3,PGC13765
034354-330228,55.9764,-33.0412,16.98,-14.27,23.88,0.81,9.6,9.9999,0,ND,1,PGC13418
034356-354947,55.9852,-35.8299,21.4,-9.85,25.8,0.25,3.03,9.9999,0,ND,1,PGC13418
034357-182329,55.9882,-18.3916,19.35,-12.57,23.9,0.32,3.24,9.9999,0,ND,3,PGC13765
034408-353257,56.0342,-35.5494,18.63,-12.62,23.78,0.36,4.27,9.9999,1,ND,1,PGC13418
034413-353547,56.0579,-35.5965,19.96,-11.29,23.77,0.19,2.3,9.9999,0,ND,1,PGC13418
