ID,RAdeg,DEdeg,gmag,gMag,mu,PRh,ARh,z,Nuc,Class,Env,PGC
122615+125749,186.5632,12.9637,15.5,-15.67,21.51,0.5,6.35,0.0033,2,ND,1,PGC41361
122615+132027,186.5639,13.3409,20.69,-10.48,24.41,0.17,2.21,9.9999,0,ND,1,PGC41361
122615+074522,186.5645,7.7562,18.12,-13.04,24.23,0.53,6.63,9.9999,1,ND,1,PGC41361
122615+130832,186.5646,13.1423,18.82,-12.35,26.29,0.99,12.44,9.9999,0,ND,1,PGC41361
122617+124959,186.5716,12.8332,20.45,-10.72,25.46,0.32,4.01,9.9999,0,ND,1,PGC41361
122619+191213,186.5794,19.2038,18.71,-12.45,25.77,0.82,10.3,9.9999,0,ND,1,PGC41361
122620+123037,186.5836,12.5103,17.97,-13.2,23.54,0.41,5.2,9.9999,0,ND,1,PGC41361
122620+123423,186.5855,12.5732,19.2,-11.96,26.87,1.08,13.61,9.9999,0,ND,1,PGC41361
122620+083333,186.5857,8.5592,19.41,-11.76,25.26,0.47,5.91,9.9999,0,ND,1,PGC41361
122621+064724,186.588,6.7902,19.83,-11.34,25.09,0.35,4.5,9.9999,1,ND,1,PGC41361
122621+074639,186.5898,7.7776,19.32,-11.84,24.84,0.4,5.05,9.9999,1,ND,1,PGC41361
122621+134525,186.5915,13.7572,19.03,-12.13,24.86,0.46,5.84,9.9999,0,ND,1,PGC41361
122622+124710,186.5941,12.7862,17.64,-13.53,24.04,0.6,7.6,-0.0005,1,ND,1,PGC41361
122623+044924,186.5983,4.8235,20.7,-10.47,26.46,0.45,5.67,9.9999,0,ND,1,PGC41361
122623+132224,186.5985,13.3735,18.44,-12.72,23.55,0.33,4.2,9.9999,1,ND,1,PGC41361
122624+103454,186.6039,10.5818,17.25,-13.92,24.6,0.94,11.78,0.0034,1,ND,1,PGC41361
122625+134418,186.6082,13.7383,18.54,-12.62,24.98,0.61,7.73,9.9999,1,ND,1,PGC41361
122626+163122,186.609,16.523,17.16,-14.0,23.45,0.57,7.23,0.0068,0,ND,1,PGC41361
122626+123910,186.6092,12.653,20.4,-10.77,25.35,0.31,3.89,9.9999,0,ND,1,PGC41361
122627+750528,186.6126,75.0911,20.07,-12.67,24.52,0.5,3.1,9.9999,0,ND,2,PGC39791
122627+125511,186.6164,12.9199,19.23,-11.94,25.2,0.5,6.26,9.9999,1,ND,1,PGC41361
122628+084742,186.6192,8.795,18.85,-12.31,25.21,0.59,7.45,9.9999,0,ND,1,PGC41361
122628+102002,186.62,10.334,19.84,-11.32,25.1,0.35,4.48,9.9999,0,ND,1,PGC41361
122629+095843,186.6242,9.9787,18.95,-12.22,24.53,0.41,5.22,9.9999,0,ND,1,PGC41361
122630+161551,186.6255,16.2643,20.09,-11.08,26.29,0.55,6.94,9.9999,1,ND,1,PGC41361
122630+220532,186.6274,22.0923,18.42,-12.74,24.56,0.53,6.74,9.9999,0,ND,1,PGC41361
122630+162043,186.6275,16.3455,16.14,-15.03,23.87,1.12,14.08,9.9999,0,ND,1,PGC41361
122631+074106,186.6324,7.6851,19.44,-11.73,25.51,0.52,6.54,9.9999,0,ND,1,PGC41361
122632+133443,186.635,13.5788,15.21,-15.96,21.23,0.51,6.39,0.004,1,BC,1,PGC41361
122632+072813,186.6367,7.4703,19.55,-11.62,26.19,0.68,8.51,9.9999,0,ND,1,PGC41361
122633+124434,186.6384,12.743,15.72,-15.45,20.77,0.32,4.09,0.0043,1,ND,1,PGC41361
122633+111705,186.6414,11.2848,17.56,-13.61,25.34,1.15,14.38,9.9999,1,ND,1,PGC41361
122634+085935,186.643,8.9932,18.48,-12.68,25.17,0.69,8.7,9.9999,1,ND,1,PGC41361
122634+162750,186.6444,16.4641,19.79,-11.38,27.22,0.97,12.21,9.9999,1,ND,1,PGC41361
122635+095858,186.6463,9.983,16.8,-14.37,23.84,0.81,10.22,0.0015,1,ND,1,PGC41361
122635+163523,186.6492,16.5898,19.69,-11.47,24.97,0.36,4.54,9.9999,0,ND,1,PGC41361
122636+124809,186.6514,12.8025,18.34,-12.83,25.39,0.82,10.26,9.9999,1,ND,1,PGC41361
122636+101228,186.6538,10.2079,18.83,-12.33,25.28,0.62,7.78,9.9999,1,ND,1,PGC41361
122637+150507,186.6581,15.0855,18.17,-13.0,25.7,1.02,12.85,9.9999,0,ND,1,PGC41361
122638+115331,186.6585,11.892,19.72,-11.45,25.94,0.56,7.01,9.9999,1,ND,1,PGC41361
122638+130443,186.6594,13.0786,19.13,-12.03,26.25,0.84,10.59,9.9999,1,ND,1,PGC41361
122638+112723,186.6595,11.4564,19.19,-11.98,26.34,0.85,10.74,9.9999,0,ND,1,PGC41361
122638+164303,186.6619,16.7178,16.79,-14.38,22.11,0.37,4.63,9.9999,2,BC,1,PGC41361
122639+123048,186.6659,12.5135,15.89,-15.28,22.41,0.64,8.02,-0.0008,1,ND,1,PGC41361
122639+093001,186.6666,9.5003,16.81,-14.35,24.07,0.9,11.26,9.9999,1,ND,1,PGC41361
122639+100102,186.6666,10.0173,20.8,-10.37,25.58,0.28,3.62,9.9999,0,ND,1,PGC41361
122640+082608,186.6686,8.4356,13.43,-17.74,21.17,1.12,14.07,0.003,1,ND,1,PGC41361
122641+125043,186.6714,12.8454,17.88,-13.29,24.88,0.8,10.05,9.9999,0,ND,1,PGC41361
122641+180813,186.6738,18.137,17.18,-13.98,23.39,0.55,6.95,0.0023,1,ND,1,PGC41361
122643+753333,186.6792,75.5593,20.6,-12.14,26.23,0.86,5.32,9.9999,0,ND,2,PGC39791
122643+121743,186.6802,12.2954,18.69,-12.48,25.0,0.58,7.28,9.9999,1,ND,1,PGC41361
122643+753333,186.6803,75.5592,20.66,-12.08,26.26,0.85,5.25,9.9999,1,ND,2,PGC39791
122643+051639,186.6809,5.2776,18.46,-12.71,22.93,0.25,3.13,9.9999,0,ND,1,PGC41361
122643+105724,186.6815,10.9568,18.15,-13.01,24.24,0.52,6.58,9.9999,1,ND,1,PGC41361
122644+105416,186.6833,10.9047,16.2,-14.96,23.79,1.05,13.15,0.0019,1,ND,1,PGC41361
122644+084925,186.6848,8.8238,16.51,-14.66,23.74,0.89,11.16,0.0046,1,ND,1,PGC41361
122644+112247,186.685,11.3798,15.48,-15.69,23.13,1.08,13.51,0.0039,1,ND,1,PGC41361
122644+131116,186.6858,13.1878,21.94,-9.23,25.16,0.14,1.76,9.9999,0,ND,1,PGC41361
122644+110008,186.6875,11.0024,18.9,-12.27,24.86,0.49,6.22,9.9999,0,ND,1,PGC41361
122645+751059,186.6892,75.1831,19.58,-13.16,25.56,1.01,6.26,9.9999,0,ND,2,PGC39791
122646+131601,186.6943,13.2672,18.77,-12.4,25.95,0.87,10.91,9.9999,0,ND,1,PGC41361
122647+122714,186.6962,12.4539,14.7,-16.47,22.56,1.19,14.96,0.0043,1,ND,1,PGC41361
122647+134048,186.6985,13.6801,18.58,-12.58,24.16,0.41,5.21,9.9999,0,ND,1,PGC41361
122647+132244,186.6995,13.3791,18.44,-12.72,23.45,0.32,4.0,9.9999,0,ND,1,PGC41361
122647+074017,186.6997,7.6715,15.64,-15.53,20.51,0.3,3.76,0.0021,1,ND,1,PGC41361
122648+123135,186.7015,12.5265,20.04,-11.12,26.59,0.65,8.15,9.9999,0,ND,1,PGC41361
122648+122400,186.7019,12.4001,19.49,-11.68,24.56,0.33,4.13,9.9999,0,ND,1,PGC41361
122649+101439,186.7053,10.2442,19.94,-11.22,25.49,0.41,5.14,9.9999,1,ND,1,PGC41361
122649+121042,186.7065,12.1785,20.3,-10.87,24.73,0.24,3.08,9.9999,0,ND,1,PGC41361
122649+103004,186.707,10.5013,20.87,-10.3,26.86,0.5,6.3,9.9999,0,ND,1,PGC41361
122653+074506,186.722,7.7519,19.72,-11.44,25.54,0.46,5.82,9.9999,0,ND,1,PGC41361
122654+113949,186.7264,11.6637,14.09,-17.08,22.15,1.3,16.3,0.0067,1,BC,1,PGC41361
122654+182336,186.7265,18.3934,16.97,-14.2,24.18,0.88,11.04,0.0047,1,ND,1,PGC41361
122654+103956,186.7273,10.6657,15.34,-15.82,23.27,1.22,15.34,0.0043,1,ND,1,PGC41361
122654+133358,186.728,13.5661,15.88,-15.29,22.47,0.66,8.31,-0.0024,1,BC,1,PGC41361
122656+055819,186.7346,5.972,17.04,-14.13,24.56,1.01,12.72,9.9999,1,ND,1,PGC41361
122656+125740,186.7354,12.9614,18.66,-12.5,25.13,0.62,7.83,0.0072,1,ND,1,PGC41361
122657+101109,186.7386,10.1859,19.07,-12.1,24.34,0.36,4.52,9.9999,1,ND,1,PGC41361
122657+122515,186.7401,12.421,19.99,-11.17,25.15,0.34,4.29,9.9999,0,ND,1,PGC41361
122658+750055,186.7424,75.0153,19.35,-13.4,24.38,0.65,4.06,9.9999,1,ND,2,PGC39791
122658+064802,186.7454,6.8007,19.41,-11.75,25.06,0.42,5.37,9.9999,0,ND,1,PGC41361
122658+123020,186.7458,12.5058,16.9,-14.26,24.87,1.25,15.63,9.9999,1,ND,1,PGC41361
122701+140631,186.7582,14.1088,18.07,-13.09,23.55,0.39,4.97,9.9999,0,ND,1,PGC41361
122702+123446,186.7606,12.5797,19.52,-11.65,26.62,0.84,10.52,9.9999,0,ND,1,PGC41361
122703+123338,186.7628,12.5607,15.27,-15.89,22.82,1.03,12.91,0.0028,1,ND,1,PGC41361
122703+125159,186.7659,12.8665,18.29,-12.88,23.99,0.44,5.52,0.0034,0,ND,1,PGC41361
122704+132720,186.7679,13.4558,21.47,-9.7,24.55,0.13,1.65,9.9999,0,ND,1,PGC41361
122706+131924,186.7753,13.3236,18.27,-12.89,24.06,0.45,5.72,9.9999,0,ND,1,PGC41361
122706+145518,186.7754,14.9218,20.29,-10.88,26.14,0.47,5.9,9.9999,0,ND,1,PGC41361
122706+182005,186.7769,18.3347,18.44,-12.73,24.99,0.65,8.15,9.9999,0,ND,1,PGC41361
122707+074858,186.7832,7.8163,20.03,-11.13,25.37,0.37,4.65,9.9999,0,ND,1,PGC41361
122708+132008,186.7854,13.3358,16.66,-14.51,24.29,1.07,13.43,9.9999,1,ND,1,PGC41361
122709+082323,186.7913,8.3899,16.27,-14.89,22.66,0.6,7.55,0.0047,1,ND,1,PGC41361
122711+120217,186.7968,12.0382,17.81,-13.36,22.73,0.3,3.85,0.0003,1,ND,1,PGC41361
122711+120652,186.7972,12.1146,18.27,-12.89,24.99,0.7,8.8,9.9999,1,ND,1,PGC41361
122711+085024,186.7999,8.8401,17.63,-13.54,23.59,0.49,6.21,0.0042,0,ND,1,PGC41361
122712+174914,186.8031,17.8208,16.29,-14.88,23.85,1.03,13.0,0.0036,1,MD,1,PGC41361
122714+740504,186.8105,74.0847,18.69,-14.05,24.8,1.07,6.65,9.9999,1,ND,2,PGC39791
122715+132445,186.8145,13.4128,19.67,-11.49,26.61,0.77,9.72,9.9999,0,ND,1,PGC41361
122715+041548,186.8157,4.2636,15.94,-15.23,22.07,0.53,6.7,0.005,2,BC,1,PGC41361
122716+104156,186.8193,10.6989,19.73,-11.43,25.06,0.37,4.64,9.9999,0,ND,1,PGC41361
122716+160128,186.8206,16.0245,14.4,-16.77,20.8,0.6,7.6,0.0058,1,ND,1,PGC41361
122717+030852,186.8227,3.1478,20.02,-11.14,24.65,0.26,3.35,9.9999,0,ND,1,PGC41361
122717+064604,186.8235,6.768,19.2,-11.97,25.98,0.72,9.06,9.9999,1,ND,1,PGC41361
122718+140859,186.8261,14.15,15.95,-15.22,23.88,1.23,15.4,-0.0003,1,ND,1,PGC41361
122718-005301,186.8276,-0.8837,20.32,-11.62,24.17,0.26,2.36,9.9999,0,ND,3,PGC40762
122718+081246,186.8278,8.2129,16.1,-15.07,23.56,0.99,12.39,0.0048,1,ND,1,PGC41361
122719+121314,186.8315,12.2207,19.38,-11.78,26.63,0.89,11.23,9.9999,1,ND,1,PGC41361
122719+130512,186.8316,13.0869,20.67,-10.5,25.11,0.24,3.09,9.9999,0,ND,1,PGC41361
122719+130512,186.8317,13.0869,20.53,-10.64,25.18,0.27,3.4,9.9999,0,ND,1,PGC41361
122720+114144,186.8344,11.6956,19.92,-11.25,26.35,0.61,7.72,9.9999,0,ND,1,PGC41361
122720+162541,186.835,16.4282,15.18,-15.99,22.99,1.16,14.57,9.9999,2,BC,1,PGC41361
122721+130641,186.8375,13.1116,17.68,-13.48,23.83,0.54,6.76,9.9999,0,ND,1,PGC41361
122721+751837,186.8376,75.3103,20.3,-12.44,26.26,1.0,6.2,9.9999,0,ND,2,PGC39791
122722+120407,186.8424,12.0688,17.6,-13.57,23.77,0.54,6.85,-0.0008,1,ND,1,PGC41361
122723+121953,186.8477,12.3315,17.92,-13.25,24.46,0.65,8.14,9.9999,1,ND,1,PGC41361
122724+111417,186.8524,11.2381,18.31,-12.85,24.51,0.55,6.91,9.9999,1,ND,1,PGC41361
122725+191548,186.8542,19.2635,17.54,-13.62,24.03,0.63,7.92,0.0022,1,ND,1,PGC41361
122725+132421,186.8543,13.4059,18.97,-12.19,25.83,0.75,9.39,9.9999,1,ND,1,PGC41361
122725+142601,186.8546,14.4337,18.01,-13.16,25.21,0.87,10.99,9.9999,1,ND,1,PGC41361
122725+134502,186.8561,13.7507,15.94,-15.22,23.52,1.04,13.06,0.0081,1,ND,1,PGC41361
122726+094417,186.8605,9.7381,19.75,-11.41,26.43,0.69,8.64,9.9999,0,ND,1,PGC41361
122726+115632,186.8622,11.9424,19.9,-11.26,24.55,0.27,3.4,9.9999,0,ND,1,PGC41361
122727+082107,186.8628,8.3521,18.61,-12.56,24.79,0.54,6.87,9.9999,1,ND,1,PGC41361
122727+121724,186.8641,12.2903,13.51,-17.66,21.5,1.26,15.85,0.0031,1,ND,1,PGC41361
122728+082327,186.8689,8.391,19.23,-11.94,25.13,0.48,6.04,9.9999,1,ND,1,PGC41361
122728+304242,186.8697,30.7119,20.47,-10.88,24.58,0.23,2.66,9.9999,0,ND,3,PGC40692
122728+184430,186.8707,18.7417,19.57,-11.6,26.46,0.76,9.51,9.9999,0,ND,1,PGC41361
122729+121507,186.8738,12.2521,18.82,-12.35,25.49,0.68,8.62,9.9999,1,ND,1,PGC41361
122730+092026,186.8757,9.3408,16.51,-14.65,23.27,0.71,8.97,0.0053,0,BC,1,PGC41361
122731-082045,186.8812,-8.346,18.91,-14.18,23.66,0.68,3.55,9.9999,0,ND,3,PGC40894
122731+093546,186.8827,9.5961,15.38,-15.79,25.19,2.92,36.58,9.9999,0,UD,1,PGC41361
122731+113654,186.8832,11.6151,16.96,-14.21,23.19,0.56,7.04,0.0042,1,ND,1,PGC41361
122733+113154,186.8885,11.5319,19.44,-11.72,25.42,0.49,6.25,9.9999,0,ND,1,PGC41361
122733+100012,186.889,10.0036,15.36,-15.81,23.01,1.08,13.52,0.0025,1,BC,1,PGC41361
122734+124813,186.8933,12.8038,19.74,-11.42,26.68,0.77,9.72,9.9999,0,ND,1,PGC41361
122734+154422,186.8949,15.7395,17.73,-13.44,23.08,0.37,4.69,0.0046,1,ND,1,PGC41361
122735+152542,186.8982,15.4285,20.38,-10.79,26.55,0.54,6.83,9.9999,0,ND,1,PGC41361
122735+041624,186.8987,4.2733,19.99,-11.17,24.34,0.23,2.95,9.9999,0,ND,1,PGC41361
122735+123727,186.8992,12.6242,18.83,-12.34,26.28,0.98,12.32,9.9999,0,ND,1,PGC41361
122736+145023,186.9011,14.8398,18.05,-13.12,24.22,0.54,6.84,9.9999,1,ND,1,PGC41361
122737+142720,186.9061,14.4558,15.34,-15.82,20.22,0.3,3.78,0.0043,2,ND,1,PGC41361
122738+182604,186.9115,18.4345,14.99,-16.18,22.92,1.23,15.42,0.0035,1,ND,1,PGC41361
122739+143232,186.9127,14.5423,18.58,-12.59,24.59,0.5,6.37,9.9999,1,ND,1,PGC41361
122739+125247,186.9134,12.8797,17.45,-13.72,25.24,1.15,14.45,9.9999,1,ND,1,PGC41361
122740+155640,186.9197,15.9447,17.34,-13.83,24.14,0.73,9.16,0.0029,1,ND,1,PGC41361
122741+121857,186.9218,12.3159,13.69,-17.48,21.31,1.06,13.36,0.0037,1,ND,1,PGC41361
122741+083213,186.9221,8.5372,16.5,-14.66,24.14,1.07,13.42,9.9999,0,ND,1,PGC41361
122741+122917,186.9238,12.4881,19.66,-11.5,24.92,0.35,4.49,9.9999,0,ND,1,PGC41361
122742+120522,186.9254,12.0896,16.17,-14.99,21.49,0.36,4.61,-0.002,2,BC,1,PGC41361
122742+062206,186.9277,6.3685,18.86,-12.31,24.61,0.45,5.65,9.9999,0,ND,1,PGC41361
122743+082753,186.93,8.4649,20.2,-10.96,26.46,0.57,7.14,9.9999,0,ND,1,PGC41361
122743+115804,186.9311,11.9679,20.03,-11.14,25.85,0.46,5.83,9.9999,0,ND,1,PGC41361
