host,ID,ra,dec,re,tile,x,y,bands,n_bands,cutout
NGC4036,MATLAS-1171,181.3403,62.3161,,"(167, 305)",444.5585184678166,1454.008232898438,"['g', 'i', 'z']",3,0
NGC4078,MATLAS-1172,181.355,10.6468,,,,,,0,0
NGC4036,MATLAS-1173,181.3558,62.1362,,"(170, 304)",2272.246120750311,7645.757782033618,"['g', 'i', 'z']",3,0
NGC4078,MATLAS-1174,181.3757,11.1305,,,,,,0,0
NGC4078,MATLAS-1175,181.3837,10.6093,,,,,,0,0
NGC4078,MATLAS-1176,181.4339,11.1186,,,,,,0,0
NGC4036,MATLAS-1177,181.4412,61.9456,,"(170, 304)",1476.762491647566,3956.273078277646,"['g', 'i', 'z']",3,0
NGC4078,MATLAS-1178,181.4505,10.6787,,,,,,0,0
NGC4078,MATLAS-1179,181.469,10.7971,,,,,,0,0
NGC4111,MATLAS-1180,181.496,42.9026,,"(265, 266)",384.9166975911239,3121.4006767271035,"['u', 'g', 'r', 'i']",4,0
NGC4111,MATLAS-1181,181.6031,42.9068,,"(266, 266)",8569.215644671613,3199.211130510953,"['u', 'g', 'r', 'i']",4,0
NGC4111,MATLAS-1182,181.6172,43.0199,,"(266, 266)",8362.881569638517,5390.393630498375,"['u', 'g', 'r', 'i']",4,0
NGC4111,MATLAS-1183,181.649,43.2168,,"(266, 266)",7902.991960974403,9204.945191802686,"['u', 'g', 'r', 'i']",4,0
NGC4119,MATLAS-1184,181.8385,10.953,,,,,,0,0
NGC4111,MATLAS-1185,181.8507,42.9868,,"(266, 266)",5054.610273306908,4744.198926318381,"['u', 'g', 'r', 'i']",4,0
NGC4119,MATLAS-1186,181.9239,10.9528,,,,,,0,0
NGC4119,MATLAS-1187,181.9449,10.7507,,,,,,0,0
NGC4111,MATLAS-1188,181.97,43.1116,,"(266, 266)",3366.745619375099,7163.81962752184,"['u', 'g', 'r', 'i']",4,0
NGC4150,MATLAS-1189,182.2078,30.4977,,"(314, 241)",5086.165950703362,4955.430352684405,"['u', 'g', 'r', 'i']",4,0
NGC4150,MATLAS-1190,182.226,30.4147,,"(314, 241)",4782.078831999101,3346.9857287013137,"['u', 'g', 'r', 'i']",4,0
NGC4150,MATLAS-1191,182.2618,30.6324,,"(314, 241)",4185.609899997645,7565.956218588346,"['u', 'g', 'r', 'i']",4,0
NGC4111,MATLAS-1192,182.3153,42.5835,,"(269, 265)",6607.490245576356,6619.214005826682,"['u', 'g', 'r', 'i']",4,0
NGC4150,MATLAS-1193,182.4155,30.1327,,"(316, 240)",5455.628039954656,7571.64734397358,"['u', 'g', 'r', 'i']",4,0
NGC4150,MATLAS-1194,182.445,30.6529,,"(314, 241)",1131.599088112985,7967.044268479005,"['u', 'g', 'r', 'i']",4,0
NGC4150,MATLAS-1195,182.648,30.304,,"(315, 241)",7430.305483802531,1203.2627697711164,"['u', 'g', 'r', 'i']",4,0
NGC4150,MATLAS-1196,182.7063,30.3412,,"(315, 241)",6454.323003456095,1923.1701648858138,"['u', 'g', 'r', 'i']",4,0
NGC4150,MATLAS-1197,182.8698,30.7781,,"(314, 242)",9855.790844962812,706.1104465132248,"['u', 'g', 'r', 'i']",4,0
NGC4191,MATLAS-1198,183.094,6.9799,,,,,,0,0
NGC4191,MATLAS-1199,183.295,7.2195,,,,,,0,0
NGC4191,MATLAS-1200,183.3363,7.1881,,,,,,0,0
NGC4191,MATLAS-1201,183.3844,6.9657,,,,,,0,0
NGC4191,MATLAS-1202,183.4653,7.3332,,,,,,0,0
NGC4191,MATLAS-1203,183.4715,7.4545,,,,,,0,0
NGC4203,MATLAS-1204,183.4926,33.202,,"(308, 246)",7129.841945756943,8915.903715465294,"['u', 'g', 'r', 'i']",4,0
NGC4191,MATLAS-1205,183.5229,7.1086,,,,,,0,0
NGC4215,MATLAS-1206,183.5296,5.9013,,,,,,0,0
NGC4215,MATLAS-1207,183.5465,5.8942,,,,,,0,0
NGC4191,MATLAS-1208,183.5616,7.4521,,,,,,0,0
NGC4191,MATLAS-1209,183.598,6.7646,,,,,,0,0
NGC4191,MATLAS-1210,183.6107,7.4611,,,,,,0,0
NGC4191,MATLAS-1211,183.6149,7.0241,,,,,,0,0
NGC4215,MATLAS-1212,183.617,5.9086,,,,,,0,0
NGC4215,MATLAS-1213,183.6382,6.7072,,,,,,0,0
NGC4215,MATLAS-1214,183.7028,6.5988,,,,,,0,0
NGC4215,MATLAS-1215,183.7841,6.5687,,,,,,0,0
NGC4191,MATLAS-1216,183.7925,7.3112,,,,,,0,0
NGC4215,MATLAS-1217,183.8213,6.3933,,,,,,0,0
NGC4203,MATLAS-1218,183.859,33.3919,,"(307, 247)",8542.767882239968,2908.8571940000566,"['u', 'g', 'r', 'i']",4,0
NGC4191,MATLAS-1219,183.8641,7.8029,,,,,,0,0
NGC4191,MATLAS-1220,183.9277,7.4502,,,,,,0,0
NGC4215,MATLAS-1221,184.0248,6.4896,,,,,,0,0
NGC4203,MATLAS-1222,184.0367,32.8829,,"(309, 246)",7985.150297552383,2733.3144961667517,"['u', 'g', 'r', 'i']",4,0
NGC4203,MATLAS-1223,184.04,33.5924,,"(307, 247)",5612.753571248152,6790.730101915407,"['u', 'g', 'r', 'i']",4,0
NGC4251,MATLAS-1224,184.0704,28.7364,,"(324, 237)",9559.007160958688,9586.344964405596,"['u', 'i']",2,0
NGC4251,MATLAS-1225,184.1047,27.7437,,"(325, 236)",3935.4736161075557,33.406885528265775,"['u', 'i']",2,0
NGC4251,MATLAS-1226,184.107,27.914,,"(325, 236)",3897.7661741472857,3333.6977137782724,"['u', 'i']",2,0
NGC4215,MATLAS-1227,184.113,6.0528,,,,,,0,0
NGC4203,MATLAS-1228,184.114,33.6938,,"(307, 247)",4418.883776788562,8755.758883080089,"['u', 'g', 'r', 'i']",4,0
NGC4215,MATLAS-1229,184.1249,6.2539,,,,,,0,0
NGC4215,MATLAS-1230,184.141,6.8349,,,,,,0,0
NGC4203,MATLAS-1231,184.1523,33.4982,,"(307, 247)",3798.6325583735243,4965.548017103366,"['u', 'g', 'r', 'i']",4,0
NGC4215,MATLAS-1232,184.1771,6.6895,,,,,,0,0
NGC4203,MATLAS-1233,184.207,33.6067,,"(307, 247)",2917.28292147978,7069.035940964702,"['u', 'g', 'r', 'i']",4,0
NGC4215,MATLAS-1234,184.2214,6.9116,,,,,,0,0
NGC4215,MATLAS-1235,184.2357,6.5864,,,,,,0,0
NGC4215,MATLAS-1236,184.2499,6.5757,,,,,,0,0
NGC4251,MATLAS-1237,184.2641,28.7605,,"(322, 238)",1872.4946136094504,361.1286894423556,"['u', 'r', 'i']",3,0
NGC4251,MATLAS-1238,184.301,28.0515,,"(325, 236)",581.2800289101351,6002.702055761812,"['u', 'i']",2,0
NGC4215,MATLAS-1239,184.319,5.9605,,,,,,0,0
NGC4251,MATLAS-1240,184.3269,28.5724,,"(324, 237)",5200.743665701439,6403.047601680242,"['u', 'i']",2,0
NGC4259,MATLAS-1241,184.3398,5.6973,,,,,,0,0
NGC4259,MATLAS-1242,184.342,5.429,,,,,,0,0
NGC4251,MATLAS-1243,184.3611,27.9986,,"(326, 236)",9240.39426950948,4977.1744881981285,"['u', 'i']",2,0
NGC4259,MATLAS-1244,184.3658,5.592,,,,,,0,0
NGC4215,MATLAS-1245,184.3903,6.0166,,,,,,0,0
NGC4259,MATLAS-1246,184.4013,5.4247,,,,,,0,0
NGC4251,MATLAS-1247,184.4071,28.5888,,"(324, 237)",3836.0101396851605,6721.185848343268,"['u', 'i']",2,0
NGC4259,MATLAS-1248,184.4155,5.3419,,,,,,0,0
NGC4259,MATLAS-1249,184.4336,5.3309,,,,,,0,0
NGC4215,MATLAS-1250,184.4364,6.0828,,,,,,0,0
NGC4251,MATLAS-1251,184.4372,28.2905,,"(324, 237)",3319.07854907927,940.7738358314009,"['u', 'i']",2,0
NGC4215,MATLAS-1252,184.44,6.431,,,,,,0,0
NGC4215,MATLAS-1253,184.4406,6.1448,,,,,,0,0
NGC4215,MATLAS-1254,184.4419,6.4234,,,,,,0,0
NGC4215,MATLAS-1255,184.442,6.0753,,,,,,0,0
NGC4259,MATLAS-1256,184.4415,5.4482,,,,,,0,0
NGC4215,MATLAS-1257,184.4415,6.1395,,,,,,0,0
NGC4278,MATLAS-1258,184.4453,29.2437,,"(321, 239)",4358.53671884481,33.24221548567493,"['u', 'r', 'i']",3,0
NGC4251,MATLAS-1259,184.4443,28.8172,,"(323, 238)",8521.189455615522,1460.5850705291468,"['u', 'r', 'i']",3,0
NGC4251,MATLAS-1260,184.4524,28.4748,,"(324, 237)",3063.0814788197677,4512.566404985873,"['u', 'i']",2,0
NGC4215,MATLAS-1261,184.4652,6.0658,,,,,,0,0
NGC4215,MATLAS-1262,184.4664,5.9891,,,,,,0,0
NGC4259,MATLAS-1263,184.4691,5.4498,,,,,,0,0
NGC4259,MATLAS-1264,184.471,5.0277,,,,,,0,0
NGC4215,MATLAS-1265,184.4727,6.087,,,,,,0,0
NGC4215,MATLAS-1266,184.4818,6.1128,,,,,,0,0
NGC4251,MATLAS-1267,184.4952,27.8267,,"(326, 236)",6948.919781738998,1642.5181730256786,"['u', 'i']",2,0
NGC4259,MATLAS-1268,184.509,5.8266,,,,,,0,0
NGC4259,MATLAS-1269,184.5116,5.5414,,,,,,0,0
NGC4259,MATLAS-1270,184.532,5.9302,,,,,,0,0
NGC4278,MATLAS-1271,184.5344,29.818,,"(320, 240)",8660.06686964535,1476.4740795853763,"['u', 'g', 'r', 'i']",4,0
NGC4259,MATLAS-1272,184.542,5.538,,,,,,0,0
NGC4278,MATLAS-1273,184.5467,28.8859,,"(323, 238)",6781.328203597352,2789.6456595377535,"['u', 'r', 'i']",3,0
NGC4259,MATLAS-1274,184.552,5.6525,,,,,,0,0
NGC4251,MATLAS-1275,184.5524,28.7924,,"(323, 238)",6686.1329628408275,977.6131403787763,"['u', 'r', 'i']",3,0
NGC4251,MATLAS-1276,184.561,28.7806,,"(323, 238)",6540.2520868309,748.8214229740497,"['u', 'r', 'i']",3,0
NGC4251,MATLAS-1277,184.5718,28.1163,,"(326, 236)",5634.4306809165355,7253.8734206327645,"['u', 'i']",2,0
NGC4259,MATLAS-1278,184.5856,4.8539,,,,,,0,0
NGC4259,MATLAS-1279,184.5888,5.5603,,,,,,0,0
NGC4251,MATLAS-1280,184.601,27.7119,,"(327, 235)",298.2745254990614,9111.650124837262,['u'],1,0
NGC4259,MATLAS-1281,184.6043,4.9451,,,,,,0,0
NGC4259,MATLAS-1282,184.6056,5.1695,,,,,,0,0
NGC4259,MATLAS-1283,184.617,5.6157,,,,,,0,0
NGC4278,MATLAS-1284,184.62,28.8419,,"(323, 238)",5537.806026873639,1936.2497900927856,"['u', 'r', 'i']",3,0
NGC4251,MATLAS-1285,184.6219,28.6463,,"(324, 237)",183.5258373769775,7840.855164422188,"['u', 'i']",2,0
NGC4259,MATLAS-1286,184.6305,4.9794,,,,,,0,0
NGC4259,MATLAS-1287,184.632,5.85,,,,,,0,0
NGC4259,MATLAS-1288,184.637,5.3992,,,,,,0,0
NGC4259,MATLAS-1289,184.6526,5.4239,,,,,,0,0
NGC4278,MATLAS-1290,184.6588,29.0093,,"(323, 238)",4879.365629255897,5180.227997980567,"['u', 'r', 'i']",3,0
NGC4251,MATLAS-1291,184.665,28.7378,,"(325, 237)",9123.033329282855,9612.541627692823,"['u', 'i']",2,0
NGC4259,MATLAS-1292,184.6756,5.6656,,,,,,0,0
NGC4278,MATLAS-1293,184.6807,29.6343,,"(321, 239)",395.8522667987836,7608.029944123734,"['u', 'r', 'i']",3,0
NGC4259,MATLAS-1294,184.7209,5.6746,,,,,,0,0
NGC4259,MATLAS-1295,184.7395,5.7999,,,,,,0,0
NGC4259,MATLAS-1296,184.7548,5.7736,,,,,,0,0
NGC4259,MATLAS-1297,184.7614,5.0981,,,,,,0,0
NGC4278,MATLAS-1298,184.7631,28.9014,,"(323, 238)",3109.7478045625066,3090.120559530201,"['u', 'r', 'i']",3,0
NGC4278,MATLAS-1299,184.775,28.857,,"(323, 238)",2906.9612696318895,2229.8895192218224,"['u', 'r', 'i']",3,0
NGC4259,MATLAS-1300,184.7747,5.7391,,,,,,0,0
NGC4259,MATLAS-1301,184.802,5.5582,,,,,,0,0
NGC4259,MATLAS-1302,184.802,5.3615,,,,,,0,0
NGC4259,MATLAS-1303,184.8048,5.2263,,,,,,0,0
NGC4259,MATLAS-1304,184.8149,5.3116,,,,,,0,0
NGC4259,MATLAS-1305,184.8212,5.5785,,,,,,0,0
NGC4259,MATLAS-1306,184.8249,5.6966,,,,,,0,0
NGC4259,MATLAS-1307,184.8297,5.2229,,,,,,0,0
NGC4259,MATLAS-1308,184.8342,5.4669,,,,,,0,0
NGC4259,MATLAS-1309,184.842,5.4437,,,,,,0,0
NGC4278,MATLAS-1310,184.8977,29.0836,,"(323, 238)",833.5412174522753,6624.430570122591,"['u', 'r', 'i']",3,0
NGC4251,MATLAS-1311,184.927,28.6367,,"(325, 237)",4670.748389274743,7649.136021689612,"['u', 'i']",2,0
NGC4278,MATLAS-1312,184.9313,29.6589,,"(322, 239)",5851.137097462431,8079.510992388974,"['u', 'r', 'i']",3,0
NGC4278,MATLAS-1313,184.934,28.912,,"(323, 238)",210.82950879232703,3300.3542977654843,"['u', 'r', 'i']",3,0
NGC4259,MATLAS-1314,184.939,5.4559,,,,,,0,0
NGC4259,MATLAS-1315,184.9395,5.5039,,,,,,0,0
NGC4259,MATLAS-1316,184.9547,5.1852,,,,,,0,0
NGC4278,MATLAS-1317,184.9546,29.4049,,"(322, 239)",5459.914486627599,3157.1125412686706,"['u', 'r', 'i']",3,0
NGC4259,MATLAS-1318,184.9616,5.4826,,,,,,0,0
NGC4278,MATLAS-1319,184.98,29.4219,,"(322, 239)",5031.095515460807,3486.5022427700032,"['u', 'r', 'i']",3,0
NGC4278,MATLAS-1320,184.9971,29.4916,,"(322, 239)",4742.631489249588,4837.233573939861,"['u', 'r', 'i']",3,0
NGC4259,MATLAS-1321,185.0148,5.7207,,,,,,0,0
NGC4259,MATLAS-1322,185.0165,5.4148,,,,,,0,0
NGC4259,MATLAS-1323,185.0229,5.3197,,,,,,0,0
NGC4251,MATLAS-1324,185.0241,28.5521,,"(325, 237)",3017.630889209363,6010.607209586768,"['u', 'i']",2,0
NGC4259,MATLAS-1325,185.0325,5.9609,,,,,,0,0
NGC4259,MATLAS-1326,185.0365,5.8777,,,,,,0,0
NGC4259,MATLAS-1327,185.0524,5.4375,,,,,,0,0
NGC4259,MATLAS-1328,185.0581,4.973,,,,,,0,0
NGC4259,MATLAS-1329,185.0592,5.916,,,,,,0,0
NGC4251,MATLAS-1330,185.0599,27.9887,,"(327, 236)",6973.118184888508,4781.949438147031,"['u', 'i']",2,0
NGC4259,MATLAS-1331,185.0609,5.3505,,,,,,0,0
NGC4259,MATLAS-1332,185.0673,5.0393,,,,,,0,0
NGC4259,MATLAS-1333,185.071,4.9282,,,,,,0,0
NGC4278,MATLAS-1334,185.0726,29.1025,,"(324, 238)",7552.717841776943,6987.979342954953,"['u', 'r', 'i']",3,0
NGC4259,MATLAS-1335,185.0756,5.8024,,,,,,0,0
NGC4259,MATLAS-1336,185.0783,5.555,,,,,,0,0
NGC4251,MATLAS-1337,185.078,28.0257,,"(327, 236)",6662.811878881359,5498.702146546339,"['u', 'i']",2,0
NGC4278,MATLAS-1338,185.0876,29.1427,,"(324, 238)",7297.835668192752,7766.709563454788,"['u', 'r', 'i']",3,0
NGC4259,MATLAS-1339,185.0963,5.4656,,,,,,0,0
NGC4259,MATLAS-1340,185.0959,5.7124,,,,,,0,0
NGC4259,MATLAS-1341,185.1072,5.653,,,,,,0,0
NGC4278,MATLAS-1342,185.1123,29.8454,,"(321, 240)",8649.817749269863,2007.4467530646616,"['u', 'g', 'r', 'i']",4,0
NGC4278,MATLAS-1343,185.1277,29.5688,,"(322, 239)",2541.5439627496726,6334.817528702508,"['u', 'r', 'i']",3,0
NGC4259,MATLAS-1344,185.1393,5.9299,,,,,,0,0
NGC4259,MATLAS-1345,185.14,5.6633,,,,,,0,0
NGC4259,MATLAS-1346,185.161,5.909,,,,,,0,0
NGC4259,MATLAS-1347,185.167,5.105,,,,,,0,0
NGC4259,MATLAS-1348,185.1914,5.5082,,,,,,0,0
NGC4259,MATLAS-1349,185.2007,5.7818,,,,,,0,0
NGC4259,MATLAS-1350,185.2066,5.7397,,,,,,0,0
NGC4259,MATLAS-1351,185.2074,5.2068,,,,,,0,0
NGC4259,MATLAS-1352,185.2175,5.2323,,,,,,0,0
NGC4278,MATLAS-1353,185.2305,29.455,,"(322, 239)",804.1099843177981,4132.423687672799,"['u', 'r', 'i']",3,0
NGC4259,MATLAS-1354,185.2346,5.1892,,,,,,0,0
NGC4259,MATLAS-1355,185.2531,5.026,,,,,,0,0
NGC4278,MATLAS-1356,185.2856,29.4894,,"(323, 239)",9566.622627395627,4799.893787665821,"['u', 'g', 'r', 'i']",4,0
NGC4259,MATLAS-1357,185.3165,5.3196,,,,,,0,0
NGC4259,MATLAS-1358,185.323,5.146,,,,,,0,0
NGC4278,MATLAS-1359,185.3646,28.8181,,"(324, 238)",2601.8586518910524,1476.3794783930844,"['u', 'r', 'i']",3,0
NGC4278,MATLAS-1360,185.4165,28.7297,,"(326, 237)",6021.114348594203,9451.629188960127,"['u', 'i']",2,0
NGC4278,MATLAS-1361,185.425,28.9171,,"(324, 238)",1579.5913557716867,3396.3931081340647,"['u', 'r', 'i']",3,0
NGC4278,MATLAS-1362,185.4413,29.0836,,"(324, 238)",1309.0452978870721,6623.494746857328,"['u', 'r', 'i']",3,0
NGC4278,MATLAS-1363,185.491,28.8856,,"(324, 238)",458.65072053478434,2788.1673776258667,"['u', 'r', 'i']",3,0
NGC4382,MATLAS-1364,185.8823,17.7946,,,,,,0,0
NGC4382,MATLAS-1365,185.889,17.8209,,,,,,0,0
NGC4382,MATLAS-1366,185.9287,18.662,,,,,,0,0
NGC4382,MATLAS-1367,185.9722,18.6325,,,,,,0,0
NGC4382,MATLAS-1368,185.988,18.2643,,,,,,0,0
NGC4382,MATLAS-1369,185.9995,17.6515,,,,,,0,0
NGC4382,MATLAS-1370,186.0585,18.6894,,,,,,0,0
NGC4382,MATLAS-1371,186.0868,17.879,,,,,,0,0
NGC4382,MATLAS-1372,186.1161,18.4567,,,,,,0,0
NGC4382,MATLAS-1373,186.129,18.7792,,"(352, 218)",5224.571166070934,721.1113539893158,['u'],1,0
NGC4382,MATLAS-1374,186.129,18.624,,,,,,0,0
NGC4382,MATLAS-1375,186.165,18.0627,,,,,,0,0
NGC4382,MATLAS-1376,186.2171,18.5442,,,,,,0,0
NGC4382,MATLAS-1377,186.2476,18.3033,,,,,,0,0
NGC4382,MATLAS-1378,186.2983,17.8939,,,,,,0,0
NGC4382,MATLAS-1379,186.397,17.6583,,,,,,0,0
NGC4382,MATLAS-1380,186.4021,17.7447,,,,,,0,0
NGC4382,MATLAS-1381,186.4069,17.8433,,,,,,0,0
NGC4382,MATLAS-1382,186.4271,17.9903,,,,,,0,0
NGC4382,MATLAS-1383,186.4802,18.3381,,,,,,0,0
NGC4382,MATLAS-1384,186.509,18.5828,,,,,,0,0
NGC4382,MATLAS-1385,186.5402,18.0867,,,,,,0,0
NGC4382,MATLAS-1386,186.5688,18.0857,,,,,,0,0
NGC4382,MATLAS-1387,186.6738,18.1371,,,,,,0,0
NGC4382,MATLAS-1388,186.7266,18.3937,,,,,,0,0
NGC4382,MATLAS-1389,186.7768,18.3349,,,,,,0,0
NGC4382,MATLAS-1390,186.8031,17.821,,,,,,0,0
NGC4382,MATLAS-1391,186.8705,18.7419,,,,,,0,0
PGC042549,MATLAS-1392,189.902,-5.2472,,,,,,0,0
PGC042549,MATLAS-1393,189.9051,-4.8152,,,,,,0,0
PGC042549,MATLAS-1394,190.034,-5.1065,,,,,,0,0
PGC042549,MATLAS-1395,190.0976,-5.3841,,,,,,0,0
PGC042549,MATLAS-1396,190.1129,-5.4482,,,,,,0,0
PGC042549,MATLAS-1397,190.1763,-4.8649,,,,,,0,0
NGC4636,MATLAS-1398,190.1996,2.9814,,,,,,0,0
NGC4636,MATLAS-1399,190.2029,3.2034,,,,,,0,0
NGC4623,MATLAS-1400,190.2123,7.9309,,,,,,0,0
NGC4623,MATLAS-1401,190.213,8.1263,,,,,,0,0
PGC042549,MATLAS-1402,190.225,-5.5494,,,,,,0,0
PGC042549,MATLAS-1403,190.234,-5.2235,,,,,,0,0
PGC042549,MATLAS-1404,190.2657,-5.0583,,,,,,0,0
PGC042549,MATLAS-1405,190.276,-5.0183,,,,,,0,0
NGC4623,MATLAS-1406,190.2923,8.0041,,,,,,0,0
PGC042549,MATLAS-1407,190.2976,-5.0395,,,,,,0,0
PGC042549,MATLAS-1408,190.2965,-5.0977,,,,,,0,0
PGC042549,MATLAS-1409,190.313,-4.9596,,,,,,0,0
PGC042549,MATLAS-1410,190.314,-4.7796,,,,,,0,0
NGC4643,MATLAS-1411,190.3297,1.5485,,,,,,0,0
NGC4643,MATLAS-1412,190.3293,2.1002,,,,,,0,0
PGC042549,MATLAS-1413,190.3429,-4.4653,,,,,,0,0
NGC4636,MATLAS-1414,190.3622,3.2201,,,,,,0,0
NGC4623,MATLAS-1415,190.3702,8.1894,,,,,,0,0
PGC042549,MATLAS-1416,190.3861,-4.9579,,,,,,0,0
PGC042549,MATLAS-1417,190.414,-4.9622,,,,,,0,0
NGC4636,MATLAS-1418,190.4252,2.3772,,,,,,0,0
NGC4636,MATLAS-1419,190.4304,2.8528,,,,,,0,0
PGC042549,MATLAS-1420,190.431,-4.8436,,,,,,0,0
PGC042549,MATLAS-1421,190.432,-5.178,,,,,,0,0
NGC4636,MATLAS-1422,190.4953,3.034,,,,,,0,0
NGC4643,MATLAS-1423,190.5155,2.1938,,,,,,0,0
NGC4636,MATLAS-1424,190.5252,2.5311,,,,,,0,0
NGC4643,MATLAS-1425,190.5355,1.9821,,,,,,0,0
PGC042549,MATLAS-1426,190.545,-5.4522,,,,,,0,0
NGC4623,MATLAS-1427,190.554,7.8203,,,,,,0,0
NGC4643,MATLAS-1428,190.6162,1.7275,,,,,,0,0
NGC4636,MATLAS-1429,190.6294,2.9575,,,,,,0,0
NGC4623,MATLAS-1430,190.673,7.8437,,,,,,0,0
NGC4643,MATLAS-1431,190.683,1.5597,,,,,,0,0
NGC4623,MATLAS-1432,190.687,7.3388,,,,,,0,0
NGC4636,MATLAS-1433,190.69,3.0356,,,,,,0,0
NGC4643,MATLAS-1434,190.7103,2.3226,,,,,,0,0
NGC4643,MATLAS-1435,190.7259,2.1206,,,,,,0,0
NGC4636,MATLAS-1436,190.7256,2.5218,,,,,,0,0
NGC4643,MATLAS-1437,190.7287,2.2526,,,,,,0,0
NGC4643,MATLAS-1438,190.7456,2.2369,,,,,,0,0
NGC4643,MATLAS-1439,190.7488,2.101,,,,,,0,0
NGC4636,MATLAS-1440,190.755,2.7998,,,,,,0,0
NGC4624,MATLAS-1441,190.7599,3.351,,,,,,0,0
NGC4643,MATLAS-1442,190.7752,2.3248,,,,,,0,0
NGC4623,MATLAS-1443,190.7766,8.2598,,,,,,0,0
NGC4623,MATLAS-1444,190.781,7.655,,,,,,0,0
NGC4636,MATLAS-1445,190.7978,2.8035,,,,,,0,0
NGC4643,MATLAS-1446,190.8078,2.1952,,,,,,0,0
PGC042549,MATLAS-1447,190.825,-4.8808,,,,,,0,0
NGC4624,MATLAS-1448,190.8376,3.4203,,,,,,0,0
NGC4643,MATLAS-1449,190.8408,1.8915,,,,,,0,0
NGC4624,MATLAS-1450,190.8441,3.2652,,,,,,0,0
NGC4624,MATLAS-1451,190.8967,3.3855,,,,,,0,0
NGC4643,MATLAS-1452,190.9,2.0286,,,,,,0,0
NGC4624,MATLAS-1453,190.9041,3.3629,,,,,,0,0
NGC4636,MATLAS-1454,190.9232,2.9461,,,,,,0,0
NGC4636,MATLAS-1455,190.925,2.8956,,,,,,0,0
NGC4636,MATLAS-1456,190.9321,2.4287,,,,,,0,0
NGC4624,MATLAS-1457,190.932,3.6027,,,,,,0,0
NGC4636,MATLAS-1458,190.973,2.6334,,,,,,0,0
NGC4624,MATLAS-1459,190.9768,3.6344,,,,,,0,0
NGC4624,MATLAS-1460,191.02,3.1776,,,,,,0,0
NGC4624,MATLAS-1461,191.0331,3.0062,,,,,,0,0
NGC4643,MATLAS-1462,191.0341,2.4082,,,,,,0,0
NGC4624,MATLAS-1463,191.0501,2.9648,,,,,,0,0
NGC4636,MATLAS-1464,191.0622,2.4621,,,,,,0,0
NGC4636,MATLAS-1465,191.0626,2.6202,,,,,,0,0
NGC4643,MATLAS-1466,191.07,2.171,,,,,,0,0
NGC4636,MATLAS-1467,191.0724,2.6674,,,,,,0,0
NGC4624,MATLAS-1468,191.1398,2.6951,,,,,,0,0
NGC4624,MATLAS-1469,191.1801,3.4351,,,,,,0,0
NGC4643,MATLAS-1470,191.2315,2.2961,,,,,,0,0
NGC4624,MATLAS-1471,191.2696,2.8648,,,,,,0,0
NGC4643,MATLAS-1472,191.2826,2.0449,,,,,,0,0
NGC4624,MATLAS-1473,191.4329,3.1475,,,,,,0,0
NGC4624,MATLAS-1474,191.4738,2.8821,,,,,,0,0
NGC4624,MATLAS-1475,191.518,2.9109,,,,,,0,0
NGC4684,MATLAS-1476,191.5301,-3.269,,,,,,0,0
NGC4690,MATLAS-1477,191.558,-1.1783,,,,,,0,0
NGC4624,MATLAS-1478,191.5827,2.8055,,,,,,0,0
NGC4690,MATLAS-1479,191.6369,-1.2935,,,,,,0,0
NGC4624,MATLAS-1480,191.638,3.2988,,,,,,0,0
NGC4624,MATLAS-1481,191.6552,3.1017,,,,,,0,0
NGC4690,MATLAS-1482,191.656,-2.116,,,,,,0,0
NGC4624,MATLAS-1483,191.6653,2.9663,,,,,,0,0
NGC4624,MATLAS-1484,191.706,3.0064,,,,,,0,0
NGC4624,MATLAS-1485,191.706,2.7135,,,,,,0,0
NGC4684,MATLAS-1486,191.7061,-2.5005,,,,,,0,0
NGC4690,MATLAS-1487,191.714,-1.5519,,,,,,0,0
NGC4697,MATLAS-1488,191.721,-6.1159,,,,,,0,0
NGC4684,MATLAS-1489,191.7392,-2.3602,,,,,,0,0
NGC4697,MATLAS-1490,191.789,-5.8581,,,,,,0,0
NGC4690,MATLAS-1491,191.801,-1.5692,,,,,,0,0
NGC4697,MATLAS-1492,191.809,-5.9576,,,,,,0,0
NGC4690,MATLAS-1493,191.8227,-1.7204,,,,,,0,0
NGC4690,MATLAS-1494,191.8468,-1.4045,,,,,,0,0
NGC4690,MATLAS-1495,191.8517,-1.5229,,,,,,0,0
NGC4690,MATLAS-1496,191.881,-1.2332,,,,,,0,0
NGC4690,MATLAS-1497,191.8999,-1.6508,,,,,,0,0
NGC4690,MATLAS-1498,191.9319,-1.9486,,,,,,0,0
NGC4684,MATLAS-1499,191.9892,-2.5431,,,,,,0,0
NGC4684,MATLAS-1500,192.0823,-3.1495,,,,,,0,0
NGC4690,MATLAS-1501,192.1131,-1.6673,,,,,,0,0
NGC4690,MATLAS-1502,192.1639,-1.7275,,,,,,0,0
NGC4697,MATLAS-1503,192.183,-5.2531,,,,,,0,0
NGC4697,MATLAS-1504,192.191,-5.8877,,,,,,0,0
NGC4697,MATLAS-1505,192.2631,-5.8814,,,,,,0,0
NGC4697,MATLAS-1506,192.273,-5.5413,,,,,,0,0
NGC4697,MATLAS-1507,192.3046,-6.1582,,,,,,0,0
NGC4697,MATLAS-1508,192.334,-5.4809,,,,,,0,0
NGC4690,MATLAS-1509,192.366,-1.3922,,,,,,0,0
NGC4697,MATLAS-1510,192.401,-5.7899,,,,,,0,0
NGC4697,MATLAS-1511,192.4119,-5.2749,,,,,,0,0
