host,ID,ra,dec,morph,re,zspec
,1211304+130825,182.87678,13.14033,UDG,7.37,0.003835987094778749
,1211348+502613,182.89498,50.43693,UDG,6.85,0.0
,1211382+292051,182.90909,29.3476,UDG,6.26,0.0
,1211420+355240,182.92495,35.87766,UDG,6.38,0.0
,1211433+142916,182.93032,14.48765,UDG,5.39,0.003835987094778749
,1211436+180624,182.93174,18.10663,UDG,7.53,0.0
,1211475+272551,182.94791,27.43087,UDG,7.24,0.0
,1211499+684505,182.9581,68.75129,UDG,5.33,0.0
,1211528+291937,182.97017,29.32687,UDG,5.31,0.0
,1212039+561455,183.01607,56.24848,UDG,7.41,0.0
,1212046+530707,183.01928,53.11862,UDG,10.18,0.0
,1212084+290348,183.03496,29.06339,UDG,5.55,0.0
,1212086+644700,183.03568,64.78332,UDG,6.72,0.0
,1212161+151919,183.06724,15.32205,UDG,6.31,0.003835987094778749
,1212178+423735,183.07417,42.62637,UDG,9.43,0.0
,1212203+675101,183.08442,67.85036,UDG,8.4,0.0
,1212212+025625,183.08842,2.9402,UDG,10.09,0.007398451631495013
,1212234+055610,183.09741,5.9361,UDG,6.61,0.0
,1212246+024616,183.10256,2.77105,UDG,5.37,0.0
,1212279+684404,183.1164,68.73448,UDG,7.13,0.0
,1212411+140845,183.17145,14.14589,UDG,9.35,0.003835987094778749
,1212438+005855,183.18243,0.98189,UDG,9.26,0.0
,1212572+011348,183.23827,1.23011,UDG,14.95,0.0
,1213042+384900,183.26757,38.8167,UDG,7.5,0.0
,1213048+141002,183.26987,14.16724,UDG,6.07,0.003835987094778749
,1213061+294550,183.27521,29.76382,UDG,10.21,0.0
,1213093+170554,183.28895,17.09836,UDG,8.67,0.0
,1213183+234657,183.32639,23.78244,UDG,5.89,0.0
,1213195+043909,183.33114,4.65244,UDG,5.63,0.0
,1213220+250252,183.34181,25.04776,UDG,11.08,0.0
,1213234+222953,183.34736,22.49794,UDG,6.3,0.0
,1213249+311057,183.3536,31.18249,UDG,11.12,0.0
,1213301+011149,183.37542,1.19687,UDG,10.58,0.0
,1213312+060446,183.37979,6.07948,UDG,16.78,0.0
,1213317+085347,183.38213,8.89648,UDG,5.38,0.003835987094778749
,1213357+061153,183.39869,6.198,UDG,7.49,0.0
,1213375+243924,183.40605,24.65677,UDG,10.19,0.0
,1213412+043318,183.4216,4.55492,UDG,5.99,0.0
,1213493+071450,183.45559,7.24731,UDG,27.05,0.00677802241442645
,1213512+282109,183.46322,28.3526,UDG,5.58,0.0
,1213527+320155,183.46965,32.03187,UDG,5.7,0.0
,1213583+331207,183.49277,33.20187,UDG,8.28,0.022745735651561988
,1214055+070631,183.52289,7.10856,UDG,9.29,0.006674617544915023
,1214061+145109,183.52555,14.85251,UDG,6.46,0.003835987094778749
,1214075+212656,183.53145,21.44893,UDG,6.79,0.0
,1214077+384027,183.53223,38.67424,UDG,6.32,0.0
,1214112+055339,183.54651,5.89419,UDG,6.81,0.0
,1214157+220502,183.56562,22.08392,UDG,5.3,0.0
,1214182+210109,183.57595,21.01913,UDG,6.55,0.0
,1214184+240218,183.5765,24.03828,UDG,5.7,0.0
,1214223+604847,183.59297,60.81303,UDG,6.16,0.0
,1214243+273339,183.60134,27.56097,UDG,5.59,0.0
,1214418+274955,183.6741,27.83207,UDG,8.76,0.0
,1214419+505050,183.67467,50.84735,UDG,5.85,0.0
,1214429+291508,183.67878,29.25219,UDG,9.35,0.0
,1214438+490134,183.68269,49.02615,UDG,5.44,0.0
,1215054-080302,183.77254,-8.05061,UDG,8.31,0.0
,1215103+071839,183.79271,7.31072,UDG,14.03,0.0
,1215164+263120,183.81819,26.52215,UDG,9.3,0.0
,1215177+144138,183.82372,14.69385,UDG,8.52,0.003835987094778749
,1215236+031829,183.84841,3.30817,UDG,12.03,0.0
,1215241+100332,183.85028,10.05892,UDG,6.32,0.003835987094778749
,1215317+233531,183.88204,23.59198,UDG,5.79,0.0
,1215338+135013,183.89094,13.83708,UDG,7.04,0.003835987094778749
,1215351+215135,183.89642,21.85977,UDG,16.75,0.0
,1215381+130451,183.90887,13.08073,UDG,6.58,0.003835987094778749
,1215408+132906,183.91986,13.48508,UDG,5.6,0.003835987094778749
,1215479+291725,183.94949,29.29017,UDG,9.17,0.0
,1215513+473253,183.96366,47.54803,UDG,10.34,0.0
,1215524+143039,183.96845,14.51085,UDG,6.84,0.003835987094778749
,1216017+151514,184.00703,15.25392,UDG,8.41,0.003835987094778749
,1216028+043952,184.01152,4.66457,UDG,8.58,0.006544527547787744
,1216060+062922,184.02492,6.48956,UDG,6.56,0.0
,1216088+325258,184.03684,32.88271,UDG,6.74,0.0
,1216128-033139,184.05324,-3.5274,UDG,5.75,0.0
,1216244+593030,184.10157,59.50824,UDG,5.68,0.0
,1216300+061514,184.12494,6.25385,UDG,8.32,0.0
,1216353+114824,184.14724,11.80654,UDG,13.93,0.003835987094778749
,1216389+292843,184.16208,29.47872,UDG,8.46,0.003102146085342814
,1216389+575604,184.16229,57.93451,UDG,5.82,0.0
,1216390+125221,184.16239,12.87254,UDG,6.3,0.003835987094778749
,1216427+182355,184.17812,18.3987,UDG,7.28,0.0
,1216464+384938,184.19341,38.82725,UDG,6.31,0.0
,1216506+073413,184.21084,7.57032,UDG,6.4,0.0
,1216523-054721,184.21791,-5.7891,UDG,6.63,0.0
,1216546+175615,184.2275,17.93753,UDG,15.74,0.00552715705743338
,1216589+143340,184.24529,14.56115,UDG,5.9,0.003835987094778749
,1216594+655843,184.24743,65.97847,UDG,7.75,0.0
,1217025+103046,184.2606,10.51288,UDG,7.41,0.003835987094778749
,1217094+470350,184.28908,47.06383,UDG,7.37,0.0
,1217122+280305,184.301,28.05126,UDG,7.21,0.0
,1217166+055736,184.31931,5.96014,UDG,11.41,0.0
,1217179+405132,184.32465,40.85893,UDG,8.32,0.0
,1217185+283421,184.3269,28.57237,UDG,6.08,0.0
,1217202+301000,184.33416,30.16666,UDG,8.09,0.0
,1217267+275954,184.36105,27.99845,UDG,6.44,0.0
,1217281+305553,184.36688,30.93129,UDG,9.82,0.0
,1217311+003133,184.37938,0.5259,UDG,8.15,0.0
,1217337+060100,184.39046,6.01655,UDG,12.31,0.0
,1217349+131937,184.39549,13.32698,UDG,5.95,0.003835987094778749
,1217356+073208,184.39854,7.53557,UDG,13.75,0.0
,1217377+283520,184.40716,28.58881,UDG,10.29,0.0
,1217388+754754,184.41158,75.79833,UDG,6.43,0.0
,1217421+133255,184.42535,13.54858,UDG,5.72,0.003835987094778749
,1217435+162646,184.43123,16.44621,UDG,7.06,0.003835987094778749
,1217438+073415,184.4326,7.5708,UDG,5.72,0.0
,1217441+051952,184.43389,5.33108,UDG,9.17,0.0
,1217442+332045,184.43411,33.34571,UDG,17.55,0.0
,1217450+281726,184.43738,28.2906,UDG,7.28,0.0
,1217482+124006,184.45066,12.66829,UDG,5.72,0.003835987094778749
,1217483+753043,184.45118,75.51203,UDG,6.54,0.0
,1217499+105412,184.45812,10.90336,UDG,5.99,0.003835987094778749
,1217516+060357,184.4652,6.06582,UDG,6.04,0.0
,1217525+080027,184.46878,8.00742,UDG,5.94,0.0
,1217546+660007,184.47731,66.00197,UDG,10.43,0.0
,1217553+073324,184.48054,7.55676,UDG,7.97,0.0
,1217573+142930,184.48875,14.49172,UDG,6.68,0.003835987094778749
,1218022+054935,184.50906,5.82648,UDG,6.98,0.0
,1218076+233530,184.53168,23.59153,UDG,5.34,0.0
,1218167+144400,184.56938,14.73314,UDG,6.29,0.003835987094778749
,1218173+280658,184.57192,28.11624,UDG,6.1,0.0
,1218206+101734,184.58601,10.29272,UDG,6.19,0.003835987094778749
,1218242+274243,184.60103,27.71184,UDG,6.72,0.0
,1218257+352052,184.60727,35.34781,UDG,6.59,0.0
,1218288+285031,184.62006,28.84195,UDG,6.42,0.0
,1218293+283846,184.62189,28.6462,UDG,13.7,0.003102146085342814
,1218348+061511,184.64513,6.25307,UDG,10.53,0.0
,1218381+290033,184.6589,29.00919,UDG,7.12,0.0
,1218387+752311,184.66105,75.38643,UDG,11.01,0.0
,1218390+285050,184.66232,28.84733,UDG,7.84,0.0
,1218434+293804,184.68087,29.63445,UDG,10.59,0.003102146085342814
,1218505+241242,184.71036,24.21162,UDG,7.09,0.0
,1218520+584626,184.71661,58.77398,UDG,5.34,0.0
,1218532+134401,184.7218,13.73355,UDG,5.87,0.003835987094778749
,1218555+455658,184.73109,45.9495,UDG,7.41,0.0
,1218559-025020,184.7331,-2.83886,UDG,5.5,0.0
,1218562+032953,184.73407,3.49804,UDG,5.84,0.0
,1219020+310424,184.75837,31.07324,UDG,9.94,0.0
,1219029+301122,184.76199,30.18943,UDG,6.31,0.0
,1219031+285404,184.76312,28.90124,UDG,7.53,0.0
,1219061+474349,184.77537,47.73025,UDG,8.25,0.0
,1219095+044133,184.78979,4.69245,UDG,6.55,0.006898105488697784
,1219099+115904,184.79141,11.98446,UDG,8.46,0.003835987094778749
,1219105+135220,184.79375,13.87234,UDG,5.99,0.003835987094778749
,1219110+064754,184.79577,6.79839,UDG,9.47,0.0
,1219115+124609,184.79772,12.7691,UDG,5.71,0.003835987094778749
,1219124+141039,184.80171,14.1775,UDG,7.07,0.003835987094778749
,1219164+055549,184.81817,5.93022,UDG,6.33,0.0
,1219180+240824,184.82499,24.14,UDG,8.68,0.0
,1219209+292418,184.83729,29.40497,UDG,5.6,0.0
,1219248+121526,184.85353,12.25716,UDG,6.09,0.003835987094778749
,1219301+295703,184.87524,29.95087,UDG,7.55,0.0
,1219312+052944,184.88018,5.49555,UDG,7.99,0.0
,1219325+432315,184.88559,43.38749,UDG,9.91,0.0
,1219354+120025,184.89762,12.00701,UDG,5.41,0.003835987094778749
,1219359+470536,184.89976,47.09322,UDG,7.55,0.0
,1219372+231220,184.90511,23.20548,UDG,7.12,0.0
,1219427+060734,184.92803,6.12609,UDG,5.39,0.0
,1219459+134208,184.94114,13.70236,UDG,5.6,0.003835987094778749
,1219477+685057,184.94877,68.84922,UDG,7.59,0.0
,1219542+064334,184.97603,6.72604,UDG,6.14,0.0
,1219549+130516,184.97891,13.08786,UDG,7.33,0.003835987094778749
,1219592+065748,184.99654,6.96347,UDG,10.57,0.0
,1220005+064529,185.00222,6.75804,UDG,8.14,0.0
,1220053+760411,185.02227,76.06962,UDG,9.85,0.0
,1220062+750706,185.02581,75.11842,UDG,8.87,0.0
,1220110+654130,185.0459,65.69164,UDG,5.65,0.0
,1220137+070758,185.05726,7.13266,UDG,13.29,0.0
,1220139+045823,185.05807,4.97293,UDG,6.11,0.0
,1220144+492251,185.05985,49.38096,UDG,5.8,0.0
,1220179+040618,185.07462,4.10493,UDG,22.02,0.006687960108722949
,1220179+151600,185.07456,15.26654,UDG,7.16,0.003835987094778749
,1220183+054810,185.07605,5.80278,UDG,8.82,0.0
,1220187+280132,185.07809,28.02559,UDG,12.01,0.007615268293373812
,1220192+081357,185.08013,8.23249,UDG,6.57,0.003835987094778749
,1220210+290834,185.08764,29.14267,UDG,5.97,0.0
,1220272+065906,185.11332,6.98497,UDG,8.36,0.0
,1220307+293408,185.12777,29.56884,UDG,6.93,0.0
,1220371+131911,185.1545,13.31979,UDG,6.68,0.003835987094778749
,1220414+040423,185.17239,4.07305,UDG,6.03,0.0
,1220414+161005,185.17255,16.16807,UDG,8.03,0.003835987094778749
,1220459+053029,185.1914,5.50814,UDG,5.37,0.0
,1220468+305052,185.19512,30.84791,UDG,6.74,0.0
,1220496+054423,185.20667,5.73966,UDG,7.13,0.0
,1220524+485156,185.21815,48.86555,UDG,5.57,0.0
,1220529+405053,185.22057,40.84803,UDG,5.3,0.0
,1220557+110552,185.23218,11.0978,UDG,9.97,0.003835987094778749
,1221026+143709,185.26093,14.61924,UDG,5.4,0.003835987094778749
,1221038+120956,185.26576,12.16563,UDG,6.2,0.003835987094778749
,1221047+114820,185.26939,11.80552,UDG,6.49,0.003835987094778749
,1221085+292921,185.28551,29.48924,UDG,13.95,0.0
,1221086+133424,185.28596,13.5733,UDG,10.81,0.003835987094778749
,1221139+093534,185.30806,9.59283,UDG,11.7,0.003835987094778749
,1221142+134032,185.30906,13.67553,UDG,10.38,0.005757316283120105
,1221159+175537,185.31622,17.92706,UDG,9.74,0.005216942448899098
,1221160+051911,185.31647,5.31969,UDG,5.88,0.0
,1221169+100034,185.32061,10.00941,UDG,5.34,0.003835987094778749
,1221185+064840,185.32702,6.81119,UDG,5.53,0.0
,1221212+080344,185.33822,8.06209,UDG,6.25,0.003835987094778749
,1221219+295404,185.34108,29.90114,UDG,5.99,0.0
,1221234+303645,185.34752,30.6124,UDG,22.01,0.0
,1221254+280821,185.35568,28.13904,UDG,8.34,0.0
,1221327+371323,185.38632,37.22295,UDG,6.42,0.0
,1221400+284347,185.41668,28.72967,UDG,9.33,0.0
,1221420+220357,185.42505,22.06592,UDG,9.37,0.022435521043027706
,1221428+375913,185.42847,37.98705,UDG,13.54,0.0
,1221451+405311,185.43784,40.88642,UDG,7.42,0.0
,1221453+114227,185.4388,11.70762,UDG,5.73,0.003835987094778749
,1221493+133549,185.45532,13.59688,UDG,6.55,0.003835987094778749
,1221496+052244,185.45679,5.37899,UDG,10.9,0.0
,1221497+283111,185.45703,28.51971,UDG,15.59,0.0
,1221577+281437,185.4905,28.2435,UDG,16.78,0.0
,1222002+113810,185.5007,11.6361,UDG,9.61,0.003835987094778749
,1222006+744146,185.50259,74.69612,UDG,6.85,0.0
,1222095+153202,185.53944,15.53395,UDG,5.48,0.003835987094778749
,1222124+330921,185.5518,33.15585,UDG,7.22,0.0
,1222127+115823,185.5529,11.97319,UDG,6.27,0.003835987094778749
,1222127+301412,185.5529,30.23673,UDG,8.15,0.0
,1222131+301827,185.55447,30.30761,UDG,6.88,0.0
,1222203+611356,185.58439,61.23227,UDG,7.07,0.0
,1222251+642846,185.60461,64.47936,UDG,6.22,0.0
,1222324+572449,185.63481,57.41361,UDG,9.38,0.0
,1222393+302134,185.66363,30.35949,UDG,7.82,0.0
,1222395+102143,185.6647,10.36202,UDG,7.5,0.003835987094778749
,1222511+093046,185.71288,9.51286,UDG,8.26,0.003835987094778749
,1222577+654738,185.74027,65.79384,UDG,5.92,0.0
,1222581+061415,185.7421,6.2374,UDG,6.96,0.0
,1223015+161838,185.75643,16.31066,UDG,6.06,0.003835987094778749
,1223072+320049,185.7801,32.0137,UDG,7.46,0.0
,1223083+290248,185.78462,29.04659,UDG,8.02,0.0
,1223092+283233,185.78843,28.54246,UDG,8.51,0.0021681666187879883
,1223095+314710,185.78963,31.78598,UDG,10.97,0.0
,1223128+484856,185.80341,48.81557,UDG,5.36,0.0
,1223145+113321,185.81059,11.55583,UDG,10.46,0.003835987094778749
,1223150+074427,185.81253,7.74091,UDG,11.68,0.0
,1223182+101935,185.82563,10.32636,UDG,6.09,0.003835987094778749
,1223267+224651,185.86108,22.78077,UDG,12.38,0.0
,1223389+044833,185.91221,4.80908,UDG,6.53,0.0
,1223446+295952,185.93587,29.99787,UDG,8.24,0.0
,1223450+051657,185.93738,5.28254,UDG,8.86,0.0
,1223492+113254,185.95484,11.54846,UDG,7.47,0.003835987094778749
,1224000+743200,185.99982,74.53333,UDG,10.2,0.0
,1224001+161503,186.00054,16.25077,UDG,9.81,0.003835987094778749
,1224008+115627,186.00315,11.94084,UDG,22.3,0.005497136288865546
,1224039+751950,186.01621,75.33051,UDG,6.37,0.0
,1224060+070426,186.02512,7.07393,UDG,5.47,0.0
,1224081+280545,186.03387,28.09583,UDG,9.29,0.0
,1224258+125500,186.10765,12.91678,UDG,6.12,0.003835987094778749
,1224261+095813,186.10893,9.97015,UDG,7.75,0.003835987094778749
,1224293+412452,186.12229,41.41433,UDG,6.44,0.0
,1224352+393812,186.14664,39.6367,UDG,8.99,0.0
,1224363+101305,186.15133,10.21816,UDG,6.76,0.003835987094778749
,1224397+180345,186.16532,18.06261,UDG,8.3,0.005080181169867856
,1224413+085915,186.17198,8.98756,UDG,7.28,0.003835987094778749
,1224424+135541,186.17656,13.92796,UDG,6.28,0.003835987094778749
,1224427+031216,186.17776,3.20441,UDG,8.71,0.0
,1224460+065535,186.19178,6.9264,UDG,7.83,0.0
,1224517+582535,186.21554,58.4265,UDG,7.58,0.0
,1224584+760039,186.24318,76.0109,UDG,7.68,0.0
,1225030+113011,186.26246,11.50305,UDG,7.46,0.003835987094778749
,1225058+325042,186.27415,32.84502,UDG,6.18,0.0
,1225094+575043,186.28907,57.84518,UDG,5.37,0.0
,1225110-053426,186.29599,-5.57402,UDG,6.75,0.0
,1225185+270859,186.32697,27.14966,UDG,6.29,0.019636918284315213
,1225242+073933,186.35087,7.65903,UDG,5.53,0.0
,1225246+111512,186.35253,11.25332,UDG,7.72,0.003835987094778749
,1225277+335932,186.36557,33.99208,UDG,6.3,0.0
,1225289+093621,186.37022,9.6057,UDG,7.77,0.003835987094778749
,1225302+203253,186.37577,20.54818,UDG,9.18,0.0
,1225365+174441,186.40205,17.74461,UDG,7.29,0.005216942448899098
,1225379+111715,186.40788,11.28756,UDG,5.3,0.003835987094778749
,1225413-022346,186.42197,-2.39598,UDG,5.9,0.0
,1225486+460821,186.45253,46.13908,UDG,5.34,0.0
,1225511+144716,186.46285,14.78783,UDG,5.35,0.003835987094778749
,1225544+140829,186.47664,14.14138,UDG,38.7,0.0
,1225564+111030,186.4852,11.17505,UDG,8.42,0.003835987094778749
,1226015+065908,186.50639,6.98564,UDG,6.24,0.0
,1226040+241802,186.51652,24.30068,UDG,5.36,0.03865007171060988
,1226047+091035,186.51978,9.17644,UDG,9.23,0.003835987094778749
,1226090+053245,186.5377,5.54589,UDG,6.83,0.0
,1226098+071809,186.54103,7.30242,UDG,5.52,0.0
,1226098+180511,186.54064,18.08645,UDG,9.3,0.003835987094778749
,1226114+753555,186.54771,75.59847,UDG,5.4,0.0
,1226120+634021,186.55019,63.67254,UDG,5.89,0.0
,1226143+135112,186.55968,13.85346,UDG,6.13,0.003835987094778749
,1226198+155943,186.58243,15.99521,UDG,7.24,0.003835987094778749
,1226241-075426,186.60046,-7.90716,UDG,7.56,0.0
,1226261+111013,186.60872,11.17035,UDG,6.62,0.003835987094778749
,1226306+220532,186.62734,22.09234,UDG,8.29,0.022468877452547522
,1226318+074107,186.63251,7.68535,UDG,8.49,0.0
,1226334+072329,186.63907,7.39145,UDG,6.07,0.0
,1226358+163523,186.64908,16.5898,UDG,5.71,0.003835987094778749
,1226380+085453,186.65822,8.91461,UDG,8.51,0.003835987094778749
,1226429+753334,186.67864,75.55946,UDG,7.32,0.0
,1226459+135423,186.69119,13.90652,UDG,5.87,0.003835987094778749
,1226472+140724,186.69656,14.12326,UDG,6.09,0.003835987094778749
,1226489+352605,186.7036,35.43478,UDG,5.9,0.0
,1226494+750428,186.70563,75.07431,UDG,5.34,0.0
,1226524+055932,186.71848,5.99223,UDG,5.34,0.0
,1226598+075341,186.74916,7.89465,UDG,5.56,0.003835987094778749
,1227064+182006,186.77676,18.33497,UDG,10.27,0.0
,1227071+144247,186.77973,14.71295,UDG,6.7,0.003835987094778749
,1227143+740505,186.80975,74.08473,UDG,6.86,0.0
,1227157+081145,186.81548,8.19592,UDG,5.65,0.003835987094778749
,1227195+141725,186.83105,14.29036,UDG,7.13,0.003835987094778749
,1227209+751839,186.83702,75.31072,UDG,8.5,0.0
,1227234+171505,186.84751,17.25134,UDG,5.69,0.003835987094778749
,1227237+161346,186.84886,16.22949,UDG,6.35,0.003835987094778749
,1227239+654125,186.84975,65.69041,UDG,10.47,0.0
,1227242+184049,186.85074,18.68016,UDG,12.16,0.0
,1227265+094418,186.86038,9.73826,UDG,9.63,0.003835987094778749
,1227343+071434,186.8928,7.24267,UDG,11.09,0.0
,1227381+160635,186.90893,16.10974,UDG,5.8,0.003835987094778749
,1227432+082754,186.92994,8.4649,UDG,9.05,0.003835987094778749
,1227432-024551,186.92984,-2.76409,UDG,6.01,0.0
,1227458+013653,186.94065,1.61468,UDG,21.41,0.0
,1227462+743523,186.94268,74.58986,UDG,6.39,0.0
,1227465+085523,186.94381,8.92309,UDG,5.46,0.003835987094778749
,1227471+092144,186.94638,9.36214,UDG,5.62,0.003835987094778749
,1227479+075150,186.94963,7.86398,UDG,7.94,0.003835987094778749
,1227479+145554,186.94959,14.93154,UDG,12.2,0.003835987094778749
,1227502+543021,186.95898,54.50571,UDG,5.47,0.0
,1227512+103006,186.96337,10.50179,UDG,9.07,0.003835987094778749
,1227590+175042,186.99564,17.84493,UDG,5.66,0.003835987094778749
,1227597+753013,186.99894,75.50366,UDG,5.34,0.0
,1228016+104710,187.00665,10.78624,UDG,6.85,0.003835987094778749
,1228020+145504,187.00819,14.91769,UDG,10.37,0.003835987094778749
,1228041+082456,187.017,8.41552,UDG,6.54,0.003835987094778749
,1228094+145336,187.03906,14.8933,UDG,5.67,0.003835987094778749
,1228110+134107,187.04589,13.68527,UDG,6.74,0.003835987094778749
,1228144+134344,187.05982,13.7288,UDG,8.96,0.003835987094778749
,1228164+075859,187.06823,7.98297,UDG,7.31,0.003835987094778749
,1228190+074247,187.07934,7.71316,UDG,6.25,0.0
,1228253+080447,187.10538,8.07968,UDG,5.88,0.003835987094778749
,1228264+183256,187.11019,18.5489,UDG,8.81,0.0
,1228304+082817,187.12664,8.47142,UDG,8.06,0.003835987094778749
,1228380+183212,187.15849,18.53673,UDG,13.31,0.0
,1228414+311527,187.17255,31.25741,UDG,6.98,0.0
,1228430+745725,187.17919,74.95695,UDG,6.81,0.0
,1228461+162757,187.19211,16.4658,UDG,10.09,0.003835987094778749
,1228499+453212,187.20808,45.53672,UDG,6.27,0.0
,1228505-084641,187.21048,-8.77796,UDG,5.43,0.0
,1228537+071822,187.22385,7.30619,UDG,7.47,0.0
,1228553+300223,187.2304,30.0398,UDG,9.17,0.0
,1228580+555041,187.24183,55.8447,UDG,5.51,0.0
,1228597+304421,187.24859,30.73907,UDG,6.92,0.0
,1229009-075449,187.25394,-7.91371,UDG,5.51,0.0
,1229068+083038,187.2785,8.51066,UDG,6.21,0.003835987094778749
,1229090+102954,187.28746,10.49828,UDG,7.88,0.003835987094778749
,1229105-032452,187.29367,-3.41438,UDG,6.43,0.0
,1229149+174722,187.31211,17.78934,UDG,5.81,0.003835987094778749
,1229167+105419,187.31942,10.90531,UDG,6.69,0.003835987094778749
,1229224+152211,187.34341,15.36976,UDG,5.41,0.005036817837492096
,1229261+180056,187.35893,18.01542,UDG,6.12,0.003835987094778749
,1229264+080115,187.35996,8.02087,UDG,7.32,0.003835987094778749
,1229296+181452,187.37323,18.24769,UDG,7.82,0.0
,1229362+143137,187.40084,14.52698,UDG,6.38,0.003835987094778749
,1229430+142205,187.42916,14.36798,UDG,7.25,0.003835987094778749
,1229432+410943,187.43015,41.16186,UDG,6.35,0.03763270122025551
,1229458+033118,187.44084,3.52167,UDG,14.87,0.0
,1229530+134937,187.47084,13.82705,UDG,5.34,0.003835987094778749
,1230020+092825,187.50835,9.47359,UDG,7.68,0.003835987094778749
,1230038+102324,187.5159,10.38995,UDG,9.05,0.003835987094778749
,1230051+032952,187.52121,3.49766,UDG,6.23,0.0
,1230127+074109,187.55273,7.68588,UDG,6.12,0.0
,1230140+563732,187.55849,56.62561,UDG,5.51,0.0
,1230140+642816,187.5583,64.47099,UDG,5.81,0.0
,1230172+752147,187.57179,75.36294,UDG,8.34,0.0
,1230188+100833,187.57813,10.14243,UDG,5.55,0.003835987094778749
,1230211+074600,187.58788,7.76647,UDG,9.94,0.0
,1230235+192714,187.59781,19.45391,UDG,13.11,0.0
,1230260+300221,187.60819,30.03918,UDG,12.61,0.0021681666187879883
,1230268+084407,187.61168,8.73536,UDG,13.59,0.003835987094778749
,1230268+104723,187.61172,10.7898,UDG,6.87,0.003835987094778749
,1230314+265542,187.63078,26.92841,UDG,5.82,0.0
,1230342+231221,187.64235,23.20582,UDG,7.79,0.0020814399540364688
,1230359+273311,187.64946,27.55303,UDG,6.63,0.02266234462776245
,1230417+143649,187.67382,14.61347,UDG,9.22,0.003835987094778749
,1230432+640107,187.67985,64.01868,UDG,5.53,0.0
,1230469+101624,187.6954,10.27329,UDG,6.37,0.003835987094778749
,1230472+040533,187.69654,4.0925,UDG,15.59,0.0
,1230477+171803,187.69881,17.30077,UDG,6.81,0.003835987094778749
,1230479+081737,187.69948,8.29368,UDG,5.35,0.003835987094778749
,1230496+161117,187.70685,16.18797,UDG,5.62,0.003835987094778749
,1230502+003000,187.70898,0.49974,UDG,8.0,0.0
,1231004+183041,187.75164,18.51139,UDG,13.01,0.0
,1231044+102618,187.76848,10.43822,UDG,6.06,0.003835987094778749
,1231077+185817,187.78188,18.9714,UDG,6.39,0.0
,1231152+182025,187.81329,18.34024,UDG,27.05,0.005150229629859468
,1231174+640727,187.82231,64.1241,UDG,10.7,0.0
,1231216+145942,187.83993,14.9951,UDG,7.64,0.003835987094778749
,1231314+140105,187.88098,14.01816,UDG,7.86,0.003835987094778749
,1231329+232917,187.88688,23.48808,UDG,10.43,0.0035357794091004117
,1231335+135251,187.88974,13.88076,UDG,6.46,0.003835987094778749
,1231347+153651,187.89472,15.61407,UDG,6.21,0.004983447582260392
,1231395+174604,187.91447,17.76765,UDG,5.95,0.003835987094778749
,1231418+264434,187.92396,26.74286,UDG,5.82,0.0
,1231441+071911,187.9339,7.31978,UDG,5.31,0.0
,1231462+092537,187.94262,9.42696,UDG,7.09,0.003835987094778749
,1231517+235806,187.96556,23.96832,UDG,6.78,0.0
,1231530+623158,187.97063,62.53289,UDG,5.45,0.0
,1231536+095125,187.97352,9.857,UDG,12.79,0.005700610386936419
,1231541+181111,187.97523,18.1865,UDG,6.69,0.005150229629859468
,1231560+064513,187.98314,6.75364,UDG,7.22,0.0
,1232048-034549,188.01985,-3.7635,UDG,7.96,0.0
,1232057+101348,188.02381,10.23011,UDG,5.58,0.003835987094778749
,1232082+493846,188.03431,49.64598,UDG,10.22,0.0
,1232096+140818,188.04012,14.13842,UDG,5.38,0.003835987094778749
,1232135+064604,188.05623,6.7677,UDG,6.8,0.0
,1232160+183418,188.06671,18.57164,UDG,6.76,0.005150229629859468
,1232162+142010,188.06758,14.33611,UDG,15.0,0.003835987094778749
,1232173+161610,188.07228,16.26939,UDG,7.56,0.003835987094778749
,1232200-064053,188.08339,-6.68132,UDG,13.11,0.0
,1232221+014345,188.09201,1.72911,UDG,19.01,0.005533828339337343
