host,ID,ra,dec,morph,re,zspec
,1124083+181320,171.03464,18.22225,UDG,9.94,0.0
,1124099+265744,171.04125,26.96221,UDG,7.39,0.0
,1124106+112514,171.04431,11.42051,UDG,9.83,0.0
,1124167+175559,171.06966,17.93305,UDG,6.03,0.0
,1124178+384318,171.07403,38.72171,UDG,5.71,0.0
,1124182+122509,171.07582,12.41903,UDG,5.54,0.0
,1124290+384744,171.12104,38.79548,UDG,5.65,0.0
,1124347+124027,171.14474,12.67421,UDG,22.95,0.0
,1124459+112002,171.19139,11.33387,UDG,13.99,0.0
,1124519+174918,171.21625,17.82159,UDG,5.49,0.0
,1125017+560259,171.25712,56.04965,UDG,7.31,0.006117565505934109
,1125141+384529,171.30885,38.75797,UDG,7.07,0.0
,1125255+542326,171.35622,54.39045,UDG,6.69,0.0
,1125331+180715,171.38806,18.12094,UDG,9.05,0.0
,1125337-014144,171.39062,-1.69567,UDG,5.73,0.0
,1125419+174245,171.42444,17.71251,UDG,8.53,0.0
,1125428-051817,171.42815,-5.30469,UDG,6.79,0.0
,1125516+004426,171.46493,0.74056,UDG,5.57,0.0
,1125516+204621,171.46511,20.7726,UDG,6.26,0.0
,1126215+124617,171.58938,12.77136,UDG,6.07,0.0
,1126354+221617,171.64769,22.27146,UDG,5.39,0.0
,1126454-073312,171.68905,-7.5532,UDG,5.81,0.0
,1127035+203258,171.76461,20.54956,UDG,6.52,0.0
,1127391+510305,171.91291,51.05133,UDG,5.34,0.0
,1127512+145410,171.96349,14.90276,UDG,6.68,0.0
,1127517+565118,171.96541,56.85487,UDG,9.57,0.007495185219102477
,1128079+253607,172.0331,25.60191,UDG,8.15,0.0
,1128130+524303,172.05412,52.71743,UDG,6.49,0.0
,1128316+570023,172.13151,57.00634,UDG,5.52,0.0
,1128385+521403,172.16046,52.23427,UDG,9.29,0.0
,1128430+533943,172.17912,53.66199,UDG,9.21,0.0
,1128480+552352,172.20013,55.39786,UDG,7.26,0.0
,1128483+504021,172.20106,50.67261,UDG,7.39,0.0
,1128512+181658,172.21318,18.28284,UDG,25.39,0.0
,1129005+791644,172.25189,79.27875,UDG,6.63,0.0
,1129236+633930,172.34831,63.65821,UDG,10.56,0.012535338697546555
,1129321+240411,172.38366,24.06975,UDG,12.28,0.0
,1129544+522419,172.4768,52.40519,UDG,12.43,0.0
,1129572+525248,172.48834,52.87996,UDG,9.46,0.0
,1130158+090504,172.5658,9.08446,UDG,5.52,0.0
,1130318+174538,172.63257,17.76058,UDG,6.99,0.0
,1130351+504603,172.64608,50.76739,UDG,9.64,0.0
,1130417+175407,172.67368,17.90181,UDG,5.38,0.0
,1130490+465452,172.70398,46.91449,UDG,6.19,0.0
,1131267+152823,172.86126,15.47317,UDG,5.73,0.0
,1131492+531156,172.9551,53.19889,UDG,9.75,0.0
,1132112+175430,173.04659,17.90823,UDG,5.47,0.0
,1132161+531033,173.06695,53.17584,UDG,10.4,0.0
,1132199+165018,173.08285,16.83829,UDG,6.95,0.0
,1132285+525908,173.11872,52.98566,UDG,9.59,0.0
,1132459+531153,173.19135,53.19817,UDG,9.61,0.0
,1133021+120049,173.25878,12.01363,UDG,8.41,0.0
,1133044+531454,173.26831,53.24832,UDG,5.58,0.0
,1133069-082300,173.27878,-8.38341,UDG,6.93,0.0
,1133099+525218,173.29115,52.87178,UDG,8.3,0.0
,1133197+573031,173.33193,57.5085,UDG,6.35,0.0
,1133264+341645,173.35981,34.27903,UDG,6.93,0.0
,1133300+594406,173.37498,59.73492,UDG,5.59,0.0
,1133464+631015,173.4434,63.17078,UDG,5.98,0.0
,1133471+490934,173.44608,49.15937,UDG,5.87,0.0
,1133486+185734,173.45247,18.95941,UDG,8.05,0.01239190613661135
,1133532+330651,173.47156,33.11406,UDG,9.91,0.0
,1133541+380220,173.4753,38.03899,UDG,7.94,0.0
,1134010+114103,173.5042,11.68426,UDG,5.45,0.0
,1134184+522341,173.57682,52.3947,UDG,7.78,0.0
,1134230+704132,173.59565,70.69231,UDG,6.44,0.0
,1134248+461006,173.60339,46.16841,UDG,5.31,0.0
,1134365+523621,173.65198,52.60575,UDG,6.41,0.0
,1134506+331225,173.71091,33.20705,UDG,5.65,0.0
,1134558+535425,173.73234,53.90691,UDG,5.91,0.0
,1135185+180406,173.82702,18.06829,UDG,5.89,0.0
,1135208+543305,173.8367,54.55145,UDG,9.16,0.0
,1135276+335854,173.86503,33.98171,UDG,5.97,0.0
,1135283+581631,173.86784,58.27529,UDG,8.96,0.0
,1135304+015942,173.87665,1.99492,UDG,10.44,0.005377053214594211
,1135350+014634,173.89587,1.77623,UDG,13.46,0.0
,1135368+163006,173.90316,16.5016,UDG,6.9,0.0
,1135394+203111,173.91431,20.51983,UDG,5.83,0.0
,1135471+081757,173.94633,8.29915,UDG,5.34,0.0
,1135533+582254,173.9722,58.38153,UDG,8.08,0.007795392904780814
,1136176+473849,174.07334,47.64687,UDG,7.85,0.017358675514111833
,1136343+203624,174.14311,20.60679,UDG,5.39,0.0
,1136428+483754,174.17818,48.63159,UDG,7.39,0.0
,1136573+470923,174.23887,47.15633,UDG,6.25,0.0
,1136576+115451,174.24004,11.91425,UDG,6.88,0.0
,1137006+165434,174.2526,16.90958,UDG,7.93,0.0
,1137277+541105,174.36554,54.18477,UDG,7.13,0.0
,1137323+464045,174.38478,46.67913,UDG,9.23,0.0
,1137389+202220,174.4121,20.37221,UDG,5.57,0.0
,1137430+174950,174.42917,17.83058,UDG,11.42,0.0
,1137504+101028,174.46019,10.17451,UDG,10.27,0.0
,1138127+093454,174.55285,9.58157,UDG,9.74,0.0
,1138440+600155,174.68345,60.03207,UDG,6.1,0.008429164685657303
,1138572+170656,174.73854,17.1155,UDG,7.42,0.0
,1139057+194319,174.77374,19.72182,UDG,5.43,0.022795770265841713
,1139214+200615,174.83923,20.10427,UDG,6.49,0.0
,1139258+462938,174.85767,46.49388,UDG,9.95,0.0
,1139290+532101,174.87092,53.35018,UDG,9.15,0.0
,1139311+314713,174.87942,31.78706,UDG,6.89,0.0
,1139318+595219,174.88261,59.87205,UDG,5.78,0.0
,1139401+193518,174.91708,19.58838,UDG,8.31,0.02461035894371966
,1139452+195719,174.93842,19.9554,UDG,11.08,0.0
,1139474+313858,174.94752,31.64958,UDG,7.94,0.0
,1139486+165349,174.95239,16.89686,UDG,7.9,0.0
,1139486+194637,174.95236,19.77701,UDG,6.18,0.0
,1139592+600057,174.99674,60.01596,UDG,6.87,0.007975517516187816
,1140031+462845,175.01307,46.47919,UDG,11.46,0.0
,1140061+293852,175.02547,29.64783,UDG,6.93,0.0
,1140111+253354,175.04643,25.56507,UDG,6.55,0.0
,1140213+363431,175.08887,36.57537,UDG,5.7,0.0
,1140228-061229,175.09498,-6.20811,UDG,6.52,0.0
,1140249+201914,175.1039,20.32046,UDG,7.09,0.0
,1140253+173950,175.10538,17.66396,UDG,5.5,0.0
,1140313+503830,175.13025,50.64153,UDG,7.9,0.0
,1140318+481531,175.13246,48.25852,UDG,10.13,0.0
,1140357+373704,175.14878,37.61778,UDG,6.07,0.0
,1140435+173836,175.18109,17.64335,UDG,22.14,0.0112277674443698
,1140456+311448,175.18998,31.24666,UDG,9.52,0.0
,1140467+512903,175.19447,51.48429,UDG,6.34,0.0
,1140497+174324,175.20704,17.7232,UDG,14.37,0.0112277674443698
,1140539+431711,175.22447,43.28625,UDG,10.43,0.0
,1140596-080618,175.24841,-8.105,UDG,5.36,0.0
,1141089+581343,175.28703,58.22858,UDG,10.33,0.008382465712329562
,1141113+442641,175.2969,44.4446,UDG,6.14,0.0
,1141234+363806,175.34733,36.63493,UDG,7.2,0.0
,1141248+182518,175.35321,18.42155,UDG,6.04,0.0
,1141275+100540,175.3646,10.09444,UDG,5.8,0.0
,1141283-062939,175.36786,-6.49404,UDG,5.5,0.0
,1141297-060939,175.37396,-6.16075,UDG,8.8,0.0
,1141443+201051,175.43471,20.18075,UDG,6.85,0.0
,1141496+200248,175.45685,20.04659,UDG,5.43,0.0
,1141503+203222,175.45946,20.53943,UDG,7.0,0.0
,1141584+644409,175.49324,64.73573,UDG,5.51,0.0
,1142042+210852,175.51736,21.14774,UDG,7.25,0.0
,1142064+470021,175.52662,47.00591,UDG,11.24,0.0
,1142081+255857,175.53373,25.9826,UDG,5.59,0.0
,1142124+200408,175.55169,20.06889,UDG,7.52,0.02185178387643094
,1142134+204307,175.55598,20.71848,UDG,6.37,0.0
,1142173+213130,175.57228,21.52508,UDG,5.64,0.0
,1142221+141009,175.5922,14.16904,UDG,6.2,0.0
,1142221+483127,175.59215,48.52425,UDG,6.61,0.0
,1142303+521038,175.62625,52.1773,UDG,8.79,0.0
,1142372+583345,175.65512,58.56245,UDG,5.73,0.0
,1142376+405027,175.6566,40.84085,UDG,6.25,0.0
,1142401-063047,175.66717,-6.51318,UDG,5.58,0.0
,1142406+201233,175.66925,20.20922,UDG,5.91,0.0
,1142439+185341,175.68312,18.89461,UDG,8.22,0.0
,1142495+561255,175.7064,56.21519,UDG,10.15,0.006057523968798441
,1142565+183719,175.73539,18.62186,UDG,6.01,0.0
,1143100+224531,175.79149,22.75872,UDG,6.05,0.0
,1143296+200537,175.87319,20.09362,UDG,9.16,0.021928503618326517
,1143335+202038,175.88963,20.344,UDG,6.3,0.0
,1143374+334000,175.90586,33.66661,UDG,8.82,0.0
,1143382+535016,175.90911,53.83788,UDG,7.14,0.0
,1143406+550005,175.91909,55.00137,UDG,13.59,0.0
,1143503+581131,175.95954,58.19199,UDG,7.47,0.007988860079995741
,1143582+453418,175.99245,45.57168,UDG,6.22,0.0
,1143596+575242,175.99829,57.87846,UDG,5.32,0.0
,1144052+182433,176.02176,18.40904,UDG,7.16,0.0
,1144158+194759,176.06596,19.7996,UDG,6.77,0.0
,1144184+042546,176.07653,4.42953,UDG,5.32,0.0
,1144192+212350,176.07993,21.3971,UDG,7.9,0.022825791034409546
,1144201+193118,176.08359,19.5218,UDG,5.68,0.0
,1144220+124524,176.09147,12.75669,UDG,5.68,0.0
,1144302+194517,176.12576,19.75459,UDG,5.39,0.0
,1144312+365408,176.12981,36.90212,UDG,5.59,0.0
,1144341-054804,176.14221,-5.80122,UDG,11.54,0.0
,1144444+082458,176.18502,8.41612,UDG,5.75,0.0
,1144447+450018,176.18637,45.0049,UDG,6.03,0.0
,1144459+114854,176.19106,11.81507,UDG,6.21,0.02004720212140894
,1144463+163931,176.19289,16.6587,UDG,6.0,0.0
,1144498-015837,176.20729,-1.97694,UDG,6.59,0.0
,1144553+140138,176.23062,14.0273,UDG,6.47,0.0
,1144588-074022,176.24498,-7.67281,UDG,5.35,0.0
,1145002+192228,176.25087,19.3744,UDG,6.54,0.02186512644023887
,1145016+194713,176.25657,19.78695,UDG,6.52,0.0
,1145023+192850,176.2597,19.48059,UDG,16.53,0.0
,1145061+162957,176.27541,16.49924,UDG,10.57,0.0
,1145070+525818,176.27935,52.97153,UDG,8.41,0.0
,1145114+194203,176.29759,19.70072,UDG,7.14,0.02191516105451859
,1145141+564857,176.30881,56.81586,UDG,5.57,0.0
,1145159+713918,176.31626,71.65499,UDG,8.46,0.0
,1145217+154448,176.34043,15.74658,UDG,5.3,0.0
,1145321+155251,176.38387,15.8807,UDG,5.37,0.0
,1145334+262110,176.38913,26.35275,UDG,7.13,0.0
,1145385+134700,176.4105,13.78316,UDG,5.47,0.0
,1146170+391159,176.57074,39.19967,UDG,6.84,0.0
,1146172+133252,176.57186,13.54782,UDG,10.72,0.0
,1146192+134046,176.5801,13.67942,UDG,8.68,0.0
,1146199+012130,176.58293,1.35823,UDG,6.4,0.0
,1146296+193106,176.62354,19.51844,UDG,6.91,0.0
,1146296+295304,176.62353,29.88437,UDG,10.45,0.0
,1146326+191754,176.63599,19.29844,UDG,5.62,0.0
,1146528+472038,176.72015,47.34381,UDG,5.62,0.0
,1146539+543959,176.72472,54.66635,UDG,7.58,0.0
,1146561+192436,176.73382,19.40987,UDG,6.7,0.0
,1146566+192644,176.73572,19.44569,UDG,5.64,0.0
,1146592+204632,176.74647,20.77556,UDG,5.77,0.0
,1147122+132027,176.80071,13.34083,UDG,7.24,0.0
,1147145+543559,176.81031,54.5997,UDG,9.75,0.0
,1147208+125849,176.83649,12.98033,UDG,7.69,0.0
,1147216+193643,176.84011,19.61196,UDG,6.19,0.0
,1147219+552611,176.84143,55.43647,UDG,10.55,0.0
,1147237+594205,176.8486,59.70141,UDG,6.45,0.0
,1147264+472600,176.86014,47.43311,UDG,5.83,0.0
,1147293+592550,176.87201,59.43046,UDG,11.78,0.0
,1147394+594457,176.91437,59.74915,UDG,6.64,0.0
,1147468+212439,176.94513,21.41082,UDG,8.18,0.0
,1148091+124847,177.03796,12.81298,UDG,13.87,0.0
,1148128+551024,177.05314,55.17333,UDG,5.56,0.0
,1148148+592337,177.06157,59.39374,UDG,5.47,0.0
,1148168+193213,177.07004,19.53682,UDG,7.84,0.0
,1148219+193011,177.09142,19.50292,UDG,5.81,0.0
,1148257+592338,177.1072,59.39395,UDG,10.36,0.0
,1148420+290644,177.17503,29.11217,UDG,6.78,0.0
,1148471+483913,177.19619,48.65354,UDG,7.71,0.0
,1148586+513634,177.24412,51.60939,UDG,6.11,0.0
,1149170+483908,177.32077,48.65225,UDG,7.6,0.0
,1149185+260918,177.327,26.15508,UDG,9.86,0.0
,1149269+551513,177.36195,55.25361,UDG,9.21,0.0
,1149343+250539,177.39283,25.09421,UDG,9.52,0.0
,1149542+133050,177.47584,13.5138,UDG,6.52,0.0
,1149582+262936,177.49258,26.49324,UDG,7.22,0.0
,1149592+205956,177.49687,20.99893,UDG,6.52,0.0
,1150016+380743,177.5065,38.1286,UDG,7.68,0.0
,1150056+554700,177.52348,55.78314,UDG,10.41,0.0
,1150126+553321,177.5525,55.55595,UDG,5.48,0.0
,1150170+584336,177.57079,58.72677,UDG,6.75,0.0
,1150203+184549,177.58441,18.76349,UDG,10.01,0.0
,1150210+555251,177.58733,55.88092,UDG,6.06,0.0
,1150235+064223,177.59794,6.70646,UDG,5.8,0.0
,1150279+503544,177.61639,50.59547,UDG,7.16,0.0
,1150291+215518,177.62138,21.92176,UDG,14.57,0.0
,1150292+561253,177.62168,56.21461,UDG,5.61,0.0
,1150377+211546,177.65718,21.26289,UDG,5.66,0.0
,1150456+550645,177.68994,55.1124,UDG,6.75,0.0
,1150564-082041,177.73517,-8.34468,UDG,6.41,0.0
,1151029+103840,177.7619,10.64456,UDG,8.78,0.0
,1151072+195239,177.7799,19.8776,UDG,5.49,0.0
,1151116+465336,177.79816,46.89339,UDG,7.58,0.0
,1151344+172122,177.89348,17.35607,UDG,9.95,0.0
,1151542+210519,177.97564,21.08873,UDG,7.97,0.0
,1152057+544733,178.02363,54.79256,UDG,9.86,0.0
,1152064+232749,178.02676,23.46361,UDG,8.01,0.0
,1152120+303705,178.05018,30.61818,UDG,5.43,0.0
,1152125+232114,178.05228,23.35402,UDG,5.31,0.0
,1152152+553527,178.06333,55.59073,UDG,10.0,0.0
,1152174+603911,178.07265,60.65308,UDG,6.06,0.0
,1152202+322138,178.08421,32.36053,UDG,5.3,0.0
,1152296+141133,178.12317,14.19258,UDG,6.96,0.0
,1152341+370700,178.14202,37.11679,UDG,7.69,0.0
,1152465+032940,178.19385,3.49438,UDG,6.22,0.0
,1152494+474909,178.2058,47.81907,UDG,6.02,0.0
,1152526+503113,178.21931,50.52041,UDG,5.78,0.0
,1152541+331200,178.22528,33.20013,UDG,6.46,0.008946189033214438
,1152572+570656,178.23839,57.11542,UDG,5.31,0.0
,1153036+484844,178.26519,48.81222,UDG,6.79,0.0
,1153093+363919,178.28878,36.65526,UDG,7.73,0.0
,1153093-042915,178.28865,-4.48736,UDG,5.31,0.0
,1153149-060505,178.31212,-6.08476,UDG,5.47,0.0
,1153250+441323,178.35414,44.22318,UDG,6.97,0.0
,1153459+131300,178.44143,13.21665,UDG,5.66,0.0
,1153462+560901,178.44252,56.1504,UDG,11.64,0.0
,1154025+301526,178.51044,30.2572,UDG,7.96,0.0
,1154071+502438,178.52956,50.41064,UDG,8.35,0.0
,1154125+122607,178.55191,12.43515,UDG,11.94,0.0033456478748374653
,1154198+572139,178.58237,57.36087,UDG,7.03,0.0
,1154281+205351,178.61704,20.89745,UDG,7.32,0.0
,1154306+532048,178.62741,53.34666,UDG,8.66,0.0
,1154456+532942,178.68985,53.49505,UDG,5.38,0.0
,1154458+325206,178.69077,32.86829,UDG,7.37,0.0
,1154510+552348,178.71245,55.39676,UDG,7.44,0.0
,1154556+304114,178.73182,30.6873,UDG,10.11,0.0
,1154565+111457,178.73544,11.24921,UDG,5.69,0.0
,1155176+461858,178.82333,46.31616,UDG,7.58,0.0
,1155324+574933,178.88481,57.82574,UDG,6.16,0.0
,1155394+451100,178.9143,45.18312,UDG,10.11,0.0
,1155527+552528,178.96939,55.42456,UDG,7.3,0.0
,1155533+063539,178.97195,6.59425,UDG,8.74,0.0
,1155535+454742,178.97296,45.79495,UDG,5.52,0.0
,1155584+000236,178.99342,0.04323,UDG,8.45,0.0
,1155591+274558,178.99607,27.76604,UDG,9.3,0.0
,1155591+481200,178.99612,48.20005,UDG,7.23,0.0
,1156030+444755,179.01265,44.79855,UDG,7.31,0.0
,1156094+551555,179.03936,55.26526,UDG,7.14,0.0
,1156159+365837,179.06621,36.97689,UDG,7.98,0.0
,1156192+034612,179.0801,3.76989,UDG,5.96,0.0
,1156252+230848,179.10497,23.14667,UDG,6.34,0.0
,1156531+561256,179.22126,56.21568,UDG,12.35,0.0
,1157038+531802,179.26602,53.30062,UDG,6.82,0.0
,1157056+532627,179.2732,53.44078,UDG,6.6,0.0
,1157078+314735,179.28234,31.79294,UDG,7.97,0.0
,1157155+303753,179.31465,30.63134,UDG,6.76,0.0
,1157165+553237,179.31887,55.54363,UDG,6.39,0.0
,1157291+254052,179.37137,25.68112,UDG,6.78,0.0
,1157297-011605,179.3737,-1.26799,UDG,6.94,0.0
,1157322+252753,179.38427,25.46469,UDG,7.33,0.0
,1157322+281517,179.38415,28.25466,UDG,5.88,0.0
,1157366+530959,179.40266,53.16634,UDG,10.56,0.0
,1157466+273932,179.44418,27.65893,UDG,5.41,0.0
,1158026+551447,179.51097,55.24633,UDG,7.98,0.0
,1158049+280750,179.5203,28.13064,UDG,5.63,0.0
,1158167-012921,179.56947,-1.48912,UDG,7.9,0.0
,1158209+615137,179.58726,61.86032,UDG,5.78,0.0
,1158232+430141,179.59668,43.02809,UDG,5.41,0.0
,1158259+485737,179.60785,48.96035,UDG,7.29,0.0
,1158320-015128,179.63336,-1.85779,UDG,5.75,0.0
,1158361+301709,179.65037,30.28581,UDG,9.92,0.0
,1158552+535711,179.72994,53.95299,UDG,6.43,0.0
,1159081+321255,179.78366,32.21519,UDG,14.59,0.0
,1159128+423048,179.80336,42.5133,UDG,7.99,0.0
,1159181+293712,179.82521,29.61997,UDG,5.37,0.0
,1159341+190840,179.89227,19.14438,UDG,5.83,0.0
,1159360+113608,179.89988,11.60216,UDG,13.92,0.0
,1159393+555408,179.91364,55.9022,UDG,5.95,0.0
,1159435-004622,179.93139,-0.77266,UDG,9.44,0.008589275451352416
,1159596+542658,179.9984,54.44938,UDG,5.67,0.0
,1200045+273721,180.01873,27.62263,UDG,7.13,0.0
,1200107+445103,180.04478,44.85079,UDG,8.52,0.0
,1200120+551741,180.0499,55.29474,UDG,7.89,0.0
,1200183+445535,180.07622,44.92629,UDG,6.16,0.0
,1200236+311006,180.09815,31.16835,UDG,7.2,0.0
,1200284+562155,180.11824,56.36519,UDG,9.63,0.0
,1200324+504600,180.13516,50.76652,UDG,5.78,0.0
,1200379+383851,180.15812,38.64737,UDG,5.34,0.0
,1200397+212449,180.16535,21.41369,UDG,9.31,0.023232739230551292
,1200423+421531,180.1764,42.2585,UDG,5.64,0.0
,1200525+543856,180.21867,54.64887,UDG,8.71,0.0
,1201082+175804,180.28432,17.96791,UDG,6.03,0.0
,1201099+554017,180.29105,55.67139,UDG,8.75,0.0
,1201144+214619,180.30991,21.77206,UDG,6.06,0.0
,1201148+200209,180.31172,20.03591,UDG,11.14,0.0
,1201212+304437,180.33828,30.7436,UDG,7.06,0.0
,1201284+704423,180.36838,70.73978,UDG,5.41,0.0
,1201360+615010,180.39985,61.83615,UDG,9.69,0.0
,1201382+305220,180.40932,30.87227,UDG,5.51,0.0
,1201405-011214,180.41863,-1.20388,UDG,12.83,0.0
,1201416+643726,180.42323,64.62382,UDG,7.33,0.0
,1201473+282140,180.4471,28.3611,UDG,11.46,0.002805274040616459
,1201524+615251,180.46829,61.88089,UDG,6.77,0.0
,1201573+562827,180.48877,56.47415,UDG,7.6,0.0
,1201595+305752,180.49781,30.96432,UDG,9.67,0.0
,1202095+364501,180.53943,36.75018,UDG,7.42,0.0
,1202143+085600,180.55966,8.93344,UDG,6.63,0.0
,1202341+042053,180.64211,4.34817,UDG,10.62,0.0
,1202351+605454,180.64619,60.91503,UDG,5.66,0.0
,1202370+013027,180.65426,1.50758,UDG,9.04,0.0
,1202489+502505,180.70361,50.41797,UDG,6.67,0.0
,1202510+442418,180.71268,44.40499,UDG,7.85,0.0
,1203016+204932,180.75684,20.82555,UDG,7.29,0.0
,1203129+272709,180.80394,27.45243,UDG,6.99,0.0
,1203189+730016,180.82856,73.00438,UDG,8.13,0.0062710049897252585
,1203212+620420,180.83823,62.0721,UDG,6.34,0.0
,1203327+162500,180.88613,16.4168,UDG,5.89,0.0
,1203355+425106,180.89796,42.85161,UDG,5.42,0.0
,1203368+335416,180.90346,33.90455,UDG,8.46,0.0
,1203416+015558,180.92348,1.93267,UDG,8.17,0.0
,1203441+414731,180.9336,41.79199,UDG,7.08,0.0
,1203449+252436,180.9371,25.41005,UDG,9.93,0.0
,1203533+523731,180.97197,52.62534,UDG,6.37,0.0
,1203548+650338,180.97833,65.06047,UDG,8.12,0.0
,1204011+572232,181.00474,57.37562,UDG,6.09,0.0
,1204035+540404,181.01478,54.0677,UDG,6.52,0.0
,1204071+144348,181.02969,14.7299,UDG,5.82,0.0
,1204078+011918,181.03266,1.32157,UDG,6.03,0.0
,1204099+433917,181.0411,43.65476,UDG,6.0,0.0
,1204158+423720,181.06582,42.62219,UDG,7.26,0.0
,1204216+203721,181.09003,20.62242,UDG,5.67,0.0
,1204315+260832,181.13118,26.14225,UDG,6.1,0.0
,1204336+012457,181.13984,1.41592,UDG,5.33,0.0
,1204386+103200,181.16088,10.53335,UDG,5.81,0.0
,1204440+644417,181.18324,64.73819,UDG,5.7,0.0
,1204493+442633,181.20521,44.44255,UDG,8.06,0.0
,1204556-004144,181.23162,-0.69559,UDG,15.99,0.0
,1204594+200143,181.24748,20.0286,UDG,6.38,0.0
,1205004-034055,181.25163,-3.68207,UDG,6.86,0.0
,1205041+415520,181.26724,41.92221,UDG,5.79,0.0
,1205077+210542,181.28225,21.0949,UDG,7.34,0.0
,1205125+365642,181.302,36.94513,UDG,5.35,0.0
,1205178+233120,181.32398,23.52217,UDG,7.3,0.0
,1205244+015525,181.35175,1.92368,UDG,6.75,0.0
,1205246+434230,181.3527,43.70829,UDG,12.93,0.0
,1205248+230520,181.35321,23.0888,UDG,7.2,0.0
,1205302+110750,181.37595,11.13046,UDG,11.04,0.0
,1205325+280531,181.38534,28.09202,UDG,5.61,0.0
,1205382+020345,181.40908,2.06259,UDG,6.09,0.0
,1205395+141416,181.41472,14.23775,UDG,9.1,0.003835987094778749
,1205453+394932,181.43885,39.8256,UDG,9.76,0.0
,1205453+493855,181.43877,49.64874,UDG,7.51,0.0
,1205459+615644,181.4414,61.94559,UDG,11.22,0.0
,1205468+393036,181.44496,39.50994,UDG,5.92,0.0
,1205470+501300,181.44563,50.21657,UDG,6.07,0.0
,1205522+011939,181.46765,1.32758,UDG,6.47,0.0
,1205535+015542,181.47284,1.92825,UDG,5.58,0.0
,1205537+465345,181.47357,46.89591,UDG,5.55,0.0
,1205540+330749,181.4749,33.1302,UDG,5.3,0.0
,1205586+104532,181.49433,10.75885,UDG,11.87,0.0
,1206036+015005,181.5148,1.83485,UDG,7.09,0.0
,1206052+492849,181.52156,49.4802,UDG,6.39,0.0
,1206199+015623,181.58288,1.93974,UDG,10.76,0.0
,1206281+430111,181.61711,43.01974,UDG,5.99,0.0
,1206307+151256,181.62797,15.21551,UDG,7.87,0.0
,1206314+745904,181.63101,74.98442,UDG,10.92,0.0
,1206446+750629,181.68594,75.10797,UDG,6.46,0.0
,1206451+452940,181.68782,45.49444,UDG,6.03,0.0
,1206464+244855,181.69323,24.81527,UDG,6.05,0.0
,1206496+503215,181.70663,50.53757,UDG,6.87,0.0
,1206505+243023,181.71054,24.5065,UDG,6.41,0.0
,1206544+015647,181.72683,1.94643,UDG,6.67,0.0
,1206598+510915,181.74916,51.15421,UDG,5.41,0.0
,1207091+015403,181.78807,1.9007,UDG,5.74,0.0
,1207287+525118,181.86976,52.855,UDG,7.34,0.0
,1207349+251302,181.89527,25.21722,UDG,5.64,0.0
,1207387+604101,181.91128,60.68351,UDG,6.23,0.0
,1207392+132407,181.91319,13.402,UDG,7.41,0.003835987094778749
,1207441+485121,181.9339,48.85584,UDG,6.05,0.0
,1207502+281257,181.95914,28.21577,UDG,5.85,0.0
,1207511+160140,181.9628,16.02771,UDG,7.23,0.0
,1207535+652826,181.97287,65.47393,UDG,8.03,0.0
,1207545+245326,181.97725,24.89052,UDG,6.61,0.0
,1208041+124844,182.01702,12.81217,UDG,6.91,0.003835987094778749
,1208054+655841,182.02257,65.97795,UDG,6.24,0.0
,1208072+005205,182.02981,0.86811,UDG,7.37,0.0
,1208122+751044,182.05082,75.17894,UDG,5.42,0.0
,1208140+251920,182.0585,25.32233,UDG,5.3,0.0
,1208176+293700,182.07331,29.61645,UDG,5.53,0.0
,1208181+320049,182.07532,32.01362,UDG,9.62,0.0
,1208412+171104,182.17163,17.1845,UDG,6.05,0.0
,1208466+523345,182.19401,52.56258,UDG,9.82,0.0
,1208515+285430,182.21475,28.90843,UDG,6.61,0.0
,1208575+242238,182.23939,24.37728,UDG,10.4,0.0
,1209029+303756,182.26193,30.6322,UDG,7.27,0.0
,1209172+391657,182.32186,39.28253,UDG,9.74,0.0
,1209227+390411,182.3444,39.06984,UDG,6.09,0.0
,1209284+292421,182.36849,29.40595,UDG,5.71,0.0
,1209289+052640,182.37037,5.44455,UDG,6.65,0.0
,1209333+030102,182.38859,3.01717,UDG,9.07,0.0
,1209362+384106,182.40073,38.68512,UDG,6.07,0.0
,1209441+285051,182.43388,28.84737,UDG,7.19,0.0
,1209449+413652,182.43688,41.61453,UDG,5.5,0.0
,1209459+133308,182.44122,13.55218,UDG,11.23,0.003835987094778749
,1209463+435322,182.44303,43.88945,UDG,5.42,0.0
,1209485+323305,182.452,32.55146,UDG,6.48,0.0
,1209497-044915,182.45729,-4.82096,UDG,7.26,0.0
,1209520+153809,182.46652,15.63586,UDG,9.58,0.003835987094778749
,1209573+384133,182.48894,38.69262,UDG,5.92,0.0
,1210052+363252,182.52154,36.54785,UDG,6.88,0.0
,1210067+352635,182.528,35.44303,UDG,7.91,0.0
,1210077+385500,182.53198,38.91645,UDG,7.2,0.0
,1210098+142009,182.54079,14.33578,UDG,7.96,0.003835987094778749
,1210218+293439,182.59091,29.57746,UDG,6.88,0.0
,1210253+385007,182.60526,38.83517,UDG,8.82,0.0
,1210269+685205,182.61213,68.86794,UDG,6.41,0.0
,1210321+120400,182.63364,12.06658,UDG,5.87,0.003835987094778749
,1210445+232352,182.68538,23.39782,UDG,8.3,0.0
,1211097+363437,182.79037,36.57694,UDG,6.72,0.0
,1211142+693908,182.8091,69.65218,UDG,6.09,0.0
,1211209+135138,182.83727,13.86055,UDG,5.34,0.003835987094778749
,1211217+751248,182.8404,75.21327,UDG,6.81,0.0
