---,ID,ra,dec,re,E_Re,Re-bias,e_Re,f_Re,b/a,E_b/a,b/a-bias,e_b/a,f_b/a,n,E_n,n-bias,e_n,f_n,PA,E_PA,PA-bias,e_PA,f_PA,mu0g,E_mu0g,mu0g-bias,e_mu0g,f_mu0g,mu0r,E_mu0r,mu0r-bias,e_mu0r,f_mu0r,mu0z,E_mu0z,mu0z-bias,e_mu0z,f_mu0z,gmag,E_gmag,gmag-bias,e_gmag,f_gmag,rmag,E_rmag,rmag-bias,e_rmag,f_rmag,zmag,E_zmag,zmag-bias,e_zmag,f_zmag,VC,SFD,Ag,Ar,Az,comp,f_comp,cz,n_cz,sigma,MassTot,sigEnv,Nenv,Ref
SMDG,1152465+032940,178.19385,3.49438,6.22,0.26,-2.97,8.57,1,0.63,-0.1,-0.02,0.1,0,0.86,0.01,-0.41,0.98,0,-51.52,-15.11,0,14.34,0,26.34,-1.22,0.53,-0.04,0,25.72,-1.19,0.5,-0.02,1,25.51,-1.23,0.61,-0.17,0,21.77,-1.24,0.62,-0.15,1,21.14,-1.25,0.57,-0.14,1,20.94,-1.26,0.67,-0.24,0,0,0.02,0.08,0.05,0.03,0.13,2,0,none  ,0,0,0,0,D 
SMDG,1152494+474909,178.2058,47.81907,6.02,0.96,-4.06,9.57,0,0.81,-0.12,-0.03,0.12,0,0.67,0.14,-0.5,0.96,0,87.85,-37.18,0,33.75,0,26.15,-0.87,0.4,-0.05,0,25.39,-0.74,0.32,0,0,25.41,-0.96,0.48,-0.09,0,21.08,-1.19,0.65,-0.21,0,20.32,-0.99,0.43,-0.11,0,20.34,-1.25,0.68,-0.25,0,0,0.02,0.06,0.04,0.02,0.25,0,0,none  ,0,0,0,0,MB
SMDG,1152526+503113,178.21931,50.52041,5.78,-0.23,0.01,0.22,0,0.73,-0.04,0,0.04,0,0.52,-0.06,0.01,0.03,0,81.95,-4.24,0,3.98,0,24.65,-0.06,-0.01,0.08,0,24.24,-0.07,-0.01,0.1,0,23.91,-0.05,-0.04,0.15,0,19.56,-0.05,-0.01,0.09,0,19.16,-0.05,-0.01,0.1,0,18.83,-0.03,-0.04,0.14,0,0,0.02,0.07,0.04,0.02,0.66,0,0,none  ,0,0,0,0,MB
SMDG,1152541+331200,178.22528,33.20013,6.46,-0.28,0.02,0.4,0,0.87,-0.03,0,0.03,0,0.93,-0.04,-0.01,0.08,0,-80.18,-7.42,0,7.08,0,24.06,-0.2,0.05,0.03,0,23.66,-0.2,0.05,0.03,0,23.48,-0.23,0.06,0.05,0,19.18,-0.18,0.02,0.06,0,18.78,-0.19,0.01,0.06,0,18.59,-0.2,0.02,0.08,0,0,0.02,0.07,0.05,0.03,0.58,0,2682,specz ,15.3,9.65,0,0,D 
SMDG,1152572+570656,178.23839,57.11542,5.31,-0.22,-0.03,0.33,0,0.65,-0.04,0.01,0.04,0,0.74,-0.07,0,0.07,0,-47.74,-2.67,0,3.19,0,24.09,-0.08,-0.02,0.1,0,23.52,-0.06,-0.02,0.11,0,22.84,-0.01,-0.05,0.12,0,19.63,-0.05,-0.02,0.09,0,19.06,-0.04,-0.03,0.1,0,18.38,0,-0.04,0.1,0,0,0.02,0.06,0.04,0.02,0.66,0,0,none  ,0,0,0,0,MB
SMDG,1153036+484844,178.26519,48.81222,6.79,-0.05,-0.24,0.62,0,0.85,-0.03,0,0.03,0,0.73,-0.01,-0.04,0.1,0,14.27,-5.86,0,5.85,0,24.05,-0.1,0.03,0.02,0,23.75,-0.12,0.04,0.03,0,23.62,-0.15,0.04,0.05,0,18.77,-0.11,0.05,0.01,0,18.46,-0.15,0.06,0.01,0,18.33,-0.2,0.07,0.02,0,0,0.02,0.07,0.05,0.03,0.66,0,0,none  ,0,0,0,0,MB
SMDG,1153093+363919,178.28878,36.65526,7.73,3.56,-7.44,10.58,0,0.68,-0.06,-0.01,0.06,0,1.21,0.34,-0.67,0.94,0,-26.94,-8.66,0,8.61,0,24.72,-0.87,0.53,-0.19,0,24.23,-0.89,0.54,-0.16,0,23.92,-0.89,0.53,-0.15,0,20.19,-0.97,0.74,-0.43,0,19.7,-0.98,0.75,-0.42,0,19.38,-0.97,0.72,-0.4,0,0,0.02,0.07,0.05,0.03,0.52,0,0,none  ,0,0,0,0,MB
SMDG,1153093-042915,178.28865,-4.48736,5.31,-0.07,-1.22,5.65,0,0.73,-0.09,-0.02,0.09,0,0.94,-0.01,-0.28,0.89,0,-7.63,-16.19,0,16.56,0,25.52,-0.91,0.31,0.04,0,24.9,-0.83,0.27,0.06,0,24.38,-0.64,0.2,0.09,0,21.27,-0.88,0.29,0,0,20.65,-0.79,0.24,0.02,0,20.13,-0.57,0.15,0.09,0,0,0.02,0.07,0.05,0.03,0.29,0,0,none  ,0,0,0,0,D 
SMDG,1153149-060505,178.31212,-6.08476,5.47,-0.01,-1.53,6.69,1,0.53,-0.09,0,0.09,1,0.74,-0.03,-0.32,1.04,1,-79.37,-10.37,0,9.13,1,26.28,-1.24,0.48,-0.01,1,25.55,-1.1,0.35,0.03,0,-99.99,-99.99,-99.99,-99.99,1,21.98,-1.14,0.49,-0.08,1,21.24,-0.96,0.34,-0.02,1,-99.99,-99.99,-99.99,-99.99,1,0,0.03,0.1,0.07,0.04,0.14,2,0,none  ,0,0,0,0,D 
SMDG,1153250+441323,178.35414,44.22318,6.97,0.08,-0.48,1.16,0,0.83,-0.03,0,0.03,0,0.78,0,-0.07,0.18,0,73.74,-6.67,0,6.72,0,24.23,-0.17,0.06,0.02,0,23.6,-0.13,0.04,0.02,0,23.06,-0.1,0.03,0.04,0,18.98,-0.2,0.09,-0.01,0,18.35,-0.17,0.08,0,0,17.81,-0.13,0.05,0.01,0,0,0.02,0.06,0.04,0.02,0.67,0,0,none  ,0,0,0,0,MB
SMDG,1153459+131300,178.44143,13.21665,5.66,-0.23,-0.52,3.06,0,0.65,-0.07,0,0.07,0,0.93,-0.05,-0.13,0.56,0,78.35,-7.22,0,7.59,0,25.12,-0.63,0.18,0.07,0,24.4,-0.48,0.13,0.07,0,24.03,-0.45,0.11,0.1,0,20.83,-0.51,0.11,0.07,0,20.11,-0.36,0.07,0.08,0,19.74,-0.33,0.06,0.12,0,0,0.03,0.09,0.07,0.04,0.41,0,0,none  ,0,0,0,0,D 
SMDG,1153462+560901,178.44252,56.1504,11.64,3.28,-5.66,7.46,0,0.6,-0.03,-0.01,0.03,0,0.66,0.18,-0.29,0.4,0,-78.63,-3.45,0,3.41,0,25.45,-0.37,0.26,-0.14,0,24.96,-0.4,0.28,-0.15,0,24.57,-0.42,0.3,-0.15,0,19.26,-0.83,0.65,-0.42,0,18.78,-0.85,0.68,-0.44,0,18.39,-0.85,0.66,-0.41,0,0,0.01,0.04,0.03,0.01,0.51,0,0,none  ,0,0,0,0,MB
SMDG,1154025+301526,178.51044,30.2572,7.96,-0.36,-0.11,0.89,0,0.54,-0.04,0.01,0.04,0,0.77,-0.05,-0.02,0.12,0,-47.91,-2.37,0,2.45,0,24.87,-0.24,0.05,0.07,0,24.32,-0.21,0.04,0.07,0,24.09,-0.24,0.04,0.11,0,19.79,-0.21,0.02,0.08,0,19.24,-0.2,0.02,0.08,0,19,-0.21,0.02,0.11,0,0,0.02,0.06,0.04,0.02,0.52,0,0,none  ,0,0,0,0,D 
SMDG,1154071+502438,178.52956,50.41064,8.35,0.17,-0.7,1.66,0,0.67,-0.03,0,0.03,0,0.73,0.01,-0.07,0.19,0,-76.43,-2.57,0,2.63,0,24.32,-0.16,0.07,0.01,0,23.67,-0.14,0.05,0.01,0,23.09,-0.1,0.03,0.03,0,18.84,-0.23,0.1,-0.02,0,18.19,-0.19,0.08,-0.01,0,17.6,-0.14,0.05,0.01,0,0,0.02,0.07,0.05,0.03,0.67,0,0,none  ,0,0,0,0,MB
SMDG,1154125+122607,178.55191,12.43515,11.94,-0.29,0.04,0.36,0,0.67,-0.02,0,0.02,0,0.52,-0.03,0,0.03,0,15.55,-1.56,0,1.55,0,24.55,-0.19,0,0.05,0,24.29,-0.17,0,0.06,0,24.29,-0.17,0.01,0.07,0,17.98,-0.2,0,0.05,0,17.73,-0.19,0,0.06,0,17.72,-0.2,0.01,0.08,0,0,0.03,0.1,0.07,0.04,0.56,0,1003,specz ,11.8,9.29,0,0,D 
SMDG,1154198+572139,178.58237,57.36087,7.03,-0.23,0,0.25,0,0.42,-0.03,0.01,0.03,0,0.5,-0.08,0.03,0.01,0,-38.25,-1.22,0,1.28,0,24.55,-0.04,-0.03,0.11,0,24.29,-0.06,-0.03,0.13,0,24.19,-0.08,-0.05,0.21,0,19.62,-0.02,-0.03,0.1,0,19.36,-0.04,-0.03,0.13,0,19.26,-0.04,-0.06,0.2,0,0,0.02,0.07,0.05,0.03,0.64,0,0,none  ,0,0,0,0,MB
SMDG,1154281+205351,178.61704,20.89745,7.32,0.06,-2.79,7.6,0,0.68,-0.07,0,0.07,0,1.67,0.01,-0.43,0.9,0,34.35,-7.87,0,7.37,0,24.15,-0.97,0.45,0,0,23.51,-0.91,0.41,-0.01,0,23,-0.78,0.37,0,0,20.58,-0.69,0.3,0,0,19.95,-0.65,0.26,0.02,0,19.43,-0.52,0.18,0.06,0,0,0.05,0.17,0.12,0.06,0.29,1,0,none  ,0,0,0,0,D 
SMDG,1154306+532048,178.62741,53.34666,8.66,0.26,-0.7,1.77,0,0.79,-0.02,0,0.02,0,0.66,0.02,-0.08,0.17,0,4.6,-4,0,4.41,0,24.31,-0.15,0.08,-0.01,0,23.74,-0.15,0.07,-0.01,0,23.71,-0.23,0.09,-0.01,0,18.46,-0.29,0.13,-0.04,0,17.89,-0.24,0.11,-0.03,0,17.87,-0.4,0.16,-0.06,0,0,0.02,0.07,0.04,0.03,0.66,0,0,none  ,0,0,0,0,MB
SMDG,1154456+532942,178.68985,53.49505,5.38,-0.2,-0.62,2.27,0,0.48,-0.06,0.01,0.06,0,0.99,-0.09,-0.12,0.55,0,-86.92,-4.39,0,3.57,0,24.43,-0.53,0.07,0.2,0,23.74,-0.35,0.01,0.23,0,23.2,-0.18,-0.07,0.3,0,20.66,-0.28,0.04,0.11,0,19.98,-0.17,0,0.14,0,19.44,-0.09,-0.06,0.2,0,0,0.02,0.07,0.05,0.03,0.52,0,0,none  ,0,0,0,0,MB
SMDG,1154458+325206,178.69077,32.86829,7.37,-0.27,0.02,0.38,0,0.64,-0.03,0.01,0.03,0,0.88,-0.04,0,0.07,0,81.72,-2,0,1.96,0,24.04,-0.2,0.03,0.04,0,23.5,-0.19,0.03,0.04,0,23.23,-0.19,0.03,0.06,0,19.12,-0.18,0,0.06,0,18.59,-0.16,0,0.06,0,18.31,-0.17,0,0.08,0,0,0.02,0.07,0.05,0.03,0.58,0,0,none  ,0,0,0,0,D 
SMDG,1154510+552348,178.71245,55.39676,7.44,-0.01,-0.26,0.64,0,0.8,-0.03,0,0.03,0,0.69,-0.01,-0.04,0.09,0,10.63,-3.94,0,3.96,0,24.11,-0.1,0.03,0.02,0,23.56,-0.09,0.03,0.02,0,23.36,-0.1,0.03,0.04,0,18.62,-0.13,0.06,0,0,18.07,-0.12,0.05,0.01,0,17.88,-0.13,0.05,0.02,0,0,0.01,0.04,0.03,0.01,0.66,0,0,none  ,0,0,0,0,MB
SMDG,1154556+304114,178.73182,30.6873,10.11,-0.4,-0.2,1.31,0,0.63,-0.04,0,0.04,0,0.71,-0.05,-0.02,0.12,0,-25.32,-3.2,0,3.26,0,25.22,-0.2,0.04,0.07,0,24.85,-0.24,0.05,0.07,0,24.68,-0.27,0.08,0.08,0,19.36,-0.26,0.05,0.07,0,18.99,-0.28,0.06,0.07,0,18.83,-0.34,0.09,0.07,0,0,0.02,0.06,0.04,0.02,0.5,0,0,none  ,0,0,0,0,D 
SMDG,1154565+111457,178.73544,11.24921,5.69,-0.3,-0.44,2.4,0,0.57,-0.07,0,0.07,0,0.63,-0.07,-0.08,0.43,0,33.31,-6.78,0,6.36,0,25.88,-0.54,0.14,0.1,0,25.35,-0.5,0.13,0.09,0,25.31,-0.74,0.28,0.03,0,21.25,-0.55,0.13,0.07,0,20.71,-0.52,0.11,0.08,0,20.68,-0.77,0.28,0.01,0,0,0.02,0.08,0.05,0.03,0.33,0,0,none  ,0,0,0,0,D 
SMDG,1155176+461858,178.82333,46.31616,7.58,-0.24,-0.02,0.31,0,0.57,-0.03,0.01,0.03,0,0.47,-0.05,0.01,0.04,0,79.86,-1.94,0,2.01,0,24.65,-0.06,-0.01,0.07,0,24.39,-0.08,0,0.1,0,24.25,-0.09,-0.02,0.16,0,19.19,-0.04,-0.01,0.07,0,18.92,-0.06,-0.01,0.1,0,18.79,-0.08,-0.03,0.15,0,0,0.02,0.07,0.04,0.02,0.66,0,0,none  ,0,0,0,0,MB
SMDG,1155324+574933,178.88481,57.82574,6.16,-0.11,-0.46,1.68,0,0.62,-0.06,0,0.06,0,0.83,-0.05,-0.08,0.32,0,-87.98,-4.84,0,4.97,0,24.59,-0.31,0.06,0.09,0,23.99,-0.24,0.03,0.11,0,23.47,-0.17,0,0.16,0,20,-0.23,0.06,0.06,0,19.41,-0.19,0.03,0.09,0,18.89,-0.12,-0.01,0.13,0,0,0.04,0.11,0.08,0.04,0.63,0,0,none  ,0,0,0,0,MB
SMDG,1155394+451100,178.9143,45.18312,10.11,-0.11,-0.22,0.8,0,0.58,-0.02,0,0.02,0,0.46,-0.02,-0.02,0.07,0,66.17,-2.01,0,1.92,0,24.8,-0.08,0.02,0.04,0,24.45,-0.1,0.03,0.04,0,24.36,-0.13,0.03,0.06,0,18.67,-0.11,0.03,0.03,0,18.33,-0.13,0.05,0.03,0,18.23,-0.19,0.06,0.03,0,0,0.01,0.05,0.03,0.02,0.63,0,0,none  ,0,0,0,0,MB
SMDG,1155527+552528,178.96939,55.42456,7.3,0.44,-1.92,6.02,0,0.89,-0.08,-0.01,0.08,0,0.53,0.04,-0.22,0.53,0,-86.2,-36.87,0,36.55,0,26.05,-0.46,0.21,-0.01,0,25.5,-0.44,0.2,-0.01,0,25.88,-0.92,0.57,-0.24,0,20.26,-0.86,0.38,-0.12,0,19.71,-0.76,0.34,-0.11,0,20.09,-1.4,0.88,-0.46,0,0,0.01,0.04,0.03,0.02,0.42,0,0,none  ,0,0,0,0,MB
SMDG,1155533+063539,178.97195,6.59425,8.74,-0.36,0,0.6,0,0.57,-0.03,0.01,0.03,0,0.55,-0.05,0,0.07,0,31.59,-2.42,0,2.5,0,25.25,-0.18,0.02,0.08,0,24.85,-0.18,0.02,0.09,0,24.72,-0.23,0.05,0.11,0,19.58,-0.18,0.01,0.08,0,19.18,-0.19,0.01,0.09,0,19.05,-0.23,0.04,0.11,0,0,0.01,0.04,0.03,0.02,0.52,0,0,none  ,0,0,0,0,D 
SMDG,1155535+454742,178.97296,45.79495,5.52,-0.23,0.01,0.18,0,0.58,-0.04,0.01,0.04,0,0.55,-0.07,0.03,0.04,0,-45.67,-2.46,0,2.35,0,24.49,-0.06,-0.03,0.1,0,23.91,-0.05,-0.03,0.12,0,23.25,-0.01,-0.06,0.13,0,19.8,-0.03,-0.03,0.1,0,19.22,-0.02,-0.03,0.13,0,18.56,0,-0.06,0.12,0,0,0.02,0.06,0.04,0.02,0.66,0,0,none  ,0,0,0,0,MB
SMDG,1155584+000236,178.99342,0.04323,8.45,-0.3,0,0.5,0,0.61,-0.03,0.01,0.03,0,0.88,-0.04,-0.01,0.07,0,39.53,-1.76,0,1.78,0,24.15,-0.19,0.03,0.04,0,23.75,-0.19,0.03,0.04,0,23.52,-0.2,0.04,0.07,0,18.99,-0.18,0.01,0.06,0,18.59,-0.17,0.01,0.06,0,18.36,-0.17,0.01,0.09,0,0,0.02,0.08,0.06,0.03,0.57,0,0,none  ,0,0,0,0,D 
SMDG,1155591+274558,178.99607,27.76604,9.3,-0.28,0.06,0.16,0,0.38,-0.02,0.01,0.02,0,0.52,-0.05,0.02,0.01,0,-51.66,-0.63,0,0.65,0,24.39,-0.16,0.01,0.05,0,24.07,-0.15,0.01,0.06,0,23.88,-0.16,0.01,0.09,0,18.99,-0.13,-0.01,0.06,0,18.66,-0.13,-0.01,0.07,0,18.47,-0.13,-0.01,0.09,0,0,0.02,0.08,0.05,0.03,0.55,0,0,none  ,0,0,0,0,D 
SMDG,1155591+481200,178.99612,48.20005,7.23,0.43,-1.82,5.42,0,0.55,-0.06,0.01,0.06,0,1,0.03,-0.26,0.66,0,78.08,-3.95,0,4.04,0,24.51,-0.57,0.21,0.04,0,23.78,-0.41,0.13,0.06,0,22.92,-0.17,0.03,0.1,0,20,-0.54,0.22,-0.02,0,19.27,-0.37,0.13,0.01,0,18.41,-0.15,0.04,0.05,0,0,0.02,0.08,0.05,0.03,0.58,0,0,none  ,0,0,0,0,MB
SMDG,1156030+444755,179.01265,44.79855,7.31,-0.13,-1.11,3.93,0,0.5,-0.07,0.01,0.07,0,0.56,-0.03,-0.16,0.53,0,28.95,-5.64,0,5.44,0,25.93,-0.47,0.14,0.08,0,25.43,-0.46,0.15,0.08,0,25.15,-0.51,0.15,0.09,0,20.8,-0.52,0.16,0.04,0,20.3,-0.51,0.17,0.04,0,20.02,-0.56,0.19,0.05,0,0,0.01,0.04,0.03,0.02,0.36,0,0,none  ,0,0,0,0,MB
SMDG,1156094+551555,179.03936,55.26526,7.14,-0.18,-0.15,0.58,0,0.54,-0.03,0.01,0.03,0,0.71,-0.05,-0.01,0.1,0,67.13,-1.94,0,1.96,0,24.25,-0.1,0,0.08,0,23.63,-0.07,-0.01,0.08,0,23.03,-0.03,-0.03,0.09,0,19.31,-0.08,0.01,0.06,0,18.69,-0.07,0,0.07,0,18.09,-0.03,-0.02,0.08,0,0,0.01,0.05,0.03,0.02,0.66,0,0,none  ,0,0,0,0,MB
SMDG,1156159+365837,179.06621,36.97689,7.98,0.97,-3.54,8.35,0,0.7,-0.08,-0.03,0.08,0,0.56,0.09,-0.33,0.66,0,73.22,-14.98,0,13.97,0,26.24,-0.58,0.29,-0.03,0,25.55,-0.52,0.24,-0.02,0,25.54,-0.74,0.41,-0.11,0,20.55,-1.04,0.56,-0.21,0,19.86,-0.91,0.42,-0.13,0,19.85,-1.15,0.66,-0.28,0,0,0.02,0.07,0.05,0.03,0.3,0,0,none  ,0,0,0,0,MB
SMDG,1156192+034612,179.0801,3.76989,5.96,-0.16,-1.05,5.27,0,0.78,-0.09,-0.02,0.09,0,0.68,-0.04,-0.17,0.64,0,-72.39,-23.25,0,23.31,0,26.29,-0.74,0.24,0.04,0,25.63,-0.63,0.21,0.06,0,-99.99,-99.99,-99.99,-99.99,1,21.29,-0.92,0.33,-0.03,0,20.63,-0.76,0.25,0.01,0,-99.99,-99.99,-99.99,-99.99,1,0,0.03,0.08,0.06,0.03,0.24,0,0,none  ,0,0,0,0,D 
SMDG,1156252+230848,179.10497,23.14667,6.34,0.1,-2.46,7.99,0,0.68,-0.08,-0.01,0.08,0,1.3,0.01,-0.43,1,0,78.36,-11.16,0,11.66,0,25.02,-1.02,0.42,0.04,0,24.28,-0.97,0.36,0.02,0,23.99,-0.95,0.36,0.04,0,21.09,-0.91,0.38,-0.04,0,20.34,-0.77,0.29,0,0,20.06,-0.76,0.3,0.03,0,0,0.02,0.07,0.05,0.03,0.25,0,0,none  ,0,0,0,0,D 
SMDG,1156531+561256,179.22126,56.21568,12.35,1.61,-3.7,5.88,0,0.6,-0.01,0,0.01,0,0.65,0.1,-0.2,0.29,0,2.75,-1.37,0,1.42,0,24.31,-0.26,0.18,-0.1,0,23.94,-0.29,0.2,-0.11,0,24.12,-0.35,0.26,-0.16,0,17.99,-0.63,0.42,-0.2,0,17.61,-0.67,0.45,-0.25,0,17.79,-0.76,0.6,-0.38,0,0,0.01,0.05,0.03,0.02,0.62,0,0,none  ,0,0,0,0,MB
SMDG,1157038+531802,179.26602,53.30062,6.82,1.66,-4.3,9.46,0,0.85,-0.05,-0.01,0.05,0,1.07,0.23,-0.52,0.91,0,89.94,-16.33,0,17.02,0,24.44,-0.76,0.43,-0.16,0,23.7,-0.62,0.34,-0.11,0,23.2,-0.57,0.26,-0.06,0,19.69,-0.97,0.57,-0.25,0,18.95,-0.81,0.43,-0.18,0,18.45,-0.7,0.31,-0.12,0,0,0.03,0.09,0.06,0.04,0.62,0,0,none  ,0,0,0,0,MB
SMDG,1157056+532627,179.2732,53.44078,6.6,0.02,-0.57,1.69,0,0.76,-0.05,0,0.05,0,0.8,-0.01,-0.09,0.27,0,72.32,-6.65,0,6.47,0,24.52,-0.24,0.08,0.04,0,23.9,-0.19,0.05,0.05,0,23.75,-0.25,0.06,0.1,0,19.53,-0.26,0.09,0.01,0,18.9,-0.2,0.07,0.02,0,18.75,-0.29,0.07,0.05,0,0,0.03,0.1,0.07,0.04,0.65,0,0,none  ,0,0,0,0,MB
SMDG,1157078+314735,179.28234,31.79294,7.97,-0.31,0.03,0.3,0,0.51,-0.03,0.01,0.03,0,0.79,-0.05,0,0.05,0,57.99,-1.14,0,1.19,0,24.16,-0.18,0.03,0.04,0,23.58,-0.16,0.02,0.05,0,23.26,-0.16,0.02,0.06,0,19.18,-0.16,0,0.07,0,18.6,-0.14,0,0.06,0,18.28,-0.14,-0.01,0.08,0,0,0.02,0.07,0.05,0.03,0.58,0,0,none  ,0,0,0,0,D 
SMDG,1157155+303753,179.31465,30.63134,6.76,-0.29,-0.16,1.16,0,0.56,-0.04,0.01,0.04,0,1.05,-0.05,-0.04,0.22,0,28.88,-2.41,0,2.42,0,24.24,-0.33,0.09,0.05,0,23.8,-0.35,0.09,0.05,0,23.63,-0.38,0.11,0.09,0,19.94,-0.25,0.02,0.08,0,19.51,-0.24,0.03,0.09,0,19.33,-0.27,0.04,0.12,0,0,0.02,0.05,0.04,0.02,0.53,0,0,none  ,0,0,0,0,D 
SMDG,1157165+553237,179.31887,55.54363,6.39,2.92,-7.25,11.54,0,0.8,-0.07,-0.05,0.07,0,1.14,0.34,-0.75,1.12,0,22.38,-25.25,0,24.98,0,25.13,-1.05,0.58,-0.09,0,24.38,-1.02,0.59,-0.16,0,25.06,-1.36,0.75,-0.18,0,20.72,-1.16,0.84,-0.43,0,19.96,-1.09,0.77,-0.35,0,20.64,-1.56,1.17,-0.7,0,0,0.01,0.05,0.03,0.02,0.41,0,0,none  ,0,0,0,0,MB
SMDG,1157291+254052,179.37137,25.68112,6.78,-0.36,-0.21,1.29,0,0.45,-0.05,0.01,0.05,0,0.69,-0.07,-0.03,0.2,0,64.76,-2.67,0,2.7,0,25.41,-0.32,0.07,0.1,0,24.84,-0.3,0.06,0.1,0,24.52,-0.31,0.07,0.14,0,20.76,-0.27,0.04,0.1,0,20.2,-0.24,0.03,0.1,0,19.87,-0.27,0.04,0.14,0,0,0.02,0.06,0.04,0.02,0.42,0,0,none  ,0,0,0,0,D 
SMDG,1157297-011605,179.3737,-1.26799,6.94,-0.34,0.03,0.51,0,0.67,-0.04,0,0.04,0,0.62,-0.05,0,0.08,0,48.24,-3.73,0,3.42,0,25.06,-0.2,0.03,0.07,0,24.49,-0.19,0.02,0.07,0,24.12,-0.19,0.02,0.1,0,19.82,-0.19,0.01,0.08,0,19.25,-0.17,0,0.08,0,18.88,-0.17,0.01,0.11,0,0,0.02,0.08,0.06,0.03,0.53,0,0,none  ,0,0,0,0,D 
SMDG,1157322+252753,179.38427,25.46469,7.33,-0.24,0.07,0.13,0,0.86,-0.02,0,0.02,0,0.7,-0.04,0.01,0.02,0,-25.66,-4.17,0,4.36,0,24.07,-0.13,0.01,0.03,0,23.68,-0.14,0.01,0.04,0,23.46,-0.14,0.02,0.05,0,18.56,-0.14,0,0.04,0,18.17,-0.13,0,0.05,0,17.95,-0.14,0,0.06,0,0,0.02,0.07,0.05,0.03,0.57,0,0,none  ,0,0,0,0,D 
SMDG,1157322+281517,179.38415,28.25466,5.88,-0.18,-0.31,1.31,0,0.96,-0.12,0.03,0.12,0,0.61,-0.06,-0.03,0.17,0,55.34,-46.6,0,45.55,0,25.85,-0.34,0.09,0.05,0,25.18,-0.28,0.08,0.06,0,25,-0.35,0.13,0.06,0,20.56,-0.38,0.11,0.03,0,19.89,-0.31,0.08,0.03,0,19.71,-0.4,0.13,0.04,0,0,0.03,0.08,0.06,0.03,0.42,0,0,none  ,0,0,0,0,D 
SMDG,1157366+530959,179.40266,53.16634,10.56,0.07,-0.69,1.7,0,0.42,-0.03,0.01,0.03,0,0.72,-0.01,-0.05,0.15,0,37.49,-1.31,0,1.14,0,24.48,-0.13,0.05,0.03,0,24.31,-0.19,0.08,0.04,0,24.19,-0.24,0.09,0.06,0,18.98,-0.17,0.07,0.01,0,18.8,-0.28,0.11,0,0,18.68,-0.35,0.14,0,0,0,0.02,0.08,0.05,0.03,0.59,0,0,none  ,0,0,0,0,MB
SMDG,1157466+273932,179.44418,27.65893,5.41,-0.17,0.04,0.1,0,0.48,-0.03,0.01,0.03,0,0.56,-0.06,0.03,0,0,69.5,-1.01,0,0.99,0,24.16,-0.15,0.01,0.06,0,23.95,-0.17,0.01,0.08,0,23.82,-0.16,0.01,0.12,0,19.72,-0.1,-0.01,0.07,0,19.51,-0.13,-0.02,0.09,0,19.38,-0.13,-0.02,0.13,0,0,0.02,0.07,0.05,0.03,0.57,0,0,none  ,0,0,0,0,D 
SMDG,1158026+551447,179.51097,55.24633,7.98,0.28,-0.96,2.59,0,0.91,-0.04,-0.01,0.04,0,0.61,0.03,-0.11,0.25,0,-60.84,-17.81,0,18.71,0,24.98,-0.24,0.11,-0.02,0,24.4,-0.22,0.11,-0.02,0,23.95,-0.21,0.08,0,0,19.1,-0.45,0.19,-0.08,0,18.51,-0.4,0.18,-0.06,0,18.07,-0.33,0.14,-0.04,0,0,0.01,0.04,0.03,0.02,0.63,0,0,none  ,0,0,0,0,MB
SMDG,1158049+280750,179.5203,28.13064,5.63,-0.12,-0.89,3.85,0,0.9,-0.08,0,0.08,0,1.1,-0.01,-0.22,0.65,0,-17.5,-39.68,0,34.5,0,25.03,-0.73,0.25,0.02,0,24.38,-0.62,0.23,0.02,0,24.01,-0.59,0.21,0.03,0,20.69,-0.68,0.23,0.01,0,20.04,-0.59,0.18,0.02,0,19.67,-0.54,0.16,0.05,0,0,0.02,0.08,0.05,0.03,0.41,0,0,none  ,0,0,0,0,D 
SMDG,1158167-012921,179.56947,-1.48912,7.9,-0.07,-2.12,6.33,0,0.48,-0.06,0.01,0.06,0,1.28,-0.03,-0.27,0.72,0,-88.15,-4,0,3.88,0,24.86,-0.8,0.3,0.05,0,24.53,-0.84,0.32,0.06,0,24.27,-0.87,0.36,0.03,0,20.79,-0.61,0.23,0.03,0,20.45,-0.68,0.29,0,0,20.2,-0.75,0.33,-0.01,0,0,0.02,0.07,0.05,0.03,0.33,0,0,none  ,0,0,0,0,D 
SMDG,1158209+615137,179.58726,61.86032,5.78,-0.3,-0.26,1.23,0,0.76,-0.07,-0.01,0.07,0,0.54,-0.06,-0.06,0.25,0,50.81,-14.09,0,12.47,0,25.57,-0.24,0.06,0.11,0,24.96,-0.21,0.04,0.12,0,24.41,-0.14,-0.02,0.21,0,20.47,-0.25,0.05,0.08,0,19.86,-0.2,0.03,0.1,0,19.31,-0.11,-0.01,0.17,0,0,0.03,0.08,0.06,0.03,0.56,0,0,none  ,0,0,0,0,MB
SMDG,1158232+430141,179.59668,43.02809,5.41,-0.19,-0.38,1.46,0,0.56,-0.05,0.01,0.05,0,1.01,-0.09,-0.07,0.33,0,-24.27,-4.08,0,3.38,0,24.07,-0.33,0.03,0.18,0,23.56,-0.33,0.02,0.2,0,23.12,-0.22,-0.03,0.24,0,20.19,-0.19,0.02,0.1,0,19.68,-0.17,0.01,0.12,0,19.25,-0.11,-0.04,0.18,0,0,0.02,0.05,0.04,0.02,0.6,0,0,none  ,0,0,0,0,MB
