---,ID,ra,dec,re,E_Re,Re-bias,e_Re,f_Re,b/a,E_b/a,b/a-bias,e_b/a,f_b/a,n,E_n,n-bias,e_n,f_n,PA,E_PA,PA-bias,e_PA,f_PA,mu0g,E_mu0g,mu0g-bias,e_mu0g,f_mu0g,mu0r,E_mu0r,mu0r-bias,e_mu0r,f_mu0r,mu0z,E_mu0z,mu0z-bias,e_mu0z,f_mu0z,gmag,E_gmag,gmag-bias,e_gmag,f_gmag,rmag,E_rmag,rmag-bias,e_rmag,f_rmag,zmag,E_zmag,zmag-bias,e_zmag,f_zmag,VC,SFD,Ag,Ar,Az,comp,f_comp,cz,n_cz,sigma,MassTot,sigEnv,Nenv,Ref
SMDG,1158259+485737,179.60785,48.96035,7.29,-0.2,-0.06,0.42,0,0.68,-0.04,0,0.04,0,0.52,-0.04,0,0.07,0,-22.41,-3.47,0,2.94,0,24.71,-0.07,0,0.07,0,24.39,-0.1,0.01,0.09,0,24.32,-0.13,0,0.16,0,19.2,-0.07,0,0.06,0,18.88,-0.09,0,0.08,0,18.81,-0.14,0.01,0.12,0,0,0.03,0.09,0.06,0.03,0.66,0,0,none  ,0,0,0,0,MB
SMDG,1158320-015128,179.63336,-1.85779,5.75,-0.33,-0.21,1.47,0,0.53,-0.06,0.01,0.06,0,0.87,-0.06,-0.06,0.29,0,-50.38,-3.68,0,3.59,0,24.93,-0.4,0.1,0.09,0,24.25,-0.35,0.08,0.08,0,24.03,-0.37,0.09,0.12,0,20.73,-0.31,0.05,0.1,0,20.06,-0.23,0.02,0.11,0,19.83,-0.27,0.03,0.15,0,0,0.03,0.1,0.07,0.04,0.44,0,0,none  ,0,0,0,0,D 
SMDG,1158361+301709,179.65037,30.28581,9.92,-0.33,-0.01,0.59,0,0.7,-0.02,0,0.02,0,0.85,-0.03,0,0.05,0,-85.6,-2.19,0,2.16,0,24.15,-0.17,0.02,0.03,0,23.5,-0.17,0.02,0.04,0,23.16,-0.17,0.02,0.05,0,18.43,-0.17,0.01,0.05,0,17.79,-0.17,0.01,0.05,0,17.45,-0.16,0.01,0.06,0,0,0.01,0.05,0.03,0.02,0.58,0,0,none  ,0,0,0,0,D 
SMDG,1158552+535711,179.72994,53.95299,6.43,-0.11,-0.96,3.99,0,0.71,-0.08,-0.02,0.08,0,0.55,-0.01,-0.17,0.57,0,16.03,-14.33,0,14.32,0,25.89,-0.46,0.14,0.08,0,25.44,-0.49,0.16,0.07,0,25.95,-1.17,0.66,-0.26,0,20.65,-0.58,0.19,0.03,0,20.2,-0.61,0.22,0.01,0,20.71,-1.4,0.83,-0.4,0,0,0.02,0.05,0.03,0.02,0.44,0,0,none  ,0,0,0,0,MB
SMDG,1159081+321255,179.78366,32.21519,14.59,-0.7,-0.97,3.07,0,0.73,-0.03,0,0.03,0,0.89,-0.05,-0.04,0.14,0,60.7,-4.42,0,4.63,0,25.25,-0.21,0.06,0.06,0,24.84,-0.23,0.07,0.06,0,24.68,-0.29,0.11,0.05,0,18.72,-0.35,0.13,0.06,0,18.32,-0.36,0.14,0.06,0,18.15,-0.44,0.19,0.03,0,0,0.02,0.06,0.04,0.02,0.45,0,0,none  ,0,0,0,0,D 
SMDG,1159128+423048,179.80336,42.5133,7.99,0,-1.05,3.93,0,0.68,-0.07,-0.01,0.07,0,0.47,0,-0.13,0.4,0,14.29,-9.91,0,9.91,0,26.07,-0.36,0.14,0.05,0,25.42,-0.3,0.1,0.07,0,5.27,0.09,-0.06,0.47,1,20.3,-0.58,0.2,-0.02,0,19.65,-0.42,0.15,0.01,0,-0.5,-0.08,0.07,-0.09,1,0,0.02,0.06,0.04,0.02,0.42,0,0,none  ,0,0,0,0,MB
SMDG,1159181+293712,179.82521,29.61997,5.37,-0.36,-0.13,1.29,0,0.72,-0.07,0,0.07,0,0.59,-0.07,-0.03,0.23,0,-66.81,-10.54,0,10.14,0,25.75,-0.37,0.08,0.1,0,25.51,-0.53,0.14,0.09,0,-99.99,-99.99,-99.99,-99.99,1,20.94,-0.37,0.07,0.08,0,20.7,-0.55,0.14,0.05,0,-99.99,-99.99,-99.99,-99.99,1,0,0.02,0.06,0.04,0.02,0.4,0,0,none  ,0,0,0,0,D 
SMDG,1159341+190840,179.89227,19.14438,5.83,-0.31,-0.34,1.71,0,0.7,-0.05,0.01,0.05,0,1.18,-0.04,-0.09,0.36,0,-63.37,-4.84,0,5.06,0,24.1,-0.49,0.14,0.03,0,23.6,-0.49,0.14,0.03,0,23.35,-0.48,0.14,0.07,0,20.11,-0.32,0.06,0.07,0,19.61,-0.31,0.05,0.08,0,19.36,-0.3,0.05,0.1,0,0,0.03,0.1,0.07,0.04,0.51,0,0,none  ,0,0,0,0,D 
SMDG,1159360+113608,179.89988,11.60216,13.92,-0.58,-0.38,1.95,0,0.64,-0.03,0,0.03,0,0.84,-0.04,-0.02,0.11,0,26.78,-2.37,0,2.39,0,24.95,-0.19,0.04,0.06,0,24.54,-0.19,0.04,0.06,0,24.45,-0.25,0.07,0.06,0,18.59,-0.27,0.05,0.07,0,18.18,-0.28,0.06,0.07,0,18.08,-0.34,0.11,0.06,0,0,0.02,0.08,0.05,0.03,0.51,0,0,none  ,0,0,0,0,D 
SMDG,1159393+555408,179.91364,55.9022,5.95,-0.21,-1.04,5.36,1,0.66,-0.15,-0.04,0.15,1,0.25,-0.01,-0.4,0.98,1,-52.37,-22.71,0,24.61,1,27.5,-1.09,0.56,-0.16,1,26.52,-0.86,0.33,-0.02,1,25.76,-0.53,0.2,0.07,0,22.16,-1.07,0.54,-0.12,1,21.19,-0.89,0.35,-0.09,1,20.42,-0.48,0.18,0.06,0,0,0.01,0.04,0.03,0.02,0.01,2,0,none  ,0,0,0,0,MB
SMDG,1159435-004622,179.93139,-0.77266,9.44,-0.29,0.05,0.25,0,0.52,-0.02,0.01,0.02,0,0.64,-0.04,0.01,0.02,0,-75.16,-1.07,0,1.11,0,24.32,-0.15,0.01,0.04,0,24.02,-0.15,0.01,0.06,0,23.9,-0.16,0.02,0.09,0,18.72,-0.15,0,0.06,0,18.42,-0.14,0,0.07,0,18.3,-0.17,0,0.09,0,0,0.02,0.07,0.05,0.03,0.57,0,2575,specz ,19.1,9.99,0,0,D 
SMDG,1159596+542658,179.9984,54.44938,5.67,-0.12,-0.65,2.56,0,0.59,-0.07,0,0.07,0,0.87,-0.05,-0.13,0.54,0,-82.4,-6.13,0,5.42,0,24.73,-0.52,0.11,0.12,0,24.16,-0.43,0.08,0.15,0,23.62,-0.28,0.01,0.22,0,20.45,-0.32,0.07,0.08,0,19.88,-0.27,0.05,0.11,0,19.34,-0.18,-0.02,0.17,0,0,0.01,0.04,0.03,0.01,0.57,0,0,none  ,0,0,0,0,MB
SMDG,1200045+273721,180.01873,27.62263,7.13,-0.33,-0.07,0.83,0,0.79,-0.04,0,0.04,0,0.91,-0.04,-0.03,0.14,0,51.04,-5.75,0,5.71,0,24.54,-0.28,0.06,0.04,0,24.17,-0.29,0.06,0.05,0,24.05,-0.32,0.09,0.07,0,19.52,-0.26,0.04,0.06,0,19.15,-0.28,0.04,0.06,0,19.03,-0.32,0.07,0.08,0,0,0.02,0.07,0.05,0.03,0.55,0,0,none  ,0,0,0,0,D 
SMDG,1200107+445103,180.04478,44.85079,8.52,0.19,-0.75,1.76,0,0.6,-0.03,0.01,0.03,0,0.79,0.01,-0.08,0.19,0,-34.13,-2.19,0,2.1,0,24.18,-0.17,0.07,0.01,0,23.83,-0.19,0.08,0.01,0,23.84,-0.29,0.11,0.03,0,18.87,-0.22,0.1,-0.02,0,18.52,-0.28,0.12,-0.02,0,18.52,-0.42,0.17,-0.02,0,0,0.01,0.04,0.03,0.02,0.66,0,0,none  ,0,0,0,0,MB
SMDG,1200120+551741,180.0499,55.29474,7.89,0.63,-2.73,7.53,0,0.77,-0.08,-0.03,0.08,0,0.48,0.07,-0.27,0.58,0,40.06,-22.25,0,21.89,0,26.47,-0.58,0.29,-0.04,0,25.87,-0.55,0.27,-0.06,0,26.18,-1.05,0.69,-0.37,1,20.6,-1.05,0.53,-0.21,0,20,-0.99,0.48,-0.17,0,20.31,-1.5,0.97,-0.57,0,0,0.01,0.04,0.02,0.01,0.25,0,0,none  ,0,0,0,0,MB
SMDG,1200183+445535,180.07622,44.92629,6.16,-0.11,-0.46,1.68,0,0.53,-0.05,0.01,0.05,0,0.96,-0.07,-0.07,0.3,0,74.82,-2.76,0,3.02,0,24.19,-0.29,0.04,0.13,0,23.57,-0.22,0.01,0.15,0,22.65,-0.04,-0.06,0.16,0,20,-0.19,0.04,0.08,0,19.37,-0.13,0.01,0.1,0,18.45,-0.02,-0.05,0.12,0,0,0.01,0.05,0.03,0.02,0.62,0,0,none  ,0,0,0,0,MB
SMDG,1200236+311006,180.09815,31.16835,7.2,-0.34,0.01,0.52,0,0.48,-0.04,0.01,0.04,0,0.59,-0.06,0,0.07,0,-82.98,-2.04,0,2.07,0,25.11,-0.2,0.03,0.08,0,24.67,-0.19,0.02,0.1,0,24.36,-0.21,0.03,0.13,0,20.09,-0.18,0,0.09,0,19.66,-0.18,0,0.1,0,19.34,-0.18,0,0.14,0,0,0.02,0.06,0.04,0.02,0.52,0,0,none  ,0,0,0,0,D 
SMDG,1200284+562155,180.11824,56.36519,9.63,-0.05,-0.72,2.25,0,0.56,-0.04,0,0.04,0,0.5,-0.01,-0.07,0.23,0,29.35,-3.61,0,3.18,0,25.51,-0.2,0.07,0.06,0,24.91,-0.18,0.06,0.06,0,25.16,-0.38,0.14,0.02,0,19.57,-0.31,0.11,0.02,0,18.97,-0.25,0.09,0.02,0,19.22,-0.59,0.26,-0.06,0,0,0.02,0.06,0.04,0.02,0.55,0,0,none  ,0,0,0,0,MB
SMDG,1200324+504600,180.13516,50.76652,5.78,-0.34,-0.06,0.73,0,0.67,-0.07,0,0.07,0,0.44,-0.07,-0.02,0.16,0,62.77,-8.05,0,7.39,0,25.64,-0.17,0.02,0.13,0,25,-0.14,0,0.15,0,24.73,-0.14,-0.03,0.22,0,20.55,-0.15,0.01,0.12,0,19.9,-0.1,-0.01,0.14,0,19.63,-0.11,-0.04,0.2,0,0,0.02,0.06,0.04,0.02,0.56,0,0,none  ,0,0,0,0,MB
SMDG,1200379+383851,180.15812,38.64737,5.34,-0.35,-0.14,0.93,0,0.37,-0.05,0.01,0.05,0,0.69,-0.15,0,0.2,0,-64.39,-2.84,0,2.6,0,24.94,-0.21,-0.03,0.25,0,24.35,-0.16,-0.07,0.28,0,23.6,-0.03,-0.14,0.32,0,20.99,-0.11,-0.03,0.16,0,20.41,-0.09,-0.05,0.18,0,19.66,0,-0.11,0.24,0,0,0.02,0.05,0.04,0.02,0.42,0,0,none  ,0,0,0,0,MB
SMDG,1200397+212449,180.16535,21.41369,9.31,-0.36,-0.39,2.01,0,0.7,-0.04,0,0.04,0,0.85,-0.05,-0.04,0.2,0,75.2,-4.63,0,4.61,0,25.09,-0.28,0.07,0.07,0,24.95,-0.34,0.1,0.07,0,24.79,-0.42,0.16,0.08,0,19.51,-0.35,0.08,0.05,0,19.37,-0.46,0.14,0.04,0,19.21,-0.54,0.2,0.02,0,0,0.02,0.07,0.05,0.03,0.5,0,6965,specz ,40.4,0,0,0,D 
SMDG,1200423+421531,180.1764,42.2585,5.64,-0.28,-0.09,0.64,0,0.59,-0.05,0.01,0.05,0,0.69,-0.08,-0.01,0.13,0,11.88,-3.8,0,3.81,0,24.58,-0.14,-0.01,0.12,0,23.97,-0.11,-0.01,0.13,0,23.29,-0.04,-0.05,0.15,0,20.01,-0.09,-0.01,0.11,0,19.41,-0.07,-0.03,0.13,0,18.73,-0.01,-0.05,0.13,0,0,0.01,0.05,0.03,0.02,0.64,0,0,none  ,0,0,0,0,MB
SMDG,1200525+543856,180.21867,54.64887,8.71,0.57,-2,5.85,0,0.91,-0.05,-0.01,0.05,0,0.46,0.05,-0.16,0.37,0,51.89,-33.4,0,33.95,0,25.94,-0.38,0.21,-0.05,0,25.4,-0.37,0.19,-0.04,0,25.41,-0.54,0.33,-0.11,0,19.65,-0.88,0.39,-0.14,0,19.11,-0.78,0.36,-0.15,0,19.12,-1.1,0.6,-0.27,0,0,0.01,0.04,0.03,0.02,0.48,0,0,none  ,0,0,0,0,MB
SMDG,1201082+175804,180.28432,17.96791,6.03,-0.3,-0.18,1.34,0,0.6,-0.06,0.01,0.06,0,0.89,-0.05,-0.05,0.26,0,61.52,-4.2,0,4.1,0,24.81,-0.37,0.09,0.07,0,24.21,-0.33,0.08,0.07,0,23.84,-0.32,0.07,0.1,0,20.4,-0.3,0.04,0.09,0,19.8,-0.25,0.02,0.09,0,19.43,-0.23,0.02,0.13,0,0,0.02,0.07,0.05,0.03,0.48,0,0,none  ,0,0,0,0,D 
SMDG,1201099+554017,180.29105,55.67139,8.75,0.18,-0.91,2.4,0,0.53,-0.04,0.01,0.04,0,0.8,0,-0.09,0.25,0,48.36,-2.2,0,2.25,0,24.46,-0.22,0.08,0.03,0,23.89,-0.19,0.07,0.03,0,23.73,-0.23,0.08,0.05,0,19.23,-0.26,0.11,0,0,18.66,-0.25,0.09,0,0,18.5,-0.3,0.11,0.01,0,0,0.02,0.05,0.03,0.02,0.64,0,0,none  ,0,0,0,0,MB
SMDG,1201144+214619,180.30991,21.77206,6.06,-0.24,0.06,0.13,0,0.76,-0.02,0,0.02,0,0.73,-0.05,0.01,0.03,0,-42.82,-2.71,0,2.56,0,24.05,-0.16,0.02,0.04,0,23.68,-0.17,0.02,0.04,0,23.45,-0.16,0.02,0.07,0,19.13,-0.13,0,0.05,0,18.76,-0.14,0,0.06,0,18.53,-0.14,0,0.08,0,0,0.02,0.08,0.06,0.03,0.57,0,0,none  ,0,0,0,0,D 
SMDG,1201148+200209,180.31172,20.03591,11.14,-0.42,-0.36,1.67,0,0.81,-0.04,0,0.04,0,0.55,-0.04,-0.02,0.1,0,-72.55,-8.39,0,9.26,0,25.9,-0.26,0.06,0.06,0,25.54,-0.27,0.07,0.05,0,25.66,-0.61,0.33,-0.08,0,19.31,-0.36,0.1,0.04,0,18.96,-0.42,0.13,0.03,0,19.07,-0.72,0.38,-0.11,0,0,0.04,0.13,0.09,0.05,0.4,0,0,none  ,0,0,0,0,D 
SMDG,1201212+304437,180.33828,30.7436,7.06,-0.36,0.03,0.43,0,0.85,-0.03,0,0.03,0,0.71,-0.05,-0.01,0.07,0,27.17,-8.19,0,8.89,0,24.89,-0.19,0.04,0.05,0,24.35,-0.18,0.03,0.05,0,24.03,-0.2,0.04,0.07,0,19.48,-0.19,0.03,0.06,0,18.94,-0.19,0.02,0.07,0,18.62,-0.19,0.02,0.08,0,0,0.02,0.05,0.03,0.02,0.54,0,0,none  ,0,0,0,0,D 
SMDG,1201284+704423,180.36838,70.73978,5.41,0.34,-2.15,6.79,0,0.72,-0.07,-0.01,0.07,0,1.18,0.06,-0.43,1.05,0,-82.21,-10.74,0,10.03,0,24.27,-1,0.37,0.03,0,24.12,-1.22,0.55,-0.02,0,3.37,0.24,-0.19,0.55,1,20.41,-0.74,0.29,-0.02,0,20.26,-0.95,0.47,-0.1,0,-0.5,0.1,0.26,-0.08,1,0,0.01,0.05,0.03,0.02,0.56,0,0,none  ,0,0,0,0,MB
SMDG,1201360+615010,180.39985,61.83615,9.69,2.73,-5.77,8.85,0,0.84,-0.04,-0.02,0.04,0,0.57,0.19,-0.34,0.47,0,42.42,-12.62,0,13.3,0,25.61,-0.44,0.32,-0.17,0,25,-0.44,0.31,-0.16,0,25.01,-0.54,0.39,-0.22,0,19.32,-1.11,0.82,-0.46,0,18.72,-1.09,0.75,-0.4,0,18.72,-1.21,0.92,-0.54,0,0,0.02,0.07,0.05,0.03,0.53,0,0,none  ,0,0,0,0,MB
SMDG,1201382+305220,180.40932,30.87227,5.51,-0.24,0.03,0.27,0,0.54,-0.04,0.01,0.04,0,0.77,-0.06,0.01,0.07,0,16.23,-1.84,0,1.79,0,24.25,-0.21,0.03,0.06,0,23.84,-0.22,0.03,0.07,0,23.64,-0.22,0.03,0.11,0,19.97,-0.16,-0.01,0.08,0,19.56,-0.15,-0.02,0.09,0,19.36,-0.15,-0.01,0.13,0,0,0.02,0.05,0.04,0.02,0.55,0,0,none  ,0,0,0,0,D 
SMDG,1201405-011214,180.41863,-1.20388,12.83,-0.45,-0.1,0.95,0,0.8,-0.02,0,0.02,0,0.71,-0.03,-0.01,0.06,0,68.55,-3.47,0,3.54,0,24.66,-0.15,0.02,0.04,0,24.25,-0.16,0.02,0.04,0,23.98,-0.17,0.03,0.05,0,18.02,-0.22,0.03,0.05,0,17.61,-0.22,0.03,0.06,0,17.35,-0.24,0.04,0.07,0,0,0.03,0.11,0.07,0.04,0.55,0,0,none  ,0,0,0,0,D 
SMDG,1201416+643726,180.42323,64.62382,7.33,0.27,-1.38,4.54,0,0.72,-0.06,0,0.06,0,0.72,0.03,-0.18,0.51,0,-80.88,-8.43,0,8.24,0,25.15,-0.4,0.15,0.02,0,24.54,-0.34,0.12,0.04,0,24,-0.25,0.07,0.09,0,19.85,-0.58,0.21,-0.04,0,19.23,-0.45,0.16,-0.02,0,18.69,-0.35,0.09,0.04,0,0,0.02,0.07,0.05,0.03,0.6,0,0,none  ,0,0,0,0,MB
SMDG,1201473+282140,180.4471,28.3611,11.46,-0.22,0.04,0.11,0,0.91,-0.01,0,0.01,0,0.44,-0.02,0.01,0.01,0,-78.62,-5.31,0,5.36,0,24.18,-0.15,0,0.03,0,23.85,-0.15,0,0.04,0,23.65,-0.14,0,0.05,0,17.27,-0.19,0,0.04,0,16.94,-0.2,0,0.03,0,16.74,-0.16,0,0.05,0,0,0.02,0.07,0.05,0.03,0.55,0,841,specz ,11,9.21,0,0,D 
SMDG,1201524+615251,180.46829,61.88089,6.77,0.23,-1.55,5.17,0,0.81,-0.07,-0.02,0.07,0,0.67,0.03,-0.21,0.58,0,-88.82,-20.01,0,17.49,0,25.51,-0.48,0.19,0.01,0,24.84,-0.36,0.14,0.03,0,24.25,-0.25,0.06,0.12,0,20.18,-0.7,0.28,-0.06,0,19.52,-0.51,0.19,-0.02,0,18.93,-0.33,0.09,0.05,0,0,0.02,0.07,0.05,0.03,0.54,0,0,none  ,0,0,0,0,MB
SMDG,1201573+562827,180.48877,56.47415,7.6,3.56,-7.15,10.61,0,0.9,-0.04,-0.01,0.04,0,1.07,0.38,-0.63,0.85,0,27.95,-21.23,0,21.04,0,24.41,-0.71,0.51,-0.27,0,23.8,-0.7,0.5,-0.27,0,23.32,-0.69,0.44,-0.22,0,19.38,-1.04,0.8,-0.48,0,18.77,-1.03,0.75,-0.43,0,18.29,-0.96,0.65,-0.35,0,0,0.02,0.06,0.04,0.02,0.63,0,0,none  ,0,0,0,0,MB
SMDG,1201595+305752,180.49781,30.96432,9.67,-0.3,-0.97,3.7,0,0.56,-0.05,0.01,0.05,0,0.97,-0.04,-0.1,0.34,0,-80.3,-3.5,0,3.53,0,25.18,-0.37,0.11,0.07,0,24.82,-0.41,0.13,0.07,0,24.5,-0.42,0.15,0.08,0,19.95,-0.44,0.13,0.05,0,19.59,-0.48,0.15,0.04,0,19.27,-0.49,0.17,0.06,0,0,0.02,0.06,0.04,0.02,0.44,0,0,none  ,0,0,0,0,D 
SMDG,1202095+364501,180.53943,36.75018,7.42,0.17,-1.46,4.28,0,0.5,-0.06,0.01,0.06,0,0.9,0.01,-0.19,0.52,0,44.03,-3.39,0,3.2,0,24.74,-0.46,0.15,0.08,0,24.27,-0.46,0.15,0.07,0,23.72,-0.32,0.06,0.15,0,20.11,-0.45,0.16,0.01,0,19.63,-0.44,0.16,0.03,0,19.09,-0.29,0.08,0.07,0,0,0.02,0.07,0.04,0.02,0.57,0,0,none  ,0,0,0,0,MB
SMDG,1202143+085600,180.55966,8.93344,6.63,-0.25,-0.75,3.43,0,0.57,-0.08,0,0.08,0,0.62,-0.06,-0.12,0.49,0,24.71,-7.14,0,7.11,0,26.25,-0.63,0.19,0.06,0,25.45,-0.45,0.11,0.09,0,24.93,-0.38,0.11,0.13,0,21.29,-0.74,0.23,0.02,0,20.48,-0.48,0.12,0.07,0,19.97,-0.39,0.1,0.1,0,0,0.02,0.06,0.04,0.02,0.26,0,0,none  ,0,0,0,0,D 
SMDG,1202341+042053,180.64211,4.34817,10.62,-0.32,-0.93,3.44,0,0.9,-0.03,-0.01,0.03,0,1.22,-0.03,-0.09,0.27,0,58.74,-13.57,0,15.06,0,24.35,-0.33,0.12,0.01,0,23.66,-0.31,0.11,0.01,0,23.16,-0.28,0.08,0.01,0,18.84,-0.44,0.15,0.02,0,18.15,-0.38,0.12,0.03,0,17.65,-0.33,0.09,0.03,0,0,0.02,0.07,0.05,0.03,0.55,0,0,none  ,0,0,0,0,D 
SMDG,1202351+605454,180.64619,60.91503,5.66,-0.18,-0.3,1.2,0,0.85,-0.06,-0.01,0.06,0,0.68,-0.05,-0.06,0.22,0,24.36,-17.51,0,17.73,0,25.04,-0.22,0.06,0.08,0,24.75,-0.3,0.09,0.08,0,25.19,-0.85,0.38,-0.02,0,20.06,-0.23,0.07,0.05,0,19.77,-0.31,0.1,0.06,0,20.21,-1.08,0.5,-0.13,0,0,0.02,0.06,0.04,0.02,0.62,0,0,none  ,0,0,0,0,MB
SMDG,1202370+013027,180.65426,1.50758,9.04,-0.37,-0.4,2.01,0,0.53,-0.04,0.01,0.04,0,0.89,-0.05,-0.05,0.22,0,84.24,-2.55,0,2.69,0,24.98,-0.28,0.07,0.07,0,24.39,-0.27,0.06,0.06,0,24.08,-0.27,0.07,0.09,0,19.84,-0.29,0.06,0.07,0,19.25,-0.27,0.05,0.08,0,18.94,-0.26,0.05,0.1,0,0,0.02,0.07,0.05,0.03,0.49,0,0,none  ,0,0,0,0,D 
SMDG,1202489+502505,180.70361,50.41797,6.67,0.04,-1.16,4.16,0,0.78,-0.07,-0.02,0.07,0,0.6,0.01,-0.18,0.53,0,43.31,-18.42,0,16.98,0,25.72,-0.45,0.16,0.04,0,25.28,-0.49,0.18,0.03,0,24.89,-0.42,0.15,0.09,0,20.36,-0.63,0.22,-0.01,0,19.93,-0.67,0.26,-0.03,0,19.53,-0.61,0.21,0.01,0,0,0.02,0.06,0.04,0.02,0.5,0,0,none  ,0,0,0,0,MB
SMDG,1202510+442418,180.71268,44.40499,7.85,-0.26,-0.31,1.25,0,0.44,-0.04,0.01,0.04,0,0.6,-0.06,-0.02,0.17,0,-4.57,-2.31,0,2.28,0,25.08,-0.16,0.01,0.12,0,24.35,-0.12,0,0.13,0,23.39,-0.03,-0.03,0.11,0,20,-0.13,0.01,0.1,0,19.27,-0.09,-0.01,0.1,0,18.31,-0.02,-0.04,0.1,0,0,0.01,0.04,0.03,0.02,0.57,0,0,none  ,0,0,0,0,MB
SMDG,1203016+204932,180.75684,20.82555,7.29,-0.29,0.03,0.25,0,0.43,-0.03,0.01,0.03,0,0.55,-0.06,0.02,0.02,0,-86.03,-1.03,0,1.05,0,24.72,-0.18,0.01,0.07,0,24.09,-0.15,0.01,0.07,0,23.64,-0.15,0,0.09,0,19.74,-0.14,-0.01,0.08,0,19.11,-0.13,-0.01,0.08,0,18.67,-0.13,-0.02,0.1,0,0,0.03,0.09,0.06,0.03,0.55,0,0,none  ,0,0,0,0,D 
SMDG,1203129+272709,180.80394,27.45243,6.99,-0.12,-1.46,5.85,0,0.62,-0.07,0.01,0.07,0,1.22,-0.02,-0.24,0.74,0,1.31,-5.77,0,6,0,24.79,-0.76,0.27,0.04,0,24.38,-0.79,0.29,0.04,0,-99.99,-99.99,-99.99,-99.99,1,20.59,-0.64,0.22,0.04,0,20.18,-0.67,0.24,0.02,0,-99.99,-99.99,-99.99,-99.99,1,0,0.02,0.06,0.04,0.02,0.4,0,0,none  ,0,0,0,0,D 
SMDG,1203189+730016,180.82856,73.00438,8.13,-0.19,-0.27,1.17,0,0.72,-0.04,0,0.04,0,0.48,-0.02,-0.03,0.15,0,-52.17,-6.05,0,5.79,0,25.27,-0.14,0.03,0.06,0,25.05,-0.2,0.06,0.06,0,25.27,-0.44,0.17,0.04,0,19.4,-0.18,0.05,0.04,0,19.18,-0.28,0.08,0.03,0,19.4,-0.69,0.28,-0.06,0,0,0.02,0.07,0.05,0.03,0.62,0,1880,z_est ,14,9.53,189,5,MB
SMDG,1203212+620420,180.83823,62.0721,6.34,-0.04,-0.4,1.14,0,0.79,-0.04,0,0.04,0,0.81,-0.01,-0.07,0.21,0,-53.77,-7.09,0,6.67,0,24.37,-0.19,0.06,0.05,0,23.88,-0.18,0.05,0.05,0,23.69,-0.23,0.06,0.1,0,19.44,-0.2,0.07,0.03,0,18.94,-0.2,0.07,0.03,0,18.75,-0.26,0.06,0.05,0,0,0.02,0.06,0.04,0.02,0.66,0,0,none  ,0,0,0,0,MB
SMDG,1203327+162500,180.88613,16.4168,5.89,-0.29,0.04,0.36,0,0.72,-0.04,0,0.04,0,0.78,-0.06,0,0.08,0,5.51,-3.91,0,3.42,0,24.45,-0.22,0.04,0.05,0,23.84,-0.2,0.03,0.05,0,23.51,-0.2,0.03,0.07,0,19.72,-0.19,0,0.07,0,19.11,-0.16,0,0.07,0,18.78,-0.16,0,0.09,0,0,0.04,0.12,0.08,0.05,0.56,0,0,none  ,0,0,0,0,D 
SMDG,1203355+425106,180.89796,42.85161,5.42,2.48,-6.57,11.7,1,0.92,-0.25,0.07,0.25,1,0.69,0.2,-0.59,1.05,1,-35.16,-61.38,0,45.21,1,26.84,-1.11,0.58,-0.1,1,25.9,-1.13,0.56,-0.11,0,25.55,-1.16,0.6,-0.16,0,21.9,-1.64,1.21,-0.69,1,20.96,-1.45,0.92,-0.42,0,20.61,-1.38,0.82,-0.35,0,0,0.01,0.04,0.03,0.01,0.03,2,0,none  ,0,0,0,0,MB
SMDG,1203368+335416,180.90346,33.90455,8.46,-0.37,-0.07,0.79,0,0.65,-0.03,0,0.03,0,0.76,-0.05,-0.02,0.1,0,79.47,-2.86,0,2.86,0,24.81,-0.22,0.04,0.06,0,24.72,-0.27,0.06,0.08,0,24.85,-0.4,0.13,0.1,0,19.39,-0.21,0.02,0.07,0,19.3,-0.29,0.06,0.07,0,19.42,-0.47,0.16,0.06,0,0,0.02,0.05,0.04,0.02,0.53,0,0,none  ,0,0,0,0,D 
SMDG,1203416+015558,180.92348,1.93267,8.17,-0.35,-0.36,2.3,0,0.73,-0.04,0,0.04,0,1.02,-0.04,-0.06,0.27,0,87.73,-4.96,0,5.32,0,24.62,-0.35,0.09,0.04,0,23.96,-0.29,0.08,0.04,0,23.55,-0.27,0.07,0.05,0,19.56,-0.38,0.09,0.05,0,18.9,-0.3,0.05,0.06,0,18.49,-0.26,0.05,0.07,0,0,0.03,0.08,0.06,0.03,0.52,0,0,none  ,0,0,0,0,D 
SMDG,1203441+414731,180.9336,41.79199,7.08,1.31,-3.78,8.55,0,0.92,-0.06,-0.01,0.06,0,0.84,0.16,-0.39,0.7,0,70.1,-37.36,0,37.48,0,25,-0.57,0.31,-0.11,0,24.43,-0.56,0.3,-0.11,0,24.49,-0.66,0.39,-0.12,0,19.7,-0.98,0.55,-0.23,0,19.14,-0.92,0.49,-0.22,0,19.2,-1.12,0.73,-0.34,0,0,0.01,0.04,0.03,0.01,0.6,0,0,none  ,0,0,0,0,MB
SMDG,1203449+252436,180.9371,25.41005,9.93,-0.39,-0.04,0.77,0,0.7,-0.03,0,0.03,0,0.63,-0.04,0,0.07,0,-49.58,-3.19,0,3.14,0,25.04,-0.18,0.02,0.06,0,24.55,-0.17,0.02,0.07,0,24.27,-0.18,0.03,0.07,0,19,-0.19,0.02,0.07,0,18.51,-0.2,0.02,0.07,0,18.23,-0.22,0.03,0.08,0,0,0.02,0.07,0.05,0.03,0.53,0,0,none  ,0,0,0,0,D 
