SMDG0006323+043126   1.63442   4.52396   7.95   0.14  -2.32   6.96 0 0.54  -0.08  -0.00   0.08 0 0.88  -0.02  -0.28   0.67 0 -69.43  -6.93   0.00   7.46 0  26.15  -0.79   0.33   0.01 0  25.48  -0.70   0.29   0.03 0  25.32  -0.87   0.41  -0.05 0  21.24  -0.94   0.45  -0.09 0  20.57  -0.85   0.36  -0.06 0  20.41  -0.99   0.51  -0.14 0 0 0.03 0.10 0.07 0.04   0.17 0     0 none     0.0  0.00    0   0 D
SMDG0006347-122815   1.64450 -12.47077   5.52  -0.26  -0.19   1.46 1 0.45  -0.07   0.00   0.07 1 0.14  -0.09  -0.03   0.26 1  45.48  -8.61   0.00   5.90 1  27.33  -1.05   0.37  -0.04 1  26.50  -0.77   0.23  -0.02 1 -99.99 -99.99 -99.99 -99.99 1  22.50  -0.98   0.44  -0.19 1  21.67  -0.95   0.31  -0.05 1 -99.99 -99.99 -99.99 -99.99 1 0 0.04 0.12 0.08 0.04   0.05 2     0 none     0.0  0.00    0   0 D
SMDG0006418+180541   1.67435  18.09470   5.86  -0.08  -1.56   6.24 0 0.62  -0.08   0.01   0.08 0 1.31  -0.02  -0.31   0.97 0 -75.97  -7.03   0.00   7.13 0  24.60  -1.04   0.37   0.04 0  23.95  -0.93   0.31   0.05 0  23.46  -0.79   0.26   0.06 0  20.94  -0.72   0.23   0.04 0  20.30  -0.61   0.18   0.05 0  19.81  -0.48   0.12   0.10 0 0 0.04 0.12 0.09 0.05   0.34 0     0 none     0.0  0.00    0   0 D
SMDG0006427+043419   1.67787   4.57196   9.44  -0.34  -0.06   0.75 0 0.77  -0.02   0.00   0.02 0 0.97  -0.03  -0.01   0.08 0 -68.19  -2.95   0.00   3.20 0  24.03  -0.20   0.04   0.03 0  23.67  -0.19   0.04   0.03 0  23.43  -0.21   0.05   0.05 0  18.52  -0.20   0.02   0.05 0  18.16  -0.21   0.03   0.05 0  17.92  -0.22   0.03   0.06 0 0 0.03 0.09 0.06 0.04   0.57 0     0 none     0.0  0.00    0   0 D
SMDG0006494-105502   1.70563 -10.91730   7.63  -0.31   0.03   0.39 0 0.87  -0.02  -0.00   0.02 0 0.88  -0.04  -0.00   0.05 0 -31.62  -6.08   0.00   6.10 0  24.09  -0.18   0.03   0.03 0  23.76  -0.17   0.03   0.03 0  23.46  -0.19   0.04   0.04 0  18.76  -0.17   0.01   0.05 0  18.43  -0.18   0.01   0.05 0  18.13  -0.18   0.02   0.07 0 0 0.04 0.13 0.09 0.05   0.57 0     0 none     0.0  0.00    0   0 D
SMDG0006580+050308   1.74147   5.05226   7.23  -0.24   0.04   0.24 0 0.63  -0.02   0.01   0.02 0 0.77  -0.04   0.00   0.04 0 -38.65  -1.67   0.00   1.67 0  24.05  -0.19   0.02   0.04 0  23.62  -0.17   0.02   0.04 0  23.25  -0.16   0.02   0.07 0  19.01  -0.17  -0.00   0.05 0  18.58  -0.15  -0.00   0.06 0  18.21  -0.16  -0.00   0.07 0 0 0.03 0.09 0.07 0.04   0.58 0     0 none     0.0  0.00    0   0 D
SMDG0007386+022905   1.91081   2.48482   5.43  -0.22   0.04   0.21 0 0.58  -0.03   0.01   0.03 0 0.70  -0.06   0.01   0.05 0  48.40  -1.91   0.00   1.87 0  24.27  -0.19   0.02   0.06 0  23.85  -0.20   0.02   0.07 0  23.67  -0.20   0.02   0.10 0  19.82  -0.15  -0.01   0.07 0  19.40  -0.15  -0.02   0.09 0  19.22  -0.15  -0.01   0.12 0 0 0.02 0.06 0.04 0.02   0.56 0     0 none     0.0  0.00    0   0 D
SMDG0007445-500956   1.93543 -50.16563   5.93  -0.28  -0.39   2.33 0 0.72  -0.06  -0.00   0.06 0 0.97  -0.04  -0.10   0.41 0  80.86  -7.59   0.00   7.58 0  24.86  -0.50   0.13   0.06 0  24.07  -0.37   0.09   0.05 0  23.63  -0.33   0.08   0.08 0  20.42  -0.43   0.09   0.07 0  19.63  -0.30   0.04   0.08 0  19.19  -0.24   0.02   0.10 0 0 0.01 0.05 0.03 0.02   0.47 0 10306 z_est   40.2 11.08  366  23 D
SMDG0008065+325420   2.02717  32.90564   5.41  -0.31  -0.03   0.64 0 0.72  -0.05   0.00   0.05 0 0.77  -0.06  -0.02   0.16 0  42.90  -6.02   0.00   5.57 0  24.90  -0.29   0.06   0.07 0  24.34  -0.28   0.06   0.07 0  23.98  -0.27   0.05   0.10 0  20.33  -0.24   0.02   0.08 0  19.77  -0.22   0.02   0.09 0  19.42  -0.21   0.01   0.12 0 0 0.04 0.14 0.10 0.05   0.50 0  4886 z_est   20.2 10.04  114   6 D
SMDG0008440-064947   2.18331  -6.82966   7.99  -0.20   0.02   0.11 0 0.56  -0.02   0.00   0.02 0 0.30  -0.05   0.02  -0.00 0  86.82  -1.25   0.00   1.31 0  24.94  -0.15   0.00   0.06 0  24.60  -0.14  -0.00   0.08 0  24.14  -0.14  -0.00   0.09 0  19.18  -0.14   0.00   0.06 0  18.84  -0.14  -0.00   0.07 0  18.37  -0.13  -0.01   0.08 0 0 0.03 0.10 0.07 0.04   0.56 0     0 none     0.0  0.00    0   0 D
