tile,bands,u_n_valid_pixels,u_sum_pixel_values,u_sum_pixel_values_squared,u_min,u_max,u_frac_zeros,u_kurtosis,g_n_valid_pixels,g_sum_pixel_values,g_sum_pixel_values_squared,g_min,g_max,g_frac_zeros,g_kurtosis,r_n_valid_pixels,r_sum_pixel_values,r_sum_pixel_values_squared,r_min,r_max,r_frac_zeros,r_kurtosis,i_n_valid_pixels,i_sum_pixel_values,i_sum_pixel_values_squared,i_min,i_max,i_frac_zeros,i_kurtosis,z_n_valid_pixels,z_sum_pixel_values,z_sum_pixel_values_squared,z_min,z_max,z_frac_zeros,z_kurtosis
"(218, 308)",ugriz,100000000.0,171055043.68363178,3089583148179.824,-6803.41845703125,46118.9140625,8.402e-05,36136.87797070637,100000000.0,10150427.948768198,2160116833.0321875,-21.340925216674805,1926.0802001953125,0.0,26078.560217748312,100000000.0,548726911.6633478,2108544308373.52,-1439.6986083984375,11140.375,1.69e-06,1653.321600722814,100000000.0,41953321842.16018,1.601516868870861e+16,-101561.53125,527501.25,0.0,930.312228750633,100000000.0,25405537.195176713,5247521566.20354,-67.66546630859375,2136.07373046875,0.0,9074.795663336321
"(210, 304)",ugriz,100000000.0,90954083.28419007,835068880962.2032,-2058.678955078125,38553.1953125,0.00095507,89045.6095529248,100000000.0,4797451.055920013,567745681.112209,-9.75760269165039,1465.4620361328125,0.0,62563.61687356526,100000000.0,244155110.64326757,1007728889125.4056,-1871.138916015625,12222.9453125,4.78e-06,4222.034077060297,100000000.0,14845117862.21758,5876889359123974.0,-128011.0859375,526008.75,0.00608685,2764.3004037029805,100000000.0,14676753.697088392,2239502468.040681,-75.12661743164062,2524.580078125,0.0,43303.61837371202
"(317, 287)",ugriz,100000000.0,335780954.01381457,7125382689725.891,-6367.40087890625,58677.80859375,2.993e-05,19065.326012871446,100000000.0,14574599.819836928,3127590228.003709,-29.217185974121094,2344.831787109375,0.0,25818.62574456693,100000000.0,847683259.7800244,3339753473638.484,-1786.5208740234375,11378.26953125,1.008e-05,1465.320010346362,100000000.0,47830940593.53296,1.5494403313824266e+16,-108407.8515625,511584.40625,0.0,707.4123189587661,100000000.0,-796818411.6934229,1378914927142.8281,-3342.5576171875,2176.269287109375,0.0,302.9186117707236
"(283, 294)",ugriz,100000000.0,138137802.5974676,2086106828731.345,-6859.63623046875,47099.8203125,7.39e-06,56997.192089001925,100000000.0,7701944.215964218,1204309737.9151323,-41.489444732666016,2373.512939453125,0.0,55226.69502380983,100000000.0,388368134.396798,1744104523203.0566,-1743.425048828125,12793.7294921875,8.91e-06,2577.8700110385957,100000000.0,26002196393.345387,9142924077351768.0,-96595.28125,546122.4375,0.0,1428.6281234286375,100000000.0,23267936.42878636,5771329774.516409,-26.972326278686523,2382.943603515625,0.0,13941.022666659632
"(200, 296)",ugriz,100000000.0,465381821.72199804,4892322656531.043,-5425.24365234375,43656.75390625,0.00244747,21302.0398034894,100000000.0,6517745.886045,729313064.8887199,-16.293094635009766,1353.339599609375,0.0,40392.39532199765,100000000.0,69902567.99261223,1931078256715.6328,-2003.408447265625,8138.3623046875,0.04194368,1754.9555113583722,100000000.0,78921973453.4088,5.8493600305006344e+16,-241296.171875,1047445.125,0.0,953.2541013699564,100000000.0,18358724.790525883,3700422863.4127073,-27.328458786010742,2621.260986328125,0.0,18946.408114050602
"(233, 293)",ugriz,100000000.0,378348185.0813249,2875746455376.715,-6771.74609375,43573.5234375,0.0497658,29591.79119624029,100000000.0,8061605.793910505,983453263.5411317,-18.654659271240234,1411.5562744140625,0.0,18796.755191902943,100000000.0,640698043.8595147,3411491795447.3115,-1794.2806396484375,13466.8271484375,2.599e-05,1808.507169315944,100000000.0,73598931827.00873,4.52719425064438e+16,-174920.140625,858828.3125,0.0,867.7331369554995,100000000.0,22407776.608165782,5089531551.762167,-210.6905059814453,1915.600830078125,0.0,9814.700739306036
"(252, 306)",ugriz,100000000.0,244607650.48178962,3765953864183.6284,-5338.73486328125,46851.703125,7.81e-06,26765.50475136042,100000000.0,16210998.441505646,3028615753.352871,-17.913654327392578,1639.2274169921875,0.0,12287.672035712172,100000000.0,647531039.8311279,3236239491406.8296,-1942.24609375,10933.26953125,0.00137553,1499.0715390475377,100000000.0,40193764170.23793,1.316622420758972e+16,-105149.78125,522379.375,0.0,847.472698029264,100000000.0,35491747.366652936,7953589511.695233,-38.20229721069336,2465.142822265625,0.0,9383.122213888044
"(203, 301)",ugriz,100000000.0,405358842.65441245,1052519505087.3365,-3778.220947265625,38602.17578125,0.4199886,43520.489521198535,100000000.0,4849385.827736428,609256371.9804606,-40.742408752441406,1470.07763671875,0.0,55111.19258424781,100000000.0,247409845.96888018,1796127085787.9893,-2406.781005859375,15498.3818359375,0.00069056,5530.6232008952065,100000000.0,22163924820.17473,1.230113573242255e+16,-157429.140625,816694.75,0.0,2572.07226504417,100000000.0,-34224095.132795766,14722490862.372223,-268.86578369140625,2465.76171875,0.0,1241.7029977162988
"(244, 302)",ugriz,100000000.0,134209561.70615464,1396519830885.8828,-3088.0166015625,37627.73828125,1.092e-05,51793.78471870229,100000000.0,7265801.143333574,897640726.6242958,-23.867298126220703,1440.027099609375,0.0,31485.67683893685,100000000.0,258533162.33490443,1029652510832.4127,-1174.6337890625,9622.365234375,5.49e-06,3717.3028581419717,100000000.0,20243229543.1267,7958608826128995.0,-113791.90625,554684.5,0.0,2025.5790796151102,100000000.0,16933963.03341928,3103070541.531708,-15.468260765075684,2343.782958984375,0.0,26776.82888323893
"(318, 288)",ugriz,100000000.0,198202402.91741166,2707164034098.905,-304.7365417480469,52007.37109375,8.39e-06,39590.30804809076,100000000.0,13942956.25935802,2776930462.266818,-26.78462791442871,1824.68994140625,1e-08,20959.710852477754,100000000.0,518322114.64847773,2520052932711.249,-1937.9156494140625,12323.04296875,1.238e-05,2086.45397443397,100000000.0,40268224130.10657,1.7048886867586318e+16,-124595.625,618541.0625,0.0,1129.7975415598164,100000000.0,29819850.099460557,6182465429.508235,-49.49397659301758,2380.0390625,0.0,12067.984447129089
"(142, 291)",ugriz,100000000.0,129909937.22398402,1740722769407.7317,-2339.02685546875,38997.91015625,3.416e-05,48415.827312114474,100000000.0,6525975.256402193,867316272.0479388,-23.414398193359375,1480.0926513671875,0.0,33864.5658441683,100000000.0,322559979.5212763,1259272935037.1738,-1811.7412109375,10343.6201171875,0.00021414,2751.956829616486,100000000.0,45439583306.566605,3.0650021720912932e+16,-191688.296875,1096010.5,0.0,1520.3683847257544,100000000.0,15525484.765578428,2652619580.879245,-45.60597610473633,2020.312255859375,0.0,23068.79487829667
"(134, 287)",ugriz,100000000.0,247419989.83502552,3476637785324.6055,-5905.9443359375,39581.81640625,0.00067562,23071.847303897124,100000000.0,7513566.380106766,622215854.7725989,-25.319747924804688,1301.9036865234375,0.0,34431.061269205056,100000000.0,630159373.4688411,3002009487287.988,-1957.3316650390625,10879.26953125,8.39e-06,1483.8936309987314,100000000.0,91855453341.63768,6.33929978503046e+16,-200305.390625,1043251.9375,2e-08,772.4012492823998,100000000.0,-552825689.1692411,399690184135.6277,-1504.7625732421875,1878.0133056640625,0.0,175.9275747005601
"(172, 313)",ugriz,100000000.0,125379410.54102336,1933420031213.4219,-3234.537841796875,41003.75,0.00029669,49766.77641623132,100000000.0,4600119.378254535,564976726.6284955,-37.38625717163086,1369.2232666015625,0.0,63291.75689249942,100000000.0,484947224.1806639,2888321508335.7676,-2119.484375,13650.3173828125,1.538e-05,2959.5345705735776,100000000.0,42713113481.29388,2.0236492613036344e+16,-140577.25,660348.6875,0.0,1126.8439939159264,100000000.0,25923245.402523726,9422393522.315357,-13.650673866271973,2141.101806640625,0.0,10067.559018299184
"(119, 307)",ugriz,100000000.0,770961456.5861658,2312171829376.551,-4414.7890625,44106.171875,0.04710151,24579.44133402212,100000000.0,6691319.151695132,915943662.7352154,-27.2688045501709,1306.865966796875,0.0,30073.14513388927,100000000.0,254045027.74564257,2682073874754.2397,-2262.846435546875,13925.015625,0.48919272,3861.536460562404,100000000.0,32545234685.024727,1.5469769249751852e+16,-153792.46875,710876.1875,0.0,1507.9081434986833,100000000.0,14534158.249600152,2628879913.303869,-110.0001449584961,2284.2275390625,0.0,24874.17918490094
"(279, 296)",ugriz,100000000.0,154853173.62814638,2521733966584.6465,-688.5784912109375,48504.609375,0.00018807,50013.81749116737,100000000.0,10274637.590775829,1577652368.0185513,-47.11130905151367,1795.5328369140625,0.0,23695.057811589362,100000000.0,476332882.2006453,2358549801269.0366,-1901.409423828125,12008.900390625,1.106e-05,2286.5176516867728,100000000.0,39592545138.72212,1.6093277597530194e+16,-122687.296875,574179.3125,0.0,1059.0745388675464,100000000.0,23683504.041796472,4978195289.768626,-14.290210723876953,2448.31298828125,1e-08,15610.757854691718
"(111, 303)",ugriz,100000000.0,250212725.2617029,3318675591200.1123,-5693.80810546875,41748.78125,0.00670213,28167.14855461849,100000000.0,10023385.077721654,1331465476.8566597,-41.441734313964844,2575.4423828125,0.0,36018.08333167495,100000000.0,403141861.641096,2542135192892.3926,-2332.11962890625,13150.4931640625,3.988e-05,3286.454861544459,100000000.0,50318959437.94704,3.187156396212116e+16,-191135.859375,918369.1875,0.0,1315.8018457805176,100000000.0,18163327.076113097,4435373317.583343,-24.42463493347168,2706.807861328125,0.0,25563.177952509355
"(245, 303)",ugriz,100000000.0,211910151.41875494,2935365552117.5786,-5830.3134765625,39471.05078125,6.97e-06,28298.54986093826,100000000.0,11881679.594999947,1070518014.7130479,-79.38817596435547,932.91455078125,0.0,10862.738320968792,100000000.0,667355438.2164131,2947095829171.14,-1748.075927734375,11777.439453125,5.101e-05,1642.6874800502387,100000000.0,56985500102.471054,2.32184020752482e+16,-129334.6171875,629842.0,0.0,730.3529037174613,100000000.0,27654914.71569363,6350844344.398806,-21.592681884765625,2365.412353515625,0.0,10579.427178177983
"(237, 299)",ugriz,100000000.0,44634825.66169475,1215396880088.0825,-3366.919189453125,44195.73046875,0.63021737,79968.40878348569,100000000.0,6476835.736551625,806810442.3793714,-9.2282075881958,1549.2891845703125,0.0,34045.18526145688,100000000.0,449843935.3633392,2306122258015.569,-1814.127197265625,12608.75390625,1.306e-05,2420.054579823991,100000000.0,24320122914.941795,1.1133504948154336e+16,-145598.71875,651998.375,0.0,1953.2937887612045,100000000.0,21503185.788918864,9181027827.240337,-36.35383605957031,5169.2470703125,0.0,26148.589236694774
"(214, 315)",ugriz,100000000.0,208203983.59966907,3666273447553.009,-5948.89111328125,61320.984375,0.00075622,33033.81662678811,100000000.0,13144322.586926326,2419610775.7803783,-37.778106689453125,1683.212890625,0.0,19110.98162510213,100000000.0,531001862.08042234,3494034707789.768,-2386.91552734375,14340.970703125,6.66e-06,2717.4962652911613,100000000.0,37978826805.41842,1.3399921888270892e+16,-112691.015625,525515.8125,0.0,964.9437236576158,100000000.0,31233352.609807428,7305516625.65524,-22.4914608001709,2541.795654296875,0.0,12307.537701375619
"(206, 311)",ugriz,100000000.0,136171510.65577683,1793662265448.0544,-5607.9365234375,42743.796875,0.00012072,53482.64517927265,100000000.0,6894385.629636325,1245112586.7200646,-22.247404098510742,1696.54736328125,0.0,38352.33497859234,100000000.0,247022924.309352,1094109777320.8226,-1795.6456298828125,11299.962890625,3.38e-05,4066.992288832519,100000000.0,13797649520.430248,4916551574384937.0,-105061.453125,532394.1875,1e-08,2732.060167127629,100000000.0,17982920.645080075,4707171214.368652,-25.782804489135742,2384.6865234375,0.0,20314.08774570883
"(112, 304)",ugriz,100000000.0,173608222.81930026,2874041097691.7817,-7049.1796875,45218.91796875,0.00121273,33161.79949462638,100000000.0,8458836.920517402,1044569536.924457,-43.30331039428711,1452.44384765625,0.0,19927.970708476536,100000000.0,702741277.0120806,4452281746004.264,-2304.1708984375,13172.0087890625,0.00455078,1660.52220786953,100000000.0,67641805742.72099,4.466838205590381e+16,-254286.734375,1018871.875,0.0,1031.8131072611047,100000000.0,21955942.2620085,4346704701.894133,-49.978607177734375,2201.916748046875,0.0,11322.14148325379
"(198, 307)",ugriz,100000000.0,153885492.87435383,2389620690282.1045,-1641.3939208984375,37053.15234375,5.4e-06,40814.420366952174,100000000.0,6537794.674218319,770263482.4442073,-34.859580993652344,1490.5091552734375,0.0,43298.26223512363,100000000.0,533383213.62942624,2667407711462.0884,-2040.39453125,15135.2275390625,5.61e-06,2326.194358961854,100000000.0,53953188332.91547,2.7016427472936292e+16,-163399.75,740234.25,0.0,939.6267255390385,100000000.0,22723145.702779956,5477374156.602382,-30.787696838378906,2992.69140625,0.0,13298.61814791217
"(305, 290)",ugriz,100000000.0,198930003.70112476,3710001888947.2744,-5559.830078125,63056.80859375,8.82e-06,44020.252033857534,100000000.0,13007780.194899756,2225075378.9950314,-22.51018524169922,1752.1124267578125,0.0,18725.758463847702,100000000.0,451424989.33688205,1849984451414.5417,-2057.47216796875,12056.73828125,4.888e-05,2356.69312892222,100000000.0,41122883168.270424,1.4759152016363016e+16,-93463.09375,483134.15625,0.0,891.6981551919204,100000000.0,29633290.204306096,7662671782.275856,-42.829124450683594,2774.4013671875,0.0,13294.081845734305
"(164, 314)",ugriz,100000000.0,169919429.9928604,3226078587898.9497,-5074.1904296875,45595.9765625,3.25e-05,33614.82450303056,100000000.0,5563039.639827308,660595406.3865525,-36.98927307128906,1423.2266845703125,0.0,58008.992034847724,100000000.0,412601056.2262883,1817070630544.1038,-1841.19482421875,12079.419921875,3.037e-05,2431.2147036360707,100000000.0,56745853905.258354,2.8821338211437384e+16,-159056.09375,670135.75,1e-08,906.4406626180704,100000000.0,24115664.71972961,5566661360.381251,-22.69176483154297,2517.78466796875,0.0,11210.825005543584
"(230, 296)",ugriz,100000000.0,1027559044.9791223,2926051165499.8086,-3154.222900390625,45631.55859375,0.0497149,18688.637454727934,100000000.0,5337495.981545644,901311306.6717522,-7.1052446365356445,1823.56201171875,0.0,60591.120030628495,100000000.0,202358446.60095918,1172673049147.6624,-2136.74951171875,13951.3837890625,0.00033,5576.425771201389,100000000.0,20541015973.673523,1.0349816416900292e+16,-167144.6875,729054.3125,0.0,2575.5826375833103,100000000.0,12441313.330757784,1852092715.6527486,-28.853378295898438,2076.49755859375,0.0,38713.11284869799
"(189, 258)",ugriz,100000000.0,189007561.71437752,2364635467283.776,-742.2957153320312,42761.37890625,0.00040828,43313.66557201132,100000000.0,10038542.068749756,1093820607.3264122,-15.276043891906738,1304.8133544921875,0.0,18342.959384940055,100000000.0,498345083.3968639,2419909112981.146,-2003.943359375,13758.9462890625,7.7e-06,2190.969293689629,100000000.0,93831558017.13,9.736538317403882e+16,-388126.46875,1435569.25,0.0,1140.9504637554346,100000000.0,26368403.93045832,5898678055.400955,-39.30952072143555,2265.5078125,0.0,12893.643790355727
"(199, 308)",ugriz,100000000.0,143336784.11058503,2414130285955.6924,-6542.91455078125,43170.3046875,4.891e-05,43152.14158652621,100000000.0,7213065.727374668,755428722.9509436,-27.192623138427734,828.9940185546875,0.0,18628.11902974211,100000000.0,392967101.9833519,1280632358692.9573,-1657.71630859375,10024.87890625,3.67e-06,2193.7410243269087,100000000.0,31732620168.152786,1.366119204689636e+16,-106187.5390625,630329.1875,1e-08,1382.9894335045635,100000000.0,18909212.50914061,4157583566.2705784,-36.0274543762207,2784.6533203125,0.0,15767.451741913883
"(240, 309)",ugriz,100000000.0,593281102.2602929,3368971218840.0757,-4017.687255859375,41324.21484375,0.04387027,25191.036748128132,100000000.0,12730639.870897055,2417943732.4917493,-3.0906944274902344,1834.5574951171875,1e-08,16221.037539661218,100000000.0,543151302.6435559,3799596116705.6978,-2318.35595703125,13903.41796875,9.31e-06,2543.417724733108,100000000.0,33809552073.78265,1.1604142052427236e+16,-109730.671875,512906.65625,0.0,1093.7832179695995,100000000.0,31713111.804581057,8014608058.388132,-44.044429779052734,2249.51708984375,0.0,9983.793566145681
"(130, 294)",ugriz,100000000.0,151206071.79337844,1970398853229.0688,-236.8904266357422,45022.34765625,1.715e-05,54627.42742144206,100000000.0,6713559.7074633585,870862645.0259986,-11.625219345092773,1310.4443359375,0.0,30205.877826047985,100000000.0,278614246.9383794,1289489034023.0012,-1443.898193359375,14672.7548828125,7.94e-06,3922.5433815344018,100000000.0,58419694978.916405,4.758393152084326e+16,-239885.265625,1263133.5,0.0,1628.2763371912586,100000000.0,16544909.247885298,2806827987.8295016,-179.03179931640625,2190.217529296875,0.0,23128.387269165272
"(168, 320)",ugriz,100000000.0,159236596.613098,1896253790459.393,-2459.629638671875,48231.234375,0.00119343,48875.86280318053,100000000.0,8298458.55965582,1449836243.304154,-12.103867530822754,1558.2608642578125,0.0,28981.61910888214,100000000.0,295262761.00545657,1074003954790.3372,-1668.1717529296875,11370.2548828125,7.219e-05,2955.9230180799295,100000000.0,31371725760.962208,1.5187310853191576e+16,-131953.484375,637456.1875,0.0,1593.8237659001245,100000000.0,19078040.64451665,4304481678.767525,-48.11126708984375,3378.22314453125,0.0,26154.54645910393
"(160, 316)",ugriz,100000000.0,101770088.85343353,1340088623471.2,-1822.490966796875,42824.69921875,3.4e-07,69582.76785317023,100000000.0,4112956.294185482,496424976.1467925,-5.370988368988037,1240.4149169921875,0.0,56545.67094466234,100000000.0,216148572.28559738,1395240507180.525,-1875.404541015625,14090.244140625,3.06e-06,6732.960359316463,100000000.0,21955834271.115875,1.187422493475057e+16,-159646.953125,981113.625,0.0,2602.2222191356564,100000000.0,13739991.795178628,2461083112.2915688,-47.46795654296875,1920.05029296875,0.0,23909.52313479806
"(107, 310)",ugriz,100000000.0,178627910.88729918,2973602495836.484,-7372.1005859375,42814.4765625,0.00045704,32791.4043284923,100000000.0,8495224.221573712,1255491787.036831,-11.956765174865723,1368.7672119140625,0.0,24045.387924953622,100000000.0,530339393.7745504,3975603498068.513,-2462.216796875,13974.400390625,0.00067623,2314.9788271886346,100000000.0,53836394286.49632,2.7264120778361584e+16,-142741.6875,733050.1875,0.0,955.3230679632633,100000000.0,20724743.722644955,4152992738.935679,-33.93810272216797,2176.76416015625,0.0,17856.74607198922
"(267, 299)",ugriz,100000000.0,172955411.84541684,2150497745213.26,-4219.29296875,48137.265625,0.00072675,53317.74556375037,100000000.0,12227445.652795423,2411391352.567381,-36.80507278442383,1808.023193359375,0.0,22073.397848932724,100000000.0,455313358.20350146,2080115437257.8928,-2045.9202880859375,12775.3388671875,5.36e-06,3193.9904661975193,100000000.0,27723686734.137703,8964943712112412.0,-102614.8203125,456636.40625,0.0,1209.7082652361548,100000000.0,23245616.615414575,3876468475.097455,-42.474918365478516,1933.4141845703125,0.0,14624.431977902492
"(181, 259)",ugriz,100000000.0,241262290.35116658,4148087973569.068,-2280.802734375,53645.71875,4.23e-06,29983.68996283152,100000000.0,11500934.852929672,1317702551.6725626,-14.128524780273438,1404.0777587890625,0.0,16103.0349615514,100000000.0,748279631.8937362,3873393701520.5283,-1891.07421875,13009.9404296875,5.61e-06,1403.7930023921479,100000000.0,124686845486.97374,1.2485054369123742e+17,-347655.375,1448698.625,0.0,836.4344213858371,100000000.0,29183352.90917189,6006907423.148593,-20.442434310913086,2354.040771484375,0.0,10754.83647647356
"(233, 306)",ugriz,100000000.0,145190349.04522657,2038053454116.0364,-3136.494384765625,54910.22265625,7.783e-05,51478.054541561636,100000000.0,9378262.010565823,1094042446.2166696,-13.498554229736328,1017.4205322265625,0.0,15134.73120992548,100000000.0,371862519.7693342,1728317308162.1147,-1744.7918701171875,9885.18359375,4.06e-06,2623.5310983184627,100000000.0,28307290851.419262,1.021042009888784e+16,-108330.578125,504912.59375,0.0,1315.7357509596416,100000000.0,26434209.851475075,8236950391.998666,-20.24164581298828,2913.12939453125,0.0,16762.48716120255
"(225, 302)",ugriz,100000000.0,88641985.99579492,917718954386.019,-4961.42724609375,42299.02734375,0.00039801,94674.42439556059,100000000.0,5064594.678879857,742220277.0727487,-14.557333946228027,1500.298095703125,0.0,54134.61765325774,100000000.0,368163232.0542834,1251983807990.0933,-1885.78173828125,12700.240234375,0.00016176,3544.5693058508223,100000000.0,23407998888.564976,1.3352809762247864e+16,-161203.796875,847700.125,0.0,2649.954773852333,100000000.0,16543506.111393407,4812062373.647603,-14.724124908447266,4517.80322265625,0.0,47419.21302888014
"(217, 298)",ugriz,100000000.0,790268764.2875555,3046178764597.9634,-4146.82080078125,42151.2734375,0.04097465,22765.883832063464,100000000.0,6456029.299496574,741321199.0627253,-26.496973037719727,1406.9554443359375,0.0,35499.15608535205,100000000.0,490023315.0092682,2257082199601.608,-1580.1727294921875,13233.08203125,3.786e-05,2374.3772298894814,100000000.0,44071681407.198906,1.974777986814933e+16,-140868.828125,601274.875,0.0,1027.2799418296158,100000000.0,28977425942.093002,327187764419387.25,-6969.6474609375,19017.6328125,0.0,27.107876501479048
"(183, 305)",ugriz,100000000.0,74662761.76848514,815439170796.3439,-65.17028045654297,39968.5390625,0.00020997,112831.20233864449,100000000.0,4580261.605720396,534806035.770126,-27.938735961914062,1132.2747802734375,0.0,48689.25215735101,100000000.0,-86866702.24074058,381184296338.66956,-2053.34033203125,13044.236328125,0.52488957,24274.162833913404,100000000.0,12821364719.139181,6766216265133966.0,-135384.375,707640.125,0.0,4313.221993799652,100000000.0,14980667.615537345,4495908583.520253,-29.310461044311523,3624.8759765625,0.0,40530.98387854631
"(202, 318)",ugriz,100000000.0,203759686.73756123,3013735048277.627,-7299.9287109375,48394.6171875,9.13e-05,34043.77850766245,100000000.0,14140954.49554598,2728780509.449654,-20.69094467163086,1811.9737548828125,0.0,16790.694938039847,100000000.0,566644643.9806337,3724784912370.534,-2188.83544921875,14023.9326171875,1.095e-05,2450.154834129581,100000000.0,39452608165.73982,1.649589084386412e+16,-121259.671875,613859.3125,0.0,1109.6778288395403,100000000.0,32741726.747077763,6824550196.693243,-108.77759552001953,2121.67333984375,0.0,8992.451466509696
"(194, 314)",ugriz,100000000.0,135261559.70724425,1435971402365.5166,-264.339599609375,41754.5546875,7.633e-05,54777.51836361855,100000000.0,9011809.548330206,1388958926.9149795,-10.780439376831055,1199.9166259765625,0.0,19733.342448188396,100000000.0,515249725.5997456,2530188149835.674,-1668.7843017578125,13759.9716796875,6.19e-06,2196.0362510674768,100000000.0,24577737423.978016,9621581893243902.0,-121375.578125,601688.4375,0.0,1697.4935983801124,100000000.0,526396603.696878,13478254354.463184,-5.046360969543457,67.55494689941406,4e-08,7.315628743398076
"(100, 307)",ugriz,100000000.0,529205279.84544086,2222665159224.44,-1658.6715087890625,36722.5390625,0.00362973,26611.25616945823,100000000.0,8758838.115740899,1593732400.3818653,-11.46548843383789,1828.105712890625,0.0,27583.826560288908,100000000.0,449487801.7282234,2325724421093.905,-2227.8828125,13464.328125,6.26e-06,2580.131863482735,100000000.0,47285848176.65108,3.0010433752642508e+16,-250249.953125,1036074.1875,0.0,1675.7607152324297,100000000.0,17574245.440006793,2950546717.189384,-40.947898864746094,2258.258544921875,0.0,22762.665170788365
"(226, 303)",ugriz,100000000.0,148267094.7227502,1905990380126.9392,-5027.794921875,41085.1953125,0.00115544,46617.89740535445,100000000.0,8711476.874423862,1185555803.2503364,-15.244819641113281,1537.5262451171875,0.0,24987.613528107875,100000000.0,449987942.6883201,1992036981279.5356,-2377.419189453125,13546.9111328125,0.00019104,2366.593067652685,100000000.0,40630086580.99671,1.7167995418151818e+16,-135260.65625,635386.0625,0.0,1068.2008520267816,100000000.0,28590020.0154908,9372146068.83748,-28.832195281982422,2464.644287109375,0.0,9377.966537804135
"(152, 317)",ugriz,100000000.0,179344554.5608886,3206906848633.8105,-6731.58935546875,46864.3125,0.00196035,35377.366658696235,100000000.0,7759735.254828293,1035553820.2854455,-20.052989959716797,1265.4951171875,0.0,20159.150523351454,100000000.0,732120559.693965,3379677894903.629,-2409.4853515625,13787.3291015625,5.64e-06,2046.1223264688174,100000000.0,64298912019.983345,3.663603369688738e+16,-183398.734375,918525.0625,0.0,904.3483510397645,100000000.0,24643923.343441274,7021943161.657527,-28.797744750976562,2416.474365234375,0.0,9348.002063611442
"(185, 265)",ugriz,100000000.0,140062524.20895618,1922640702159.9456,-2495.039794921875,48900.0390625,0.00010664,55563.43090943141,100000000.0,8068305.201085227,1143946542.6264725,-84.1578598022461,1113.3177490234375,0.0,20862.839771221286,100000000.0,323061109.79394674,1731654629297.6191,-1826.04638671875,12138.4482421875,4.55e-06,3968.3124255530015,100000000.0,46098535120.187996,4.0651023993374056e+16,-294506.34375,1215165.75,0.0,1968.0900500756961,100000000.0,13706617.093498265,2900538491.256881,-272.2356872558594,2476.211669921875,0.0,28216.92975835766
"(259, 300)",ugriz,100000000.0,290237908.59821343,976584394670.2003,-4830.1376953125,48050.90625,0.52023343,62579.33305421045,100000000.0,7748145.874861223,908426033.4767959,-38.76474380493164,1288.1749267578125,0.0,28347.7659150937,100000000.0,336493843.4744552,1533522953861.2185,-2128.09130859375,12359.4375,1.4e-06,3681.2446040785235,100000000.0,16496132202.521065,5495635456794912.0,-111174.71875,454540.5625,0.0,2148.57350094889,100000000.0,19685365.30977514,4124042903.119303,-63.10121154785156,2269.262939453125,0.0,20337.855981142333
"(229, 308)",ugriz,100000000.0,213702000.4845947,3400674405373.6255,-6442.6884765625,47313.23828125,0.00138353,32967.47071201608,100000000.0,8599657.918579824,881589945.5009103,-3.904374837875366,977.117431640625,0.0,18394.506357137765,100000000.0,529930978.2781216,2487062691435.588,-2086.18115234375,13478.419921875,2.91e-05,2289.7678987003824,100000000.0,48677517314.532326,1.866974285929108e+16,-122856.265625,573379.0,0.0,799.9645588919499,100000000.0,15884877.24362525,2352874371.433859,-33.612205505371094,2344.12060546875,0.0,12832.35270890541
"(195, 315)",ugriz,100000000.0,147083185.37897477,1934602165061.575,-5621.5126953125,41806.8359375,0.00108719,49064.725142915144,100000000.0,8840065.447205665,1328595007.4745598,-25.984859466552734,1953.995849609375,0.0,34734.05460855534,100000000.0,419547077.23623556,2493184226051.1577,-1985.8135986328125,13044.29296875,1.063e-05,2848.9472421334403,100000000.0,30535242333.15288,1.1268416855761642e+16,-120348.5,571858.3125,1e-08,1322.572421920653,100000000.0,16922435.26343802,2794258451.9558926,-71.93046569824219,2389.729736328125,0.0,30569.34364566915
"(228, 312)",ugriz,100000000.0,375944587.7451767,1522010901036.3674,-4480.1201171875,46241.23046875,0.55517381,44443.66444402479,100000000.0,12268685.686875619,2196834966.388799,-20.056760787963867,1821.7725830078125,0.0,20507.411888291535,100000000.0,490953422.5362033,3373120506026.9453,-2256.90087890625,14056.330078125,3.636e-05,2851.429321277898,100000000.0,35901054758.22314,1.3381467137550892e+16,-121882.4921875,519527.59375,0.0,1089.397526137712,100000000.0,29068530.48146255,5994304136.474034,-19.290231704711914,2367.551513671875,0.0,11428.582581780604
"(145, 314)",ugriz,100000000.0,89595592.84843388,918621572472.2622,-3265.852294921875,38191.0078125,0.00055657,94489.02915570553,100000000.0,3743379.6228946247,531106343.53708524,-18.434858322143555,1505.738525390625,0.0,82546.44339443557,100000000.0,184409587.42764336,1201129407739.5708,-2337.63330078125,14285.2255859375,3.191e-05,7692.686802116802,100000000.0,22724529657.09568,1.5134634222160182e+16,-227405.75,1027542.375,0.0,3045.371024517242,100000000.0,6029162.331948225,2029056181.2339702,-59.83747863769531,2439.981201171875,0.0,37345.56090173612
"(203, 255)",ugriz,100000000.0,576817578.0520997,14953209802379.785,-4711.37353515625,46132.60546875,1.576e-05,8921.654628862147,100000000.0,13477835.015206728,2878564458.0157547,-34.44459915161133,1321.083740234375,0.0,8520.618194117107,100000000.0,770564506.8820164,3456006870485.435,-1624.7139892578125,11342.486328125,2.182e-05,1318.263243803183,100000000.0,186837864366.94824,3.1943308933575085e+17,-527362.25,2856798.5,0.0,993.755309200889,100000000.0,-48480846188.326546,62495065402601.2,-3203.154541015625,68.15845489501953,0.0,2.0958808336344283
