,ID,ra,dec,re,morph1,morph2,morph3,morph4
279,1935,190.6893,6.6015,4.52,TBD,TBD,TBD,TBD
280,2059,191.9516,7.7063,3.56,TBD,TBD,TBD,TBD
281,2069,192.09,7.8304,3.54,TBD,TBD,dE (d:E),TBD
282,1937,190.703,6.8435,7.04,TBD,TBD,TBD,TBD
283,1652,189.0356,7.5965,14.1,TBD,TBD,TBD,TBD
284,1856,190.2123,7.9307,10.45,TBD,TBD,dE (d:E),TBD
285,1930,190.6729,7.8438,4.59,TBD,TBD,TBD,TBD
286,2024,191.3915,7.9435,2.59,TBD,TBD,dE (d:E),TBD
287,2053,191.8804,7.9342,8.58,TBD,TBD,TBD,TBD
288,2067,192.0869,8.0412,7.46,TBD,TBD,TBD,TBD
289,2064,192.0289,8.2924,9.31,TBD,TBD,TBD,TBD
290,2061,191.9973,8.3225,14.6,TBD,TBD,TBD,TBD
291,2030,191.4614,8.3062,3.32,TBD,TBD,dE (d:E),TBD
292,1996,191.0868,8.4037,8.38,TBD,TBD,dE (d:E),TBD
293,1877,190.3497,8.3659,8.73,TBD,TBD,TBD,TBD
294,1899,190.4894,8.8316,3.31,TBD,TBD,TBD,TBD
295,2013,191.2854,8.5898,9.4,TBD,TBD,TBD,TBD
296,2035,191.5393,8.708,3.09,TBD,TBD,TBD,TBD
297,2022,191.388,8.7293,2.29,TBD,TBD,TBD,TBD
298,2060,191.9814,9.1591,9.19,TBD,TBD,TBD,TBD
299,2074,192.1189,9.7548,13.59,TBD,TBD,TBD,TBD
300,2068,192.0855,10.0278,3.33,TBD,TBD,TBD,TBD
301,2089,192.8014,10.5701,4.05,TBD,TBD,BCD,TBD
302,2084,192.6002,10.4905,10.79,TBD,TBD,TBD,TBD
303,2094,193.1482,10.4489,8.24,TBD,TBD,TBD,TBD
304,253,184.4428,3.8633,6.79,TBD,TBD,dE (d:E),TBD
305,211,184.2343,4.0577,5.91,TBD,TBD,dE (d:E),TBD
306,506,185.4769,4.7534,8.02,TBD,TBD,TBD,TBD
307,427,185.1717,4.7972,6.07,TBD,TBD,dE (d:E),TBD
308,291,184.6306,4.9791,5.87,TBD,TBD,TBD,TBD
309,317,184.7614,5.0981,10.19,TBD,TBD,TBD,TBD
310,214,184.2403,4.8577,6.51,TBD,TBD,dE (d:E),TBD
311,244,184.4159,5.3417,12.12,TBD,TBD,TBD,TBD
312,242,184.4012,5.4249,11.2,TBD,TBD,TBD,TBD
313,252,184.4417,5.4481,10.72,TBD,TBD,TBD,TBD
314,192,184.1255,5.5681,11.11,TBD,TBD,dE (d:E),TBD
315,231,184.34,5.697,6.15,TBD,TBD,TBD,TBD
316,91,183.4484,6.3629,12.61,TBD,TBD,TBD,TBD
317,11,182.3987,6.7425,13.88,TBD,TBD,dE (d:E),TBD
318,533,185.5546,5.1995,8.43,TBD,TBD,dE (d:E),TBD
319,438,185.2076,5.2067,4.03,TBD,TBD,TBD,TBD
320,954,186.7346,5.972,12.87,TBD,TBD,TBD,TBD
321,671,185.9702,5.7557,9.15,TBD,TBD,TBD,TBD
322,771,186.2815,6.0987,9.29,TBD,TBD,TBD,TBD
323,387,185.0148,5.7206,7.61,TBD,TBD,TBD,TBD
324,399,185.0593,5.916,7.73,TBD,TBD,TBD,TBD
325,258,184.4657,5.989,7.53,TBD,TBD,TBD,TBD
326,349,184.8607,6.2564,10.58,TBD,TBD,TBD,TBD
327,296,184.6555,6.3131,4.54,TBD,TBD,dE (d:E),TBD
328,730,186.1167,6.677,2.06,TBD,TBD,TBD,TBD
329,457,185.2909,6.3692,6.25,TBD,TBD,dE (d:E),TBD
330,484,185.3915,6.5471,5.34,TBD,TBD,TBD,TBD
331,629,185.8236,6.9121,6.33,TBD,TBD,TBD,TBD
332,601,185.744,7.0409,4.51,TBD,TBD,TBD,TBD
333,589,185.7134,7.0707,5.55,TBD,TBD,TBD,TBD
334,587,185.7022,7.084,12.5,TBD,TBD,dE (d:E),TBD
335,1032,186.9277,6.3686,5.27,TBD,TBD,TBD,TBD
336,1296,187.6367,6.5327,17.41,TBD,TBD,TBD,TBD
338,891,186.5881,6.7899,5.05,TBD,TBD,TBD,TBD
339,960,186.7451,6.8006,8.18,TBD,TBD,TBD,TBD
340,1109,187.1297,6.9049,9.96,TBD,TBD,TBD,TBD
341,988,186.8237,6.768,14.49,TBD,TBD,TBD,TBD
342,1045,186.9568,7.0258,6.83,TBD,TBD,TBD,TBD
343,1320,187.7233,6.6094,4.39,TBD,TBD,dE (d:E),TBD
344,1267,187.5556,7.1028,6.87,TBD,TBD,TBD,TBD
345,1230,187.4548,7.2829,5.07,TBD,TBD,TBD,TBD
346,791,186.3429,6.7114,11.73,TBD,TBD,TBD,TBD
347,676,185.9759,6.9007,6.12,TBD,TBD,TBD,TBD
348,639,185.8551,6.9987,4.85,TBD,TBD,TBD,TBD
349,724,186.1069,7.1312,7.14,TBD,TBD,dE (d:E),TBD
350,591,185.7159,7.1332,3.37,TBD,TBD,TBD,TBD
351,661,185.9222,7.291,9.69,TBD,TBD,TBD,TBD
352,783,186.3151,7.2384,8.32,TBD,TBD,TBD,TBD
353,913,186.6363,7.4707,2.83,TBD,TBD,TBD,TBD
354,819,186.4169,7.556,3.98,TBD,TBD,dE (d:E),TBD
355,1151,187.2471,7.5264,17.39,TBD,TBD,dE (d:E),TBD
356,1113,187.1421,7.5717,7.48,TBD,TBD,TBD,TBD
357,1275,187.574,7.8845,7.64,TBD,TBD,TBD,TBD
358,1281,187.5786,7.906,4.68,TBD,TBD,TBD,TBD
359,1195,187.383,7.8219,8.03,TBD,TBD,TBD,TBD
360,948,186.7223,7.7523,4.92,TBD,TBD,TBD,TBD
361,970,186.7832,7.8168,4.25,TBD,TBD,TBD,TBD
362,883,186.5646,7.7562,8.32,TBD,TBD,TBD,TBD
363,893,186.5898,7.7774,5.11,TBD,TBD,TBD,TBD
364,821,186.4118,7.7573,5.91,TBD,TBD,TBD,TBD
365,807,186.3884,7.8081,5.81,TBD,TBD,TBD,TBD
366,1054,186.9834,8.0877,4.78,TBD,TBD,TBD,TBD
367,1057,186.9969,8.1161,5.51,TBD,TBD,TBD,TBD
368,1133,187.2021,8.2314,5.43,TBD,TBD,TBD,TBD
369,294,184.6466,6.4939,12.31,TBD,TBD,dE (d:E),TBD
